timestamp,load,ram_usage
3094854836,0.5539454,0.5764765
3095354868,0.54781395,0.5764765
3095854839,0.5501628,0.5764765
3096355191,0.55277693,0.5764765
3096854865,0.55122924,0.5764765
3097354840,0.55677414,0.5764765
3097854907,0.5548264,0.5764765
3098354838,0.549152,0.5764765
3098855053,0.5527419,0.5764765
3099354838,0.5501686,0.5764765
3099854861,0.5536418,0.5764765
3100354844,0.5545582,0.5764765
3100854866,0.5534215,0.5764765
3101357239,0.5477539,0.5764765
3101856945,0.55310506,0.5764765
3102356642,0.55072904,0.5764765
3102855662,0.55248487,0.5764765
3103355031,0.5533338,0.5764765
3103854863,0.5551144,0.5764765
3104354879,0.54710394,0.5764765
3104854912,0.55519944,0.5764765
3105355015,0.5481442,0.5764765
3105854836,0.55327505,0.5764765
3106354840,0.55386543,0.5764765
3106855198,0.55257785,0.5764765
3107354837,0.55142856,0.5764765
3107854886,0.55313194,0.5764765
3108354972,0.5521904,0.5764765
3108854840,0.554177,0.5764765
3109355012,0.5544044,0.5764765
3109854847,0.55244243,0.5764765
3110354859,0.5515883,0.5764765
3110854837,0.5522018,0.5764765
3111354852,0.5494274,0.5764765
3111856953,0.5554311,0.5764765
3112356585,0.5521579,0.5764765
3112856640,0.55070406,0.5764765
3113355635,0.5523931,0.5764765
3113855384,0.5502149,0.5764765
3114354863,0.5499332,0.5764765
3114854861,0.5551719,0.5764765
3115354977,0.55408114,0.5764765
3115855005,0.54871404,0.5764765
3116354837,0.5507137,0.5764765
3116854839,0.54910505,0.5764765
3117355349,0.54975116,0.5764765
3117854840,0.55701953,0.5764765
3118354838,0.5519309,0.5764765
3118854930,0.5531949,0.5764765
3119354837,0.5517522,0.5764765
3119855019,0.5519576,0.5764765
3120354841,0.55100393,0.5764765
3120854859,0.55590403,0.5764765
3121354867,0.5491471,0.5764765
3121854867,0.5537396,0.5764765
3122356909,0.55141133,0.5764765
3122857172,0.550864,0.5764765
3123356822,0.5535165,0.5764765
3123855779,0.5517372,0.5764765
3124355128,0.549134,0.5764765
3124854911,0.5560584,0.5764765
3125354840,0.54809785,0.5764765
3125854942,0.5537927,0.5764765
3126355004,0.5515002,0.5764765
3126854865,0.55187124,0.5764765
3127354839,0.5511277,0.5764765
3127855199,0.5560447,0.5764765
3128354839,0.55131453,0.5764765
3128854839,0.5533289,0.5764765
3129354908,0.55173296,0.5764765
3129854838,0.54780424,0.5764765
3130355061,0.5516211,0.5764765
3130854837,0.55288625,0.5764765
3131354838,0.5520575,0.5764765
3131854856,0.5541202,0.5764765
3132354858,0.5499952,0.5764765
3132857030,0.551965,0.5764765
3133356634,0.55176914,0.5764765
3133856094,0.552706,0.5764765
3134355731,0.55181617,0.5764765
3134855430,0.55559134,0.5764765
3135354866,0.5500535,0.5764765
3135854878,0.5488672,0.5764765
3136354906,0.5547644,0.5764765
3136855026,0.55097306,0.5764765
3137354967,0.55190027,0.5764765
3137854837,0.55524856,0.5764765
3138355520,0.5480322,0.5764765
3138854839,0.55415726,0.5764765
3139354858,0.553484,0.5764765
3139854976,0.55383855,0.5764765
3140354838,0.5538765,0.5764765
3140855021,0.5569798,0.5764765
3141354878,0.5472454,0.5764765
3141854837,0.5532727,0.5764765
3142354852,0.5518571,0.5764765
3142854838,0.5510433,0.5764765
3143354957,0.5545993,0.5764765
3143856602,0.5541171,0.5764765
3144356324,0.55001724,0.5764765
3144855713,0.5525095,0.5764765
3145355399,0.5497198,0.5764765
3145854843,0.55204934,0.5764765
3146354935,0.55443525,0.5764765
3146854951,0.55368835,0.5764765
3147354838,0.55001056,0.5764765
3147854914,0.5474174,0.5764765
3148354837,0.5509677,0.5764765
3148855455,0.5522747,0.5764765
3149354838,0.55783796,0.5764765
3149854860,0.5520322,0.5764765
3150354954,0.55211425,0.5764765
3150854866,0.5518811,0.5764765
3151354838,0.5515785,0.5764765
3151854998,0.5517471,0.5764765
3152354998,0.5576347,0.5764765
3152854964,0.5491977,0.5764765
3153354838,0.55209476,0.5764765
3153854928,0.5511186,0.5764765
3154356801,0.54870176,0.5764765
3154856314,0.5567747,0.5764765
3155355734,0.5527688,0.5764765
3155855450,0.552121,0.5764765
3156354869,0.5517217,0.5764765
3156854972,0.5511551,0.5764765
3157354907,0.54971856,0.5764765
3157854886,0.55639094,0.5764765
3158354838,0.5490247,0.5764765
3158854839,0.55521744,0.5764765
3159355426,0.55215216,0.5764765
3159855061,0.55252445,0.5764765
3160354840,0.55091566,0.5764765
3160854949,0.55750453,0.5764765
3161354838,0.5499151,0.5764765
3161854943,0.55466974,0.5764765
3162354838,0.5514007,0.5764765
3162854837,0.551336,0.5764765
3163354886,0.5518621,0.5764765
3163854839,0.554276,0.5764765
3164354902,0.5498605,0.5764765
3164856985,0.5544373,0.5764765
3165356312,0.55363864,0.5764765
3165855841,0.54872596,0.5764765
3166356182,0.5506681,0.5764765
3166854914,0.55299306,0.5764765
3167355404,0.5516383,0.5764765
3167854909,0.55436033,0.5764765
3168354837,0.5524383,0.5764765
3168854855,0.54748285,0.5764765
3169354838,0.552812,0.5764765
3169854839,0.5507244,0.5764765
3170355000,0.5544034,0.5764765
3170854838,0.5542391,0.5764765
3171355144,0.5517522,0.5764765
3171854837,0.5518135,0.5764765
3172354864,0.55201566,0.5764765
3172854924,0.5497654,0.5764765
3173354838,0.55105907,0.5764765
3173854837,0.5548551,0.5764765
3174355030,0.548386,0.5764765
3174854902,0.55489695,0.5764765
3175357184,0.5487449,0.5764765
3175856677,0.54935515,0.5764765
3176355867,0.5521523,0.5764765
3176855428,0.55322576,0.5764765
3177354993,0.5485872,0.5764765
3177854839,0.5585814,0.5764765
3178354943,0.5474001,0.5764765
3178854838,0.5504006,0.5764765
3179354971,0.5488569,0.5764765
3179854877,0.5502902,0.5764765
3180354837,0.54984695,0.5764765
3180855148,0.55735934,0.5764765
3181354890,0.54742336,0.5764765
3181855104,0.5502318,0.5764765
3182354837,0.55196905,0.5764765
3182854838,0.55221623,0.5764765
3183354839,0.5508703,0.5764765
3183854866,0.5527278,0.5764765
3184354880,0.5489936,0.5764765
3184854926,0.55031276,0.5764765
3185354948,0.5518079,0.5764765
3185854836,0.5518689,0.5764765
3186356672,0.55107844,0.5764765
3186856079,0.5553318,0.5764765
3187355647,0.5510442,0.5764765
3187855414,0.5516957,0.5764765
3188354837,0.55111057,0.5764765
3188855150,0.55371773,0.5764765
3189354838,0.5553087,0.5764765
3189854837,0.55235624,0.5764765
3190354837,0.54921997,0.5764765
3190854839,0.55109197,0.5764765
3191355467,0.5516592,0.5764765
3191854886,0.5551826,0.5764765
3192354955,0.5533359,0.5764765
3192854868,0.55359364,0.5764765
3193354838,0.5495455,0.5764765
3193854838,0.5523838,0.5764765
3194354878,0.5494273,0.5764765
3194854838,0.55240476,0.5764765
3195354996,0.55296075,0.5764765
3195854948,0.5518278,0.5764765
3196354841,0.5500039,0.5764765
3196857046,0.5513458,0.5764765
3197356394,0.54918694,0.5764765
3197855801,0.55251265,0.5764765
3198355206,0.5545968,0.5764765
3198854841,0.55046993,0.5764765
3199355078,0.5537002,0.5764765
3199854880,0.5452521,0.5764765
3200354836,0.55212116,0.5764765
3200854838,0.5519949,0.5764765
3201354839,0.5516406,0.5764765
3201854840,0.5522791,0.5764765
3202354913,0.5550345,0.5764765
3202854944,0.54754806,0.5764765
3203355156,0.552281,0.5764765
3203854838,0.55438673,0.5764765
3204354838,0.55497307,0.5764765
3204855013,0.55303144,0.5764765
3205354839,0.55339885,0.5764765
3205854838,0.5480499,0.5764765
3206354943,0.54956245,0.5764765
3206854836,0.55214995,0.5764765
3207356974,0.5498695,0.5764765
3207857021,0.5533591,0.5764765
3208355961,0.552412,0.5764765
3208855598,0.54791725,0.5764765
3209355114,0.5507609,0.5764765
3209854912,0.55148154,0.5764765
3210354986,0.5511373,0.5764765
3210854852,0.5537355,0.5764765
3211355017,0.54876566,0.5764765
3211854838,0.5513771,0.5764765
3212354838,0.55283636,0.5764765
3212855189,0.5501245,0.5764765
3213354909,0.5515666,0.5764765
3213854855,0.5502647,0.5764765
3214354909,0.55188257,0.5764765
3214854838,0.551569,0.5764765
3215355022,0.5554749,0.5764765
3215854838,0.54923654,0.5764765
3216354867,0.55347145,0.5764765
3216854975,0.55061114,0.5764765
3217354839,0.55520105,0.5764765
3217857121,0.5502807,0.5764765
3218356931,0.55254537,0.5764765
3218856248,0.551498,0.5764765
3219355971,0.5522414,0.5764765
3219855387,0.5499899,0.5764765
3220354909,0.5521482,0.5764765
3220854964,0.55563724,0.5764765
3221354841,0.550008,0.5764765
3221854866,0.5471828,0.5764765
3222354841,0.54786646,0.5764765
3222854838,0.55393773,0.5764765
3223355485,0.54972947,0.5764765
3223855030,0.5571799,0.5764765
3224354837,0.5499894,0.5764765
3224854996,0.55267,0.5764765
3225354866,0.5498867,0.5764765
3225854924,0.5527199,0.5764765
3226354899,0.5521832,0.5764765
3226854866,0.5543464,0.5764765
3227355081,0.55079526,0.5764765
3227854840,0.55100024,0.5764765
3228354862,0.54987884,0.5764765
3228856995,0.5514612,0.5764765
3229356300,0.5530728,0.5764765
3229856181,0.5535161,0.5764765
3230355738,0.54910976,0.5764765
3230854963,0.55163395,0.5764765
3231354839,0.553123,0.5764765
3231855016,0.549647,0.5764765
3232354987,0.5518395,0.5764765
3232854969,0.5509335,0.5764765
3233354836,0.5508994,0.5764765
3233854838,0.5500279,0.5764765
3234355405,0.55001605,0.5764765
3234854838,0.5529634,0.5764765
3235354836,0.5529765,0.5764765
3235854876,0.55168784,0.5764765
3236354838,0.55130786,0.5764765
3236855094,0.5522573,0.5764765
3237354837,0.5457294,0.5764765
3237854967,0.55328107,0.5764765
3238354891,0.5540105,0.5764765
3238854840,0.5524268,0.5764765
3239357087,0.55091965,0.5764765
3239856942,0.55106306,0.5764765
3240356297,0.5481528,0.5764765
3240855688,0.5535344,0.5764765
3241355208,0.55231524,0.5764765
3241854839,0.55232847,0.5764765
3242354967,0.55133903,0.5764765
3242854839,0.55126375,0.5764765
3243354861,0.5470277,0.5764765
3243854840,0.5494585,0.5764765
3244354837,0.5534632,0.5764765
3244854954,0.5500531,0.5764765
3245354856,0.5523164,0.5764765
3245854838,0.5474387,0.5764765
3246355022,0.55217105,0.5764765
3246854859,0.55194646,0.5764765
3247354860,0.5505148,0.5764765
3247854837,0.55334145,0.5764765
3248354911,0.5516621,0.5764765
3248854836,0.5518518,0.5764765
3249354871,0.55091554,0.5764765
3249854838,0.5533254,0.5764765
3250356959,0.54854316,0.5764765
3250856300,0.5544785,0.5764765
3251356133,0.54981023,0.5764765
3251855549,0.55154335,0.5764765
3252354999,0.5469286,0.5764765
3252854838,0.5522413,0.5764765
3253354866,0.5494484,0.5764765
3253854997,0.5552282,0.5764765
3254355034,0.5476376,0.5764765
3254854869,0.5511943,0.5764765
3255354929,0.5488049,0.5764765
3255855203,0.5526182,0.5764765
3256354838,0.5517248,0.5764765
3256854838,0.5522475,0.5764765
3257354914,0.5513722,0.5764765
3257854836,0.5513537,0.5764765
3258355023,0.55122477,0.5764765
3258854908,0.54910684,0.5764765
3259354878,0.5542903,0.5764765
3259854880,0.55007684,0.5764765
3260354839,0.5501865,0.5764765
3260854869,0.5517427,0.5764765
3261356877,0.5518997,0.5764765
3261856256,0.5481119,0.5764765
3262355810,0.551316,0.5764765
3262855024,0.5494772,0.5764765
3263354840,0.5507821,0.5764765
3263854941,0.55242395,0.5764765
3264354837,0.55057615,0.5764765
3264854869,0.54652524,0.5764765
3265354838,0.55120933,0.5764765
3265854902,0.54855984,0.5764765
3266354838,0.55248344,0.5764765
3266854914,0.5559555,0.5764765
3267354842,0.5510571,0.5764765
3267854939,0.5501792,0.5764765
3268354987,0.5499608,0.5764765
3268854863,0.5518429,0.5764765
3269354957,0.5517038,0.5764765
3269854837,0.5533929,0.5764765
3270355012,0.5504937,0.5764765
3270854837,0.55172074,0.5764765
3271354838,0.54929525,0.5764765
3271856857,0.54860544,0.5764765
3272356446,0.554217,0.5764765
3272856083,0.55367804,0.5764765
3273355848,0.55013174,0.5764765
3273854884,0.54745704,0.5764765
3274355055,0.5491203,0.5764765
3274854837,0.5520659,0.5764765
3275354842,0.5519328,0.5764765
3275854961,0.5483582,0.5764765
3276354902,0.55192196,0.5764765
3276854861,0.54616183,0.5764765
3277355128,0.55126923,0.5764765
3277854839,0.5516361,0.5764765
3278355024,0.55205894,0.5764765
3278854852,0.5514109,0.5764765
3279354838,0.55187726,0.5764765
3279855020,0.54931974,0.5764765
3280354839,0.5498587,0.5764765
3280854864,0.5528978,0.5764765
3281354869,0.55323875,0.5764765
3281854839,0.5498102,0.5764765
3282356821,0.55216104,0.5764765
3282856812,0.5478699,0.5764765
3283356369,0.55008626,0.5764765
3283855701,0.5515309,0.5764765
3284354927,0.5523428,0.5764765
3284854847,0.55290353,0.5764765
3285354839,0.5498804,0.5764765
3285854839,0.55004376,0.5764765
3286354862,0.55090666,0.5764765
3286854940,0.54871094,0.5764765
3287354841,0.553955,0.5764765
3287855165,0.5524154,0.5764765
3288354879,0.5524311,0.5764765
3288854861,0.54914737,0.5764765
3289354840,0.5520811,0.5764765
3289854839,0.54822624,0.5764765
3290355115,0.55390656,0.5764765
3290854839,0.54939723,0.5764765
3291354837,0.55488205,0.5764765
3291854950,0.5488155,0.5764765
3292354836,0.55084485,0.5764765
3292854860,0.55025005,0.5764765
3293356873,0.55188066,0.5764765
3293856187,0.55178404,0.5764765
3294355834,0.5513568,0.5764765
3294855096,0.5527166,0.5764765
3295354839,0.5478717,0.5764765
3295854964,0.5550883,0.5764765
3296354839,0.55029655,0.5764765
3296854860,0.5515183,0.5764765
3297355090,0.54698974,0.5764765
3297854837,0.5541463,0.5764765
3298355540,0.54791296,0.5764765
3298855020,0.5525189,0.5764765
3299354878,0.55206054,0.5764765
3299854852,0.55393815,0.5764765
3300354838,0.5492469,0.5764765
3300854913,0.5542154,0.5764765
3301354855,0.5468327,0.5764765
3301854838,0.5532192,0.5764765
3302355019,0.55055803,0.5764765
3302854838,0.5514775,0.5764765
3303354838,0.550623,0.5764765
3303856661,0.5524982,0.5764765
3304356494,0.55076706,0.5764765
3304856127,0.55066955,0.5764765
3305355454,0.5513282,0.5764765
3305854839,0.5512435,0.5764765
3306355064,0.55399716,0.5764765
3306854836,0.5503861,0.5764765
3307354861,0.5506177,0.5764765
3307854906,0.5485167,0.5764765
3308354836,0.5496912,0.5764765
3308855486,0.5506363,0.5764765
3309354916,0.55515766,0.5764765
3309854851,0.5481682,0.5764765
3310354917,0.5516245,0.5764765
3310854839,0.55026674,0.5764765
3311354956,0.5506594,0.5764765
3311855017,0.55076265,0.5764765
3312354839,0.55349386,0.5764765
3312854987,0.55060244,0.5764765
3313354837,0.5495159,0.5764765
3313854838,0.54882044,0.5764765
3314356993,0.5502256,0.5764765
3314856343,0.5528781,0.5764765
3315355808,0.55122375,0.5764765
3315855393,0.5534158,0.5764765
3316354838,0.55257046,0.5764765
3316855028,0.5498535,0.5764765
3317354841,0.5522684,0.5764765
3317854899,0.5516671,0.5764765
3318354904,0.5465807,0.5764765
3318854840,0.5544076,0.5764765
3319355441,0.5510353,0.5764765
3319855095,0.5499501,0.5764765
3320354839,0.5502703,0.5764765
3320854884,0.5545316,0.5764765
3321354837,0.5489807,0.5764765
3321854947,0.55578744,0.5764765
3322354871,0.5507415,0.5764765
3322854839,0.55122346,0.5764765
3323354861,0.55171335,0.5764765
3323854838,0.55179405,0.5764765
3324354838,0.5500591,0.5764765
3324857029,0.5543716,0.5764765
3325356327,0.5530991,0.5764765
3325855968,0.5482825,0.5764765
3326355176,0.5507376,0.5764765
3326854952,0.54999125,0.5764765
3327355021,0.5530437,0.5764765
3327854838,0.55364263,0.5764765
3328354860,0.55053496,0.5764765
3328854985,0.54889524,0.5764765
3329354866,0.5504971,0.5764765
3329855428,0.5511953,0.5764765
3330354896,0.55583334,0.5764765
3330854838,0.5514409,0.5764765
3331354837,0.5542221,0.5764765
3331854838,0.5485666,0.5764765
3332355131,0.55054045,0.5764765
3332854884,0.5485302,0.5764765
3333354838,0.55514896,0.5764765
3333854951,0.55031043,0.5764765
3334354840,0.5524696,0.5764765
3334854842,0.55010056,0.5764765
3335356833,0.5525913,0.5764765
3335856417,0.55034816,0.5764765
3336355747,0.5547987,0.5764765
3336854998,0.55085206,0.5764765
3337354840,0.55070484,0.5764765
3337854838,0.55436826,0.5764765
3338354837,0.5482733,0.5764765
3338855041,0.54963803,0.5764765
3339354903,0.55128247,0.5764765
3339854838,0.55030495,0.5764765
3340355370,0.5512023,0.5764765
3340854839,0.5533961,0.5764765
3341354838,0.54860014,0.5764765
3341855019,0.55306673,0.5764765
3342354987,0.55121577,0.5764765
3342855412,0.54982275,0.5764765
3343354869,0.55351305,0.5764765
3343854858,0.5530834,0.5764765
3344354839,0.5460558,0.5764765
3344854837,0.55390733,0.5764765
3345357223,0.5531611,0.5764765
3345856562,0.5499855,0.5764765
3346355958,0.5534369,0.5764765
3346855572,0.5523107,0.5764765
3347355065,0.5498972,0.5764765
3347854838,0.5520866,0.5764765
3348354878,0.5524779,0.5764765
3348854837,0.5476148,0.5764765
3349354871,0.5527892,0.5764765
3349855068,0.54913044,0.5764765
3350354837,0.5503454,0.5764765
3350854981,0.55029464,0.5764765
3351354836,0.5493492,0.5764765
3351854959,0.5535648,0.5764765
3352354840,0.5514828,0.5764765
3352854860,0.5510667,0.5764765
3353355049,0.5549744,0.5764765
3353854879,0.5502914,0.5764765
3354355022,0.548465,0.5764765
3354854838,0.55217457,0.5764765
3355354837,0.5510567,0.5764765
3355856700,0.5508324,0.5764765
3356356349,0.55426824,0.5764765
3356856069,0.5502689,0.5764765
3357355457,0.55084765,0.5764765
3357854836,0.5516714,0.5764765
3358354901,0.55315775,0.5764765
3358854837,0.54822344,0.5764765
3359354839,0.55521137,0.5764765
3359854867,0.54641813,0.5764765
3360354903,0.54844606,0.5764765
3360855405,0.55180264,0.5764765
3361354837,0.55063224,0.5764765
3361854850,0.55349004,0.5764765
3362354888,0.55278003,0.5764765
3362854839,0.5474099,0.5764765
3363355010,0.5508709,0.5764765
3363854942,0.5504011,0.5764765
3364354860,0.55041695,0.5764765
3364854847,0.5560621,0.5764765
3365355026,0.5515299,0.5764765
3365857144,0.54751706,0.5764765
3366356546,0.55221856,0.5764765
3366856252,0.55189025,0.5764765
3367355504,0.5500769,0.5764765
3367854867,0.55429804,0.5764765
3368355022,0.5527911,0.5764765
3368854838,0.5488942,0.5764765
3369354899,0.54871887,0.5764765
3369854838,0.54920113,0.5764765
3370354838,0.55244946,0.5764765
3370855500,0.553494,0.5764765
3371355013,0.5523224,0.5764765
3371854863,0.55081534,0.5764765
3372354847,0.5504071,0.5764765
3372854838,0.5513538,0.5764765
3373354838,0.5542204,0.5764765
3373854941,0.5514784,0.5764765
3374354906,0.55023646,0.5764765
3374854991,0.55189425,0.5764765
3375354841,0.549862,0.5764765
3375854838,0.55051583,0.5764765
3376356578,0.55575085,0.5764765
3376856106,0.5529988,0.5764765
3377355691,0.5516807,0.5764765
3377855169,0.55239785,0.5764765
3378354904,0.5509723,0.5764765
3378854911,0.5492228,0.5764765
3379354882,0.5556811,0.5764765
3379854940,0.54888594,0.5764765
3380354839,0.5507515,0.5764765
3380854916,0.5516113,0.5764765
3381355389,0.54961586,0.5764765
3381854837,0.5538933,0.5764765
3382354967,0.5543816,0.5764765
3382854838,0.5515207,0.5764765
3383354863,0.55371165,0.5764765
3383854839,0.55305934,0.5764765
3384354837,0.5508068,0.5764765
3384854902,0.55236435,0.5764765
3385354837,0.55097383,0.5764765
3385854860,0.55237234,0.5764765
3386357001,0.5542409,0.5764765
3386856252,0.55186796,0.5764765
3387355902,0.5488191,0.5764765
3387855154,0.5560603,0.5764765
3388354939,0.54973876,0.5764765
3388854867,0.55207163,0.5764765
3389354851,0.5529808,0.5764765
3389855019,0.5490143,0.5764765
3390354838,0.5528282,0.5764765
3390854899,0.55233026,0.5764765
3391355208,0.552257,0.5764765
3391854911,0.5519892,0.5764765
3392354990,0.5542227,0.5764765
3392854884,0.5520232,0.5764765
3393354839,0.55484694,0.5764765
3393854850,0.55234945,0.5764765
3394354840,0.55137247,0.5764765
3394854887,0.55268407,0.5764765
3395354903,0.55337274,0.5764765
3395854837,0.55043197,0.5764765
3396357213,0.5551696,0.5764765
3396856503,0.5510091,0.5764765
3397355778,0.55069935,0.5764765
3397855210,0.55353737,0.5764765
3398354838,0.5520693,0.5764765
3398855027,0.5495521,0.5764765
3399354836,0.5585253,0.5764765
3399854844,0.5486789,0.5764765
3400354836,0.55026317,0.5764765
3400854838,0.55501467,0.5764765
3401355386,0.5528261,0.5764765
3401854839,0.55113345,0.5764765
3402355075,0.5551367,0.5764765
3402854908,0.5494282,0.5764765
3403354838,0.5512203,0.5764765
3403854952,0.55344456,0.5764765
3404354838,0.55007446,0.5764765
3404854867,0.5520731,0.5764765
3405354838,0.54817,0.5764765
3405854903,0.5472022,0.5764765
3406356995,0.5513553,0.5764765
3406856659,0.552352,0.5764765
3407355754,0.5490115,0.5764765
3407855619,0.55507714,0.5764765
3408354841,0.5502237,0.5764765
3408855020,0.54977846,0.5764765
3409354907,0.55406,0.5764765
3409854858,0.54891205,0.5764765
3410354872,0.5491663,0.5764765
3410854867,0.5567428,0.5764765
3411355454,0.551756,0.5764765
3411854917,0.54945797,0.5764765
3412354923,0.550401,0.5764765
3412854943,0.5504995,0.5764765
3413354836,0.55208784,0.5764765
3413855019,0.55559087,0.5764765
3414354836,0.5522704,0.5764765
3414854861,0.5532784,0.5764765
3415354840,0.55024886,0.5764765
3415854838,0.54772604,0.5764765
3416356886,0.5528082,0.5764765
3416856455,0.5542523,0.5764765
3417355906,0.5493585,0.5764765
3417855476,0.5507458,0.5764765
3418355120,0.5490201,0.5764765
3418855078,0.551002,0.5764765
3419354839,0.5537909,0.5764765
3419854954,0.55383146,0.5764765
3420355018,0.5475306,0.5764765
3420854837,0.5536391,0.5764765
3421355535,0.5495751,0.5764765
3421854871,0.5499638,0.5764765
3422354860,0.55361897,0.5764765
3422854837,0.5539204,0.5764765
3423354907,0.5502647,0.5764765
3423855049,0.5545968,0.5764765
3424354842,0.54643965,0.5764765
3424854859,0.55058277,0.5764765
3425354840,0.5523759,0.5764765
3425854837,0.5531744,0.5764765
3426354870,0.55255795,0.5764765
3426856551,0.5540575,0.5764765
3427356259,0.549199,0.5764765
3427855571,0.55429214,0.5764765
3428355089,0.55106187,0.5764765
3428855103,0.55478466,0.5764765
3429354860,0.5515485,0.5764765
3429854838,0.5528935,0.5764765
3430354980,0.54605615,0.5764765
3430854838,0.55430853,0.5764765
3431355436,0.548473,0.5764765
3431854915,0.5538912,0.5764765
3432354897,0.55303824,0.5764765
3432854839,0.55517757,0.5764765
3433354837,0.5491576,0.5764765
3433855135,0.5560889,0.5764765
3434354877,0.55100083,0.5764765
3434854839,0.5546459,0.5764765
3435354838,0.55220413,0.5764765
3435854839,0.5534048,0.5764765
3436354998,0.55145764,0.5764765
3436856561,0.555003,0.5764765
3437356238,0.5490676,0.5764765
3437855663,0.554506,0.5764765
3438354880,0.5510553,0.5764765
3438855086,0.5505557,0.5764765
3439354874,0.55238193,0.5764765
3439854838,0.5530871,0.5764765
3440354846,0.54687744,0.5764765
3440854902,0.5573652,0.5811745
3441354842,0.5728903,0.5811745
3441854997,0.57779014,0.5811745
