timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
3055529775,3055428721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03695035,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0037737489,0.008506253,0.003371207,0.2092416,0.0041516176,0.012167962,8.1439675e-06,0.0,0.0,0.0,0.0,0.0,0.0
3056029133,3055928239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113111496,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0023273826,0.007918328,0.0020384677,0.20974123,-0.0016114032,0.01659564,-0.00019000117,0.0,0.0,0.0,0.0,0.0,0.0
3056528769,3056427759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064651966,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.01791887,-0.004230067,-0.0024870373,0.19161952,0.02009723,0.015258702,0.00039693614,0.0,0.0,0.0,0.0,0.0,0.0
3057028105,3056927275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053750515,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0027644932,0.00816609,0.0020252373,0.21287829,0.019063797,-0.006292749,0.00055709295,0.0,0.0,0.0,0.0,0.0,0.0
3057527857,3057426794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047637224,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.02447728,-0.0004774332,-0.003434157,0.20986226,0.021642288,0.021654356,0.00037430334,0.0,0.0,0.0,0.0,0.0,0.0
3058027289,3057926316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040637255,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0016302392,0.01224111,0.0026550516,0.22534168,0.0026425084,-0.002095527,8.834871e-05,0.0,0.0,0.0,0.0,0.0,0.0
3058526957,3058425830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3089962,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0033950806,0.007590875,0.0018325467,0.211047,0.008218543,-0.009861706,0.0002954235,0.0,0.0,0.0,0.0,0.0,0.0
3059026236,3058925349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060572624,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.033014134,0.020887554,0.010201357,0.2232508,-0.0011182346,0.01183506,-0.0001342179,0.0,0.0,0.0,0.0,0.0,0.0
3059525783,3059424867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13303733,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.07105843,0.01337336,0.017735358,0.20708174,0.0020421231,5.3414977e-05,5.330778e-05,0.0,0.0,0.0,0.0,0.0,0.0
3060025339,3059924386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023679733,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.00016209483,0.0072858036,0.0026218742,0.2111119,-0.008001784,-0.00088813034,-0.00021728386,0.0,0.0,0.0,0.0,0.0,0.0
3060524779,3060423904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14358425,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.007812656,-0.0008317232,0.00018099695,0.19828996,-0.034199588,-0.0023872263,-0.0009839834,0.0,0.0,0.0,0.0,0.0,0.0
3061024276,3060923423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037734509,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.032494366,-0.0006208867,-0.0052566845,0.20473051,0.0009068102,-0.009209176,9.516569e-05,0.0,0.0,0.0,0.0,0.0,0.0
3061523908,3061422941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02248478,0.0,0.0,nan,0.0,0.0,0.0,0.0,-7.8603625e-06,0.008566022,0.0026282594,0.20790729,0.010710265,-0.026562609,0.00046936425,0.0,0.0,0.0,0.0,0.0,0.0
3062023421,3061922460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19285297,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0060890317,0.004391253,0.0010111649,0.20743644,0.057311125,-0.016495284,0.0015256385,0.0,0.0,0.0,0.0,0.0,0.0
3062533840,3062431970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.077610254,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0051225163,0.00649105,0.0035562105,0.20548329,0.024039567,0.018771261,0.00046434553,0.0,0.0,0.0,0.0,0.0,0.0
3063033519,3062931488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156816,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.007817671,0.008737534,0.0009848122,0.21333605,0.041882694,0.040560298,0.00065582944,0.0,0.0,0.0,0.0,0.0,0.0
3063522912,3063421022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026551485,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.055485874,0.01785481,0.014498347,0.20720857,-0.0002100457,-0.027905978,0.00017580786,0.0,0.0,0.0,0.0,0.0,0.0
3064031402,3063930526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18674612,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.004321851,0.008580729,0.0017039087,0.21055898,0.058951773,0.011630049,0.0013352429,0.0,0.0,0.0,0.0,0.0,0.0
3064530978,3064430045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11230421,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.003709685,0.0073648393,0.0033618286,0.21083993,0.038260147,0.016010828,0.0008269252,0.0,0.0,0.0,0.0,0.0,0.0
3065030611,3064929565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33978844,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.04706058,0.0030858666,-0.008098317,0.20751801,-0.044416808,-0.0066333674,-0.0012638262,0.0,0.0,0.0,0.0,0.0,0.0
3065529969,3065429084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24479389,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.008593455,0.008148432,0.004446893,0.2065343,0.050618514,0.022240413,0.0010369642,0.0,0.0,0.0,0.0,0.0,0.0
3066029485,3065928603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3348775,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0055438876,0.010511741,0.0016075633,0.20746672,-0.019099822,-0.029743169,-0.00033816107,0.0,0.0,0.0,0.0,0.0,0.0
3066529001,3066428123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005911827,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.031780176,0.013311416,0.009671699,0.21628249,0.033673216,0.004521765,0.00081878924,0.0,0.0,0.0,0.0,0.0,0.0
3067028567,3066927642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07980442,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.002921939,0.007275507,0.0019007418,0.20411536,-0.019576268,-0.012012878,-0.00046026852,0.0,0.0,0.0,0.0,0.0,0.0
3067528137,3067427161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41158915,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.05559097,0.01900424,0.014599843,0.20683202,-0.01717749,-0.0016360362,-0.00047294132,0.0,0.0,0.0,0.0,0.0,0.0
3068027675,3067926681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016990662,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.016555075,0.0053691566,0.005904656,0.19465059,-0.025659362,-0.004058967,-0.0007050121,0.0,0.0,0.0,0.0,0.0,0.0
3068527018,3068426200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10012984,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.006901711,0.0086951405,0.0041336548,0.20754027,0.044629846,-0.007580424,0.0011816542,0.0,0.0,0.0,0.0,0.0,0.0
3069026686,3068925719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14151216,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.018575221,-0.0033883005,-0.0024857856,0.19247502,0.011627502,0.029104924,2.7618933e-05,0.0,0.0,0.0,0.0,0.0,0.0
3069526182,3069425242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034023046,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.043683983,0.012540787,-0.006174179,0.21692476,0.018592153,-0.010002253,0.00057022495,0.0,0.0,0.0,0.0,0.0,0.0
3070025642,3069924759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04806137,0.0,0.0,nan,0.0,0.0,0.0,0.0,-5.505234e-05,0.006609142,0.002554927,0.20910946,-0.004620461,0.0022536966,-0.00014834093,0.0,0.0,0.0,0.0,0.0,0.0
3070525269,3070424279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21008849,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.010303333,0.015515983,0.0053999666,0.22514951,-0.0034031798,0.012142877,-0.00020312026,0.0,0.0,0.0,0.0,0.0,0.0
3071024708,3070923799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12132287,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.026356317,0.014010251,0.008389484,0.19718575,-0.025858803,-0.02527828,-0.0005689137,0.0,0.0,0.0,0.0,0.0,0.0
3071524327,3071423318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38583183,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.004091792,0.006763637,0.0016718451,0.20839939,-0.00017223651,0.0037603949,-3.665411e-05,0.0,0.0,0.0,0.0,0.0,0.0
3072023787,3071922838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2725296,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.032333497,0.0066107213,0.009471938,0.20441043,-0.021151213,0.004060238,-0.0006396234,0.0,0.0,0.0,0.0,0.0,0.0
3072523235,3072422358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187363,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.009105712,-0.001996681,-0.00015897118,0.19912398,0.02273835,-0.0009313368,0.00060622254,0.0,0.0,0.0,0.0,0.0,0.0
3073033874,3072931869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09154558,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.011853002,0.010435298,0.0053148074,0.20942605,-0.057578795,-0.012962399,-0.0016586465,0.0,0.0,0.0,0.0,0.0,0.0
3073533405,3073431389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07839751,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.049535777,0.0043779463,0.01305796,0.19761458,-0.072228156,-0.028080188,-0.0020603917,0.0,0.0,0.0,0.0,0.0,0.0
3074022778,3073920919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046629667,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.026038114,0.022917435,0.008912418,0.22693181,-0.029262148,-0.012878755,-0.0007495992,0.0,0.0,0.0,0.0,0.0,0.0
3074531384,3074430429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16924524,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.003163822,0.009410813,0.002030762,0.20964625,0.021900207,0.0028640334,0.0005504469,0.0,0.0,0.0,0.0,0.0,0.0
3075030960,3074929950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23593473,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0026182756,0.00780575,0.0029818285,0.1916543,-0.013893883,-0.002724224,-0.00037009188,0.0,0.0,0.0,0.0,0.0,0.0
3075530463,3075429470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14326882,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0013929754,0.0069541335,0.0028524809,0.21069008,0.0004175166,0.015322901,-0.00012576721,0.0,0.0,0.0,0.0,0.0,0.0
3076029973,3075928990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3507774,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0023812465,0.008041486,0.0031394102,0.2123389,0.0070688133,0.0032062498,0.0001633048,0.0,0.0,0.0,0.0,0.0,0.0
3076529576,3076428511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.119769335,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.016526699,-0.00033932924,-0.0017578006,0.19762468,0.023785882,-0.016263356,0.00074165146,0.0,0.0,0.0,0.0,0.0,0.0
3077028935,3076928031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24830031,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0010696724,0.008900136,0.0024203788,0.20957056,0.01447341,0.026739495,0.00013231252,0.0,0.0,0.0,0.0,0.0,0.0
3077528495,3077427552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17446947,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.001361467,0.0096678585,0.0024178885,0.21106666,0.003373168,-0.0033631027,0.000117478216,0.0,0.0,0.0,0.0,0.0,0.0
3078028164,3077927073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1784389,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0029083863,0.026400045,0.0033904407,0.22847706,0.0058610714,0.011736164,5.5820103e-05,0.0,0.0,0.0,0.0,0.0,0.0
3078527545,3078426593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1332879,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.015215185,0.007767245,0.0056833792,0.19358087,-0.018362684,0.00042697616,-0.0005253433,0.0,0.0,0.0,0.0,0.0,0.0
3079027137,3078926114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20897627,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.025548976,0.009242311,0.008125948,0.21197075,0.033625703,0.009372994,0.00077958405,0.0,0.0,0.0,0.0,0.0,0.0
3079526639,3079425635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2710204,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.018012475,-0.0020970106,0.0057745557,0.18771607,-0.019497536,0.005104718,-0.0005997376,0.0,0.0,0.0,0.0,0.0,0.0
3080026037,3079925155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104168415,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0012558177,0.0077791363,0.0028674882,0.21000934,0.0110626565,0.007057727,0.00023646255,0.0,0.0,0.0,0.0,0.0,0.0
3080525715,3080424677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29150796,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.030467771,0.0012611598,-0.004701169,0.19724357,0.007507363,-0.013454673,0.00030385275,0.0,0.0,0.0,0.0,0.0,0.0
3081025081,3080924198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26113558,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.004252374,0.006809041,0.0015977938,0.20710996,0.0062080375,0.013843331,4.4322755e-05,0.0,0.0,0.0,0.0,0.0,0.0
3081524731,3081423719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16890764,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0073237643,0.0077496767,0.0010182969,0.20881206,-0.009890084,-0.0040439945,-0.00024661148,0.0,0.0,0.0,0.0,0.0,0.0
3082024527,3081923240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17843986,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.00976412,0.022885263,0.0055462606,0.2117089,0.013771805,-0.0054263026,0.00041089187,0.0,0.0,0.0,0.0,0.0,0.0
3082523662,3082422761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07451844,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.028858498,0.0075003505,0.0086457245,0.19502449,0.0045234333,0.010806782,2.6925238e-05,0.0,0.0,0.0,0.0,0.0,0.0
3083023230,3082922282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010993004,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.006063968,0.008314878,0.0013698358,0.2114495,0.03884208,0.01761375,0.0008278546,0.0,0.0,0.0,0.0,0.0,0.0
3083533720,3083431794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09014249,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.049480237,-0.0005378127,-0.0089694,0.21310633,0.027514033,0.019785553,0.0005344226,0.0,0.0,0.0,0.0,0.0,0.0
3084033347,3083931315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04766321,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.006898783,0.007989839,0.0040342696,0.20148772,-0.013111795,-0.04082188,-0.00011424797,0.0,0.0,0.0,0.0,0.0,0.0
3084522859,3084420846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18475771,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0058066063,0.004457712,0.0036494117,0.20708466,-0.056599125,-0.00644457,-0.0016643807,0.0,0.0,0.0,0.0,0.0,0.0
3085031311,3084930358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16259575,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.02284607,0.017160743,0.0078399405,0.2012006,0.020276254,-0.018280214,0.00066815456,0.0,0.0,0.0,0.0,0.0,0.0
3085530971,3085429879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061941624,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0013624579,0.008926466,0.003021462,0.21200803,-0.0019164339,-0.0075501697,6.664595e-06,0.0,0.0,0.0,0.0,0.0,0.0
3086030347,3085929401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14645338,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0021737665,0.011490673,0.0024219882,0.21119791,-0.01338356,-0.0008588657,-0.0003670101,0.0,0.0,0.0,0.0,0.0,0.0
3086529919,3086428923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24573874,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.0053150095,0.0048122257,0.0035616942,0.20874321,-0.008540638,0.0014709686,-0.0002497162,0.0,0.0,0.0,0.0,0.0,0.0
3087029301,3086928444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081878185,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0060127676,0.009402946,0.0014271941,0.2094917,0.005085935,0.009186111,5.7683024e-05,0.0,0.0,0.0,0.0,0.0,0.0
3087529081,3087427966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49283004,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.00086668134,0.007163197,0.0027464125,0.20955583,0.021025136,0.0003765634,0.0005487487,0.0,0.0,0.0,0.0,0.0,0.0
3088028369,3087927488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2726488,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.020452358,0.003817156,0.0066934675,0.19569468,-0.016865144,-0.010241724,-0.00039905403,0.0,0.0,0.0,0.0,0.0,0.0
3088528143,3088427010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47060132,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.001524061,0.0071281493,0.0029689986,0.21342611,0.015584009,-0.026682124,0.00060323824,0.0,0.0,0.0,0.0,0.0,0.0
3089027420,3088926532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12066221,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.008715399,0.009528905,0.00092562474,0.21094632,-0.0028992519,-0.009350207,-5.4358757e-06,0.0,0.0,0.0,0.0,0.0,0.0
3089527235,3089426053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28974414,0.0,0.0,nan,0.0,0.0,0.0,0.0,-0.06890495,0.031979397,0.017255401,0.2051292,-0.045329522,0.002471295,-0.0013659794,0.0,0.0,0.0,0.0,0.0,0.0
3090026462,3089925576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1186142,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0024573877,0.0066200197,0.0020662919,0.21076274,-0.021030854,-0.012461165,-0.00050343794,0.0,0.0,0.0,0.0,0.0,0.0
