timestamp,timestamp_sample,device_id,pressure,temperature,error_count
3354959647,3354959638,3997730,101478.0,34.14,0
3355943941,3355943932,3997730,101476.0,34.13,0
3356948681,3356948671,3997730,101475.0,34.11,0
3357953305,3357953295,3997730,101480.0,34.1,0
3358957728,3358957720,3997730,101477.0,34.09,0
3359962321,3359962311,3997730,101475.0,34.079998,0
3360956509,3360956500,3997730,101475.0,34.07,0
3361950931,3361950923,3997730,101479.0,34.05,0
3362955679,3362955668,3997730,101473.0,34.04,0
3363960027,3363960018,3997730,101473.0,34.03,0
3364944244,3364944236,3997730,101474.0,34.02,0
3365949044,3365949035,3997730,101484.0,34.01,0
3366953656,3366953647,3997730,101488.0,33.989998,0
3367958528,3367958519,3997730,101481.0,33.98,0
3368952849,3368952840,3997730,101481.0,33.969997,0
3369957460,3369957451,3997730,101476.0,33.95,0
3370951960,3370951951,3997730,101480.0,33.94,0
3371956499,3371956490,3997730,101484.0,33.93,0
3372940827,3372940818,3997730,101488.0,33.92,0
3373945193,3373945184,3997730,101495.0,33.91,0
3374950013,3374950004,3997730,101495.0,33.899998,0
3375954367,3375954356,3997730,101490.0,33.88,0
3376958724,3376958715,3997730,101488.0,33.87,0
3377952982,3377952973,3997730,101493.0,33.86,0
3378957518,3378957508,3997730,101488.0,33.84,0
3379951990,3379951981,3997730,101490.0,33.829998,0
3380956566,3380956557,3997730,101492.0,33.829998,0
3381941010,3381940997,3997730,101493.0,33.82,0
3382945881,3382945873,3997730,101490.0,33.8,0
3383950519,3383950511,3997730,101490.0,33.79,0
3384955028,3384955020,3997730,101491.0,33.78,0
3385949480,3385949470,3997730,101495.0,33.77,0
3386954266,3386954257,3997730,101491.0,33.76,0
3387958715,3387958706,3997730,101492.0,33.75,0
3388953006,3388952997,3997730,101496.0,33.739998,0
3389957731,3389957722,3997730,101496.0,33.73,0
3390942437,3390942428,3997730,101491.0,33.719997,0
3391947192,3391947183,3997730,101493.0,33.719997,0
3392951533,3392951524,3997730,101492.0,33.71,0
3393956256,3393956247,3997730,101492.0,33.7,0
3394960605,3394960596,3997730,101491.0,33.69,0
3395954926,3395954917,3997730,101491.0,33.69,0
3396959491,3396959482,3997730,101491.0,33.68,0
3397954006,3397953996,3997730,101495.0,33.67,0
3398958711,3398958624,3997730,101491.0,33.67,0
3399943254,3399943245,3997730,101490.0,33.66,0
3400947866,3400947855,3997730,101493.0,33.649998,0
3401952254,3401952244,3997730,101488.0,33.649998,0
3402957128,3402957119,3997730,101489.0,33.64,0
3403951612,3403951603,3997730,101492.0,33.64,0
3404956250,3404956241,3997730,101492.0,33.63,0
3405960740,3405960731,3997730,101488.0,33.63,0
3406955557,3406955548,3997730,101495.0,33.63,0
3407960054,3407960045,3997730,101485.0,33.62,0
3408944483,3408944475,3997730,101479.0,33.62,0
3409949284,3409949275,3997730,101478.0,33.61,0
3410953708,3410953699,3997730,101479.0,33.61,0
3411958397,3411958389,3997730,101482.0,33.6,0
3412952686,3412952677,3997730,101480.0,33.6,0
3413957004,3413956995,3997730,101477.0,33.59,0
3414951730,3414951721,3997730,101481.0,33.579998,0
3415956537,3415956528,3997730,101479.0,33.57,0
3416940820,3416940811,3997730,101477.0,33.559998,0
3417945194,3417945185,3997730,101479.0,33.55,0
3418949995,3418949987,3997730,101482.0,33.55,0
3419954584,3419954575,3997730,101481.0,33.53,0
3420949255,3420949246,3997730,101484.0,33.53,0
3421953507,3421953498,3997730,101479.0,33.52,0
3422957994,3422957966,3997730,101485.0,33.52,0
3423952650,3423952641,3997730,101483.0,33.5,0
3424957028,3424957018,3997730,101479.0,33.5,0
3425941604,3425941595,3997730,101478.0,33.5,0
3426946129,3426946119,3997730,101478.0,33.489998,0
3427950616,3427950607,3997730,101479.0,33.489998,0
3428955417,3428955379,3997730,101479.0,33.48,0
3429959873,3429959865,3997730,101477.0,33.48,0
3430954410,3430954400,3997730,101479.0,33.469997,0
3431959044,3431959036,3997730,101482.0,33.469997,0
3432953616,3432953573,3997730,101488.0,33.46,0
3433958007,3433957997,3997730,101482.0,33.46,0
3434942673,3434942665,3997730,101483.0,33.46,0
3435947318,3435947310,3997730,101478.0,33.45,0
3436951907,3436951716,3997730,101475.0,33.45,0
3437956351,3437956341,3997730,101478.0,33.44,0
3438950877,3438950868,3997730,101478.0,33.44,0
3439955423,3439955414,3997730,101478.0,33.44,0
3440959914,3440959903,3997730,101480.0,33.44,0
