timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
3060088495,-0.12807591,0.0,0.0,0.0,0.019516436,0.0,0.0,0.0,0.1520881,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3060288494,-0.12802927,0.0,0.0,0.0,0.01948702,0.0,0.0,0.0,0.1520761,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3060488496,-0.12798697,0.0,0.0,0.0,0.019487336,0.0,0.0,0.0,0.15206897,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3060688495,-0.12793759,0.0,0.0,0.0,0.019489253,0.0,0.0,0.0,0.15202036,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3060908495,-0.12796868,0.0,0.0,0.0,0.019431021,0.0,0.0,0.0,0.152018,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3061088574,-0.12789583,0.0,0.0,0.0,0.019401869,0.0,0.0,0.0,0.15200283,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3061268940,-0.12788193,0.0,0.0,0.0,0.019388715,0.0,0.0,0.0,0.15200897,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3061488523,-0.12779933,0.0,0.0,0.0,0.019466266,0.0,0.0,0.0,0.15198731,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3061688497,-0.127785,0.0,0.0,0.0,0.019458218,0.0,0.0,0.0,0.15195091,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3061888495,-0.12762612,0.0,0.0,0.0,0.019452868,0.0,0.0,0.0,0.15193886,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3062088495,-0.12774153,0.0,0.0,0.0,0.019469617,0.0,0.0,0.0,0.15192698,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3062308495,-0.1278149,0.0,0.0,0.0,0.019490546,0.0,0.0,0.0,0.15183151,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3062488553,-0.12770665,0.0,0.0,0.0,0.019493438,0.0,0.0,0.0,0.15184636,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3062688524,-0.1276997,0.0,0.0,0.0,0.019524442,0.0,0.0,0.0,0.15183173,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3062868508,-0.12766549,0.0,0.0,0.0,0.019551786,0.0,0.0,0.0,0.15180781,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3063088527,-0.12761611,0.0,0.0,0.0,0.0195244,0.0,0.0,0.0,0.15177038,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3063288495,-0.12770435,0.0,0.0,0.0,0.019506747,0.0,0.0,0.0,0.15175535,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3063488510,-0.12767592,0.0,0.0,0.0,0.019483764,0.0,0.0,0.0,0.15179884,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3063708658,-0.12762164,0.0,0.0,0.0,0.019449526,0.0,0.0,0.0,0.15173492,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3063888495,-0.12773795,0.0,0.0,0.0,0.019472703,0.0,0.0,0.0,0.1517843,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3064088495,-0.12770756,0.0,0.0,0.0,0.019472642,0.0,0.0,0.0,0.15173592,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3064288495,-0.12779984,0.0,0.0,0.0,0.019492598,0.0,0.0,0.0,0.15172882,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3064468497,-0.12786542,0.0,0.0,0.0,0.01946505,0.0,0.0,0.0,0.15174462,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3064688497,-0.12780865,0.0,0.0,0.0,0.019481758,0.0,0.0,0.0,0.15168495,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3064888496,-0.12768687,0.0,0.0,0.0,0.019442895,0.0,0.0,0.0,0.15160456,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3065108573,-0.12767787,0.0,0.0,0.0,0.019448485,0.0,0.0,0.0,0.15159321,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3065288494,-0.12767872,0.0,0.0,0.0,0.019452153,0.0,0.0,0.0,0.15160055,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3065488494,-0.12770754,0.0,0.0,0.0,0.019466514,0.0,0.0,0.0,0.15163034,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3065688495,-0.12766196,0.0,0.0,0.0,0.01944716,0.0,0.0,0.0,0.1515604,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3065888495,-0.12764138,0.0,0.0,0.0,0.019439377,0.0,0.0,0.0,0.15154313,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3066068516,-0.12757984,0.0,0.0,0.0,0.019416118,0.0,0.0,0.0,0.15151599,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3066289603,-0.12757874,0.0,0.0,0.0,0.019430041,0.0,0.0,0.0,0.1515258,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3066489560,-0.12753971,0.0,0.0,0.0,0.019435748,0.0,0.0,0.0,0.1514421,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3066689014,-0.12745729,0.0,0.0,0.0,0.019446261,0.0,0.0,0.0,0.151439,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3066888725,-0.12748154,0.0,0.0,0.0,0.01943216,0.0,0.0,0.0,0.15144753,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3067088585,-0.12747978,0.0,0.0,0.0,0.019405052,0.0,0.0,0.0,0.15146111,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3067288496,-0.127426,0.0,0.0,0.0,0.01940058,0.0,0.0,0.0,0.15142487,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3067488498,-0.12746643,0.0,0.0,0.0,0.019411402,0.0,0.0,0.0,0.1514319,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3067668542,-0.1274483,0.0,0.0,0.0,0.019450357,0.0,0.0,0.0,0.15141635,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3067908497,-0.12746337,0.0,0.0,0.0,0.019478448,0.0,0.0,0.0,0.15144138,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3068088511,-0.12741481,0.0,0.0,0.0,0.019475043,0.0,0.0,0.0,0.15143579,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3068288494,-0.12736483,0.0,0.0,0.0,0.019485379,0.0,0.0,0.0,0.15140793,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3068488494,-0.12732127,0.0,0.0,0.0,0.019491298,0.0,0.0,0.0,0.15139368,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3068688608,-0.1274451,0.0,0.0,0.0,0.019564917,0.0,0.0,0.0,0.15143868,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3068888665,-0.12746966,0.0,0.0,0.0,0.019565832,0.0,0.0,0.0,0.1515201,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3069088570,-0.12759142,0.0,0.0,0.0,0.019582577,0.0,0.0,0.0,0.15156479,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3069308494,-0.12766069,0.0,0.0,0.0,0.019595074,0.0,0.0,0.0,0.15160136,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3069488495,-0.1276656,0.0,0.0,0.0,0.019612914,0.0,0.0,0.0,0.15160322,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3069688494,-0.12776215,0.0,0.0,0.0,0.019650038,0.0,0.0,0.0,0.15165868,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3069888494,-0.12777321,0.0,0.0,0.0,0.019617222,0.0,0.0,0.0,0.15165314,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3070088495,-0.12775323,0.0,0.0,0.0,0.019571668,0.0,0.0,0.0,0.15164213,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3070288657,-0.12772799,0.0,0.0,0.0,0.019600458,0.0,0.0,0.0,0.15155113,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3070488496,-0.127708,0.0,0.0,0.0,0.019609692,0.0,0.0,0.0,0.15158522,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3070708496,-0.12773718,0.0,0.0,0.0,0.019615065,0.0,0.0,0.0,0.15164565,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3070868526,-0.12768997,0.0,0.0,0.0,0.019570159,0.0,0.0,0.0,0.15164067,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3071088497,-0.12768126,0.0,0.0,0.0,0.019588185,0.0,0.0,0.0,0.15164043,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3071288505,-0.12760603,0.0,0.0,0.0,0.01955642,0.0,0.0,0.0,0.1516235,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3071488934,-0.12761857,0.0,0.0,0.0,0.019564591,0.0,0.0,0.0,0.15161516,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3071688670,-0.12765755,0.0,0.0,0.0,0.019580087,0.0,0.0,0.0,0.15163249,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3071888737,-0.12768888,0.0,0.0,0.0,0.019577045,0.0,0.0,0.0,0.1516358,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3072108494,-0.1276616,0.0,0.0,0.0,0.019580841,0.0,0.0,0.0,0.15161584,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3072288496,-0.1276652,0.0,0.0,0.0,0.019589074,0.0,0.0,0.0,0.15161602,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3072468510,-0.12766366,0.0,0.0,0.0,0.019512068,0.0,0.0,0.0,0.15159827,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3072688495,-0.12758856,0.0,0.0,0.0,0.0195154,0.0,0.0,0.0,0.1515413,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3072888531,-0.12759624,0.0,0.0,0.0,0.019546825,0.0,0.0,0.0,0.15154788,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3073088497,-0.12762545,0.0,0.0,0.0,0.019513048,0.0,0.0,0.0,0.15155882,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3073288496,-0.1276186,0.0,0.0,0.0,0.019500226,0.0,0.0,0.0,0.15158555,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3073508497,-0.12733999,0.0,0.0,0.0,0.019499272,0.0,0.0,0.0,0.15155031,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3073688496,-0.12750371,0.0,0.0,0.0,0.019479021,0.0,0.0,0.0,0.15148051,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3073888499,-0.12765759,0.0,0.0,0.0,0.019458266,0.0,0.0,0.0,0.15161674,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3074068668,-0.1276349,0.0,0.0,0.0,0.019451309,0.0,0.0,0.0,0.15159564,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3074288496,-0.12766647,0.0,0.0,0.0,0.01950051,0.0,0.0,0.0,0.15158607,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3074488495,-0.12767373,0.0,0.0,0.0,0.019515246,0.0,0.0,0.0,0.15159197,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3074688495,-0.12762581,0.0,0.0,0.0,0.019505937,0.0,0.0,0.0,0.15158172,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3074888494,-0.1275845,0.0,0.0,0.0,0.019453628,0.0,0.0,0.0,0.15157863,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3075088495,-0.12758735,0.0,0.0,0.0,0.019448755,0.0,0.0,0.0,0.15157089,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3075288494,-0.12758404,0.0,0.0,0.0,0.019439075,0.0,0.0,0.0,0.15156169,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3075488527,-0.12763521,0.0,0.0,0.0,0.019448834,0.0,0.0,0.0,0.15161711,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3075668572,-0.12767734,0.0,0.0,0.0,0.01942501,0.0,0.0,0.0,0.15161769,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3075888504,-0.1276013,0.0,0.0,0.0,0.019478714,0.0,0.0,0.0,0.15156426,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3076088569,-0.12762693,0.0,0.0,0.0,0.019464264,0.0,0.0,0.0,0.15157437,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3076308494,-0.12762563,0.0,0.0,0.0,0.019348716,0.0,0.0,0.0,0.15159231,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3076488505,-0.12758769,0.0,0.0,0.0,0.019352678,0.0,0.0,0.0,0.1515674,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3076689610,-0.12763375,0.0,0.0,0.0,0.019351609,0.0,0.0,0.0,0.15157528,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3076889304,-0.12761243,0.0,0.0,0.0,0.019336851,0.0,0.0,0.0,0.15157266,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3077089533,-0.12753214,0.0,0.0,0.0,0.019318493,0.0,0.0,0.0,0.15156932,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3077289096,-0.12752609,0.0,0.0,0.0,0.019344615,0.0,0.0,0.0,0.15154755,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3077488711,-0.12749015,0.0,0.0,0.0,0.019325545,0.0,0.0,0.0,0.1515096,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3077708496,-0.12750544,0.0,0.0,0.0,0.01933922,0.0,0.0,0.0,0.15152399,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3077888495,-0.1275406,0.0,0.0,0.0,0.019300943,0.0,0.0,0.0,0.15158264,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3078088550,-0.12755337,0.0,0.0,0.0,0.019336669,0.0,0.0,0.0,0.15158474,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3078288495,-0.12752587,0.0,0.0,0.0,0.019361638,0.0,0.0,0.0,0.15155393,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3078488496,-0.12753353,0.0,0.0,0.0,0.019320449,0.0,0.0,0.0,0.15148911,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3078688496,-0.12757854,0.0,0.0,0.0,0.019321345,0.0,0.0,0.0,0.15149431,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3078888499,-0.12758292,0.0,0.0,0.0,0.019353814,0.0,0.0,0.0,0.15151404,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3079108496,-0.12765205,0.0,0.0,0.0,0.019399263,0.0,0.0,0.0,0.15155464,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3079288693,-0.12767737,0.0,0.0,0.0,0.019452455,0.0,0.0,0.0,0.15157603,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3079488568,-0.12763728,0.0,0.0,0.0,0.01944662,0.0,0.0,0.0,0.15152659,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3079688514,-0.12758182,0.0,0.0,0.0,0.019455966,0.0,0.0,0.0,0.15148008,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3079888495,-0.12761852,0.0,0.0,0.0,0.01945193,0.0,0.0,0.0,0.15150262,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3080088496,-0.12764229,0.0,0.0,0.0,0.019444885,0.0,0.0,0.0,0.15151119,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3080288524,-0.1276999,0.0,0.0,0.0,0.019441476,0.0,0.0,0.0,0.15152794,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3080488494,-0.12774318,0.0,0.0,0.0,0.019409826,0.0,0.0,0.0,0.15154018,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3080688538,-0.12776531,0.0,0.0,0.0,0.019389268,0.0,0.0,0.0,0.15160716,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3080888495,-0.12768821,0.0,0.0,0.0,0.01936183,0.0,0.0,0.0,0.15159033,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3081088494,-0.12766105,0.0,0.0,0.0,0.019351505,0.0,0.0,0.0,0.15158145,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3081288496,-0.12763403,0.0,0.0,0.0,0.01929694,0.0,0.0,0.0,0.15151739,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3081488496,-0.12770304,0.0,0.0,0.0,0.019285617,0.0,0.0,0.0,0.15153849,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3081688513,-0.12775123,0.0,0.0,0.0,0.019284256,0.0,0.0,0.0,0.15154994,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3081888973,-0.12777819,0.0,0.0,0.0,0.019293133,0.0,0.0,0.0,0.15156099,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3082088947,-0.12774628,0.0,0.0,0.0,0.019277278,0.0,0.0,0.0,0.15153487,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3082288570,-0.12772642,0.0,0.0,0.0,0.019298805,0.0,0.0,0.0,0.15151983,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3082488493,-0.12771674,0.0,0.0,0.0,0.019297872,0.0,0.0,0.0,0.15153132,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3082688495,-0.12782988,0.0,0.0,0.0,0.019345565,0.0,0.0,0.0,0.15155122,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3082888496,-0.12790528,0.0,0.0,0.0,0.019353975,0.0,0.0,0.0,0.15156959,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3083088496,-0.12792416,0.0,0.0,0.0,0.019381367,0.0,0.0,0.0,0.15158203,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3083308559,-0.12789561,0.0,0.0,0.0,0.019390235,0.0,0.0,0.0,0.151572,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3083488638,-0.12789729,0.0,0.0,0.0,0.019415665,0.0,0.0,0.0,0.15150832,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3083668576,-0.127925,0.0,0.0,0.0,0.019430092,0.0,0.0,0.0,0.15149637,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3083888495,-0.12794395,0.0,0.0,0.0,0.01942069,0.0,0.0,0.0,0.15148781,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3084088506,-0.12791178,0.0,0.0,0.0,0.019430853,0.0,0.0,0.0,0.15149643,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3084288514,-0.12789774,0.0,0.0,0.0,0.019471461,0.0,0.0,0.0,0.1514944,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3084488709,-0.12787975,0.0,0.0,0.0,0.019502757,0.0,0.0,0.0,0.15148732,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3084708496,-0.12784569,0.0,0.0,0.0,0.019476186,0.0,0.0,0.0,0.15146916,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3084888496,-0.12787786,0.0,0.0,0.0,0.019451253,0.0,0.0,0.0,0.15148139,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3085088496,-0.12792677,0.0,0.0,0.0,0.019458102,0.0,0.0,0.0,0.15147974,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3085268495,-0.12797172,0.0,0.0,0.0,0.019489381,0.0,0.0,0.0,0.15150376,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3085488494,-0.1279942,0.0,0.0,0.0,0.019508861,0.0,0.0,0.0,0.15153591,0.0,0.0,0.0,1,0,0,0,1,0,0,0
3085688506,-0.12800905,0.0,0.0,0.0,0.019519482,0.0,0.0,0.0,0.15153226,0.0,0.0,0.0,1,0,0,0,1,0,0,0
