timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
3069207001,3069206699,0.0,0.0020000015,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
3069308149,3069307852,1.5166505e-12,0.0019999985,1.7018158e-09,0.0020000013,nan,nan,nan,nan,nan,nan,nan,nan,0
3069406821,3069406509,1.8658246e-09,0.0020000022,5.686226e-12,0.0019999966,nan,nan,nan,nan,nan,nan,nan,nan,0
3069508041,3069507660,2.0665862e-10,0.0020000006,2.1720772e-12,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
3069605362,3069605067,1.9254698e-09,0.0020000022,4.9674457e-12,0.0019999966,nan,nan,nan,nan,nan,nan,nan,nan,0
3069707764,3069707468,7.659541e-10,0.0020000003,2.6487007e-12,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
3069805177,3069804874,2.079319e-10,0.0020000006,1.535435e-12,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
3069906331,3069906027,5.854457e-10,0.0020000003,1.9534491e-12,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
3070004979,3070004682,0.0,0.0020000006,0.0,0.0020000006,nan,nan,nan,nan,nan,nan,nan,nan,0
3070106137,3070105835,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
3070207288,3070206988,1.5539411e-09,0.002000002,6.4742916e-13,0.0019999968,nan,nan,nan,nan,nan,nan,nan,nan,0
3070306085,3070305643,4.0368886e-10,0.002,1.8823883e-12,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
3070407098,3070406796,3.5633237e-13,0.001999997,1.3631544e-09,0.0020000022,nan,nan,nan,nan,nan,nan,nan,nan,0
3070505758,3070505452,1.3458125e-09,0.0020000022,3.757849e-12,0.001999997,nan,nan,nan,nan,nan,nan,nan,nan,0
3070606900,3070606603,6.415263e-10,0.0020000003,6.6549466e-12,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
3070708053,3070707756,7.05576e-10,0.0020000003,3.7339238e-12,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
3070806708,3070806411,9.338262e-10,0.0020000003,6.024135e-12,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
3070907859,3070907564,0.0,0.0020000006,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
3071005313,3071004970,1.1601782e-09,0.0019999996,1.9875208e-12,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
3071107875,3071107378,0.0,0.0019999966,1.6225385e-09,0.0020000022,nan,nan,nan,nan,nan,nan,nan,nan,0
3071205082,3071204778,1.2247406e-09,0.0019999987,6.2911894e-13,0.002000001,nan,nan,nan,nan,nan,nan,nan,nan,0
3071307477,3071307180,8.6631224e-10,0.002,3.4013413e-12,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
3071408631,3071408333,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
3071506035,3071505739,0.0,0.0020000006,0.0,0.0020000006,nan,nan,nan,nan,nan,nan,nan,nan,0
3071608438,3071608141,1.5774725e-09,0.0019999982,1.1619096e-11,0.0020000006,nan,nan,nan,nan,nan,nan,nan,nan,0
3071705843,3071705547,1.6890772e-09,0.0019999985,1.5461696e-13,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
