timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
3051603532,-0.0,-0.0,-0.06347144,0.0,0.99949646,-0.0,0.0,-0.03173039,0.0,0.0,-0.001,0,0
3051654265,-0.0,-0.0,-0.06345021,0.0,0.9994968,-0.0,0.0,-0.031719785,0.0,0.0,-0.001,0,0
3051703295,-0.0,-0.0,-0.0634174,0.0,0.99949735,-0.0,0.0,-0.03170339,0.0,0.0,-0.001,0,0
3051754297,-0.0,-0.0,-0.0633951,0.0,0.99949765,-0.0,0.0,-0.031692244,0.0,0.0,-0.001,0,0
3051803256,-0.0,-0.0,-0.0634162,0.0,0.99949735,-0.0,0.0,-0.031702787,0.0,0.0,-0.001,0,0
3051854288,-0.0,-0.0,-0.063405596,0.0,0.99949753,-0.0,0.0,-0.031697486,0.0,0.0,-0.001,0,0
3051903152,-0.0,-0.0,-0.06343988,0.0,0.999497,-0.0,0.0,-0.031714626,0.0,0.0,-0.001,0,0
3051954123,-0.0,-0.0,-0.063480526,0.0,0.99949634,-0.0,0.0,-0.03173493,0.0,0.0,-0.001,0,0
3052003110,-0.0,-0.0,-0.06352043,0.0,0.9994957,-0.0,0.0,-0.031754877,0.0,0.0,-0.001,0,0
3052054073,-0.0,-0.0,-0.06355541,0.0,0.99949515,-0.0,0.0,-0.03177236,0.0,0.0,-0.001,0,0
3052102930,-0.0,-0.0,-0.063568525,0.0,0.99949497,-0.0,0.0,-0.031778917,0.0,0.0,-0.001,0,0
3052153939,-0.0,-0.0,-0.06360146,0.0,0.99949443,-0.0,0.0,-0.03179537,0.0,0.0,-0.001,0,0
3052202753,-0.0,-0.0,-0.06359515,0.0,0.9994945,-0.0,0.0,-0.03179222,0.0,0.0,-0.001,0,0
3052253719,-0.0,-0.0,-0.06357777,0.0,0.9994948,-0.0,0.0,-0.03178353,0.0,0.0,-0.001,0,0
3052302746,-0.0,-0.0,-0.06356308,0.0,0.999495,-0.0,0.0,-0.031776186,0.0,0.0,-0.001,0,0
3052353619,-0.0,-0.0,-0.06356428,0.0,0.99949497,-0.0,0.0,-0.03177679,0.0,0.0,-0.001,0,0
3052402612,-0.0,-0.0,-0.06355079,0.0,0.9994952,-0.0,0.0,-0.03177005,0.0,0.0,-0.001,0,0
3052453594,-0.0,-0.0,-0.06356171,0.0,0.999495,-0.0,0.0,-0.031775504,0.0,0.0,-0.001,0,0
3052502470,-0.0,-0.0,-0.063601345,0.0,0.99949443,-0.0,0.0,-0.031795315,0.0,0.0,-0.001,0,0
3052553404,-0.0,-0.0,-0.06363477,0.0,0.9994939,-0.0,0.0,-0.031812016,0.0,0.0,-0.001,0,0
3052602466,-0.0,-0.0,-0.06369235,0.0,0.999493,-0.0,0.0,-0.031840798,0.0,0.0,-0.001,0,0
3052653656,-0.0,-0.0,-0.063743696,0.0,0.99949217,-0.0,0.0,-0.031866454,0.0,0.0,-0.001,0,0
3052702264,-0.0,-0.0,-0.06374064,0.0,0.99949217,-0.0,0.0,-0.031864926,0.0,0.0,-0.001,0,0
3052753330,-0.0,-0.0,-0.063722186,0.0,0.9994925,-0.0,0.0,-0.031855702,0.0,0.0,-0.001,0,0
3052802229,-0.0,-0.0,-0.063665345,0.0,0.99949336,-0.0,0.0,-0.031827297,0.0,0.0,-0.001,0,0
3052853418,-0.0,-0.0,-0.06362775,0.0,0.999494,-0.0,0.0,-0.03180851,0.0,0.0,-0.001,0,0
3052902185,-0.0,-0.0,-0.06359424,0.0,0.9994945,-0.0,0.0,-0.03179176,0.0,0.0,-0.001,0,0
3052952022,-0.0,-0.0,-0.06359874,0.0,0.99949443,-0.0,0.0,-0.03179401,0.0,0.0,-0.001,0,0
3053003052,-0.0,-0.0,-0.06360174,0.0,0.9994944,-0.0,0.0,-0.031795513,0.0,0.0,-0.001,0,0
3053052022,-0.0,-0.0,-0.0636053,0.0,0.9994943,-0.0,0.0,-0.03179729,0.0,0.0,-0.001,0,0
3053102857,-0.0,-0.0,-0.0636418,0.0,0.9994938,-0.0,0.0,-0.031815536,0.0,0.0,-0.001,0,0
3053151774,-0.0,-0.0,-0.06367221,0.0,0.9994933,-0.0,0.0,-0.031830728,0.0,0.0,-0.001,0,0
3053202975,-0.0,-0.0,-0.06369912,0.0,0.9994928,-0.0,0.0,-0.031844176,0.0,0.0,-0.001,0,0
3053251670,-0.0,-0.0,-0.0637309,0.0,0.99949235,-0.0,0.0,-0.03186006,0.0,0.0,-0.001,0,0
3053302645,-0.0,-0.0,-0.06372936,0.0,0.99949235,-0.0,0.0,-0.03185929,0.0,0.0,-0.001,0,0
3053351621,-0.0,-0.0,-0.06371599,0.0,0.9994926,-0.0,0.0,-0.031852607,0.0,0.0,-0.001,0,0
3053402704,-0.0,-0.0,-0.06370087,0.0,0.9994928,-0.0,0.0,-0.03184505,0.0,0.0,-0.001,0,0
3053451590,-0.0,-0.0,-0.063653134,0.0,0.9994936,-0.0,0.0,-0.03182119,0.0,0.0,-0.001,0,0
3053502649,-0.0,-0.0,-0.063664615,0.0,0.9994934,-0.0,0.0,-0.03182693,0.0,0.0,-0.001,0,0
3053551496,-0.0,-0.0,-0.063662395,0.0,0.9994935,-0.0,0.0,-0.03182582,0.0,0.0,-0.001,0,0
3053602436,-0.0,-0.0,-0.06365286,0.0,0.9994936,-0.0,0.0,-0.031821057,0.0,0.0,-0.001,0,0
3053651372,-0.0,-0.0,-0.06367016,0.0,0.9994933,-0.0,0.0,-0.031829704,0.0,0.0,-0.001,0,0
3053702601,-0.0,-0.0,-0.06369706,0.0,0.9994929,-0.0,0.0,-0.031843152,0.0,0.0,-0.001,0,0
3053751259,-0.0,-0.0,-0.06375883,0.0,0.99949193,-0.0,0.0,-0.031874016,0.0,0.0,-0.001,0,0
3053802383,-0.0,-0.0,-0.06378925,0.0,0.9994914,-0.0,0.0,-0.03188922,0.0,0.0,-0.001,0,0
3053851158,-0.0,-0.0,-0.063809,0.0,0.9994911,-0.0,0.0,-0.031899083,0.0,0.0,-0.001,0,0
3053902294,-0.0,-0.0,-0.06384161,0.0,0.99949056,-0.0,0.0,-0.031915385,0.0,0.0,-0.001,0,0
3053951117,-0.0,-0.0,-0.063848555,0.0,0.9994905,-0.0,0.0,-0.031918854,0.0,0.0,-0.001,0,0
3054002032,-0.0,-0.0,-0.06383035,0.0,0.99949074,-0.0,0.0,-0.03190976,0.0,0.0,-0.001,0,0
3054050877,-0.0,-0.0,-0.06378505,0.0,0.99949145,-0.0,0.0,-0.031887118,0.0,0.0,-0.001,0,0
3054102008,-0.0,-0.0,-0.063757464,0.0,0.99949193,-0.0,0.0,-0.03187333,0.0,0.0,-0.001,0,0
3054150915,-0.0,-0.0,-0.06375199,0.0,0.999492,-0.0,0.0,-0.031870596,0.0,0.0,-0.001,0,0
3054201892,-0.0,-0.0,-0.0637472,0.0,0.9994921,-0.0,0.0,-0.031868204,0.0,0.0,-0.001,0,0
3054250779,-0.0,-0.0,-0.06377588,0.0,0.99949163,-0.0,0.0,-0.031882536,0.0,0.0,-0.001,0,0
3054301761,-0.0,-0.0,-0.06381361,0.0,0.99949104,-0.0,0.0,-0.031901393,0.0,0.0,-0.001,0,0
3054350656,-0.0,-0.0,-0.06385965,0.0,0.9994903,-0.0,0.0,-0.0319244,0.0,0.0,-0.001,0,0
3054401667,-0.0,-0.0,-0.063911974,0.0,0.9994895,-0.0,0.0,-0.031950552,0.0,0.0,-0.001,0,0
3054450631,-0.0,-0.0,-0.063955,0.0,0.9994888,-0.0,0.0,-0.031972058,0.0,0.0,-0.001,0,0
3054501691,-0.0,-0.0,-0.06398873,0.0,0.99948823,-0.0,0.0,-0.031988904,0.0,0.0,-0.001,0,0
3054550549,-0.0,-0.0,-0.06400464,0.0,0.999488,-0.0,0.0,-0.031996854,0.0,0.0,-0.001,0,0
3054601529,-0.0,-0.0,-0.06400561,0.0,0.99948794,-0.0,0.0,-0.031997345,0.0,0.0,-0.001,0,0
3054650471,-0.0,-0.0,-0.06401138,0.0,0.9994879,-0.0,0.0,-0.032000225,0.0,0.0,-0.001,0,0
3054701406,-0.0,-0.0,-0.06400859,0.0,0.99948794,-0.0,0.0,-0.031998836,0.0,0.0,-0.001,0,0
3054750423,-0.0,-0.0,-0.06405617,0.0,0.99948716,-0.0,0.0,-0.032022607,0.0,0.0,-0.001,0,0
3054801286,-0.0,-0.0,-0.0640917,0.0,0.99948657,-0.0,0.0,-0.032040365,0.0,0.0,-0.001,0,0
3054850125,-0.0,-0.0,-0.06415504,0.0,0.9994856,-0.0,0.0,-0.03207202,0.0,0.0,-0.001,0,0
3054901227,-0.0,-0.0,-0.06419188,0.0,0.99948496,-0.0,0.0,-0.03209043,0.0,0.0,-0.001,0,0
3054950341,-0.0,-0.0,-0.064247675,0.0,0.99948406,-0.0,0.0,-0.032118313,0.0,0.0,-0.001,0,0
3055001198,-0.0,-0.0,-0.06426924,0.0,0.99948376,-0.0,0.0,-0.03212909,0.0,0.0,-0.001,0,0
3055050098,-0.0,-0.0,-0.064234845,0.0,0.9994843,-0.0,0.0,-0.032111898,0.0,0.0,-0.001,0,0
3055101081,-0.0,-0.0,-0.06421094,0.0,0.9994847,-0.0,0.0,-0.032099955,0.0,0.0,-0.001,0,0
3055149972,-0.0,-0.0,-0.064214654,0.0,0.99948466,-0.0,0.0,-0.032101814,0.0,0.0,-0.001,0,0
3055200918,-0.0,-0.0,-0.064202,0.0,0.99948484,-0.0,0.0,-0.03209549,0.0,0.0,-0.001,0,0
3055249820,-0.0,-0.0,-0.06421377,0.0,0.9994846,-0.0,0.0,-0.03210137,0.0,0.0,-0.001,0,0
3055300775,-0.0,-0.0,-0.064218625,0.0,0.99948454,-0.0,0.0,-0.032103796,0.0,0.0,-0.001,0,0
3055349707,-0.0,-0.0,-0.06425426,0.0,0.999484,-0.0,0.0,-0.032121606,0.0,0.0,-0.001,0,0
3055400642,-0.0,-0.0,-0.064290784,0.0,0.9994834,-0.0,0.0,-0.032139856,0.0,0.0,-0.001,0,0
3055449638,-0.0,-0.0,-0.06432555,0.0,0.9994828,-0.0,0.0,-0.032157235,0.0,0.0,-0.001,0,0
3055500537,-0.0,-0.0,-0.064298235,0.0,0.9994833,-0.0,0.0,-0.03214358,0.0,0.0,-0.001,0,0
3055549507,-0.0,-0.0,-0.06426806,0.0,0.99948376,-0.0,0.0,-0.032128505,0.0,0.0,-0.001,0,0
3055600504,-0.0,-0.0,-0.06422995,0.0,0.99948436,-0.0,0.0,-0.032109458,0.0,0.0,-0.001,0,0
3055660553,-0.0,-0.0,-0.06417099,0.0,0.9994853,-0.0,0.0,-0.03207999,0.0,0.0,-0.001,0,0
3055700685,-0.0,-0.0,-0.06415209,0.0,0.9994856,-0.0,0.0,-0.032070544,0.0,0.0,-0.001,0,0
3055749388,-0.0,-0.0,-0.06414234,0.0,0.9994858,-0.0,0.0,-0.03206567,0.0,0.0,-0.001,0,0
3055800671,-0.0,-0.0,-0.06415269,0.0,0.9994856,-0.0,0.0,-0.03207084,0.0,0.0,-0.001,0,0
3055849322,-0.0,-0.0,-0.06416704,0.0,0.9994854,-0.0,0.0,-0.032078017,0.0,0.0,-0.001,0,0
3055900283,-0.0,-0.0,-0.064192474,0.0,0.99948496,-0.0,0.0,-0.032090727,0.0,0.0,-0.001,0,0
3055949208,-0.0,-0.0,-0.064220294,0.0,0.99948454,-0.0,0.0,-0.032104626,0.0,0.0,-0.001,0,0
3056009264,-0.0,-0.0,-0.0642702,0.0,0.99948376,-0.0,0.0,-0.03212957,0.0,0.0,-0.001,0,0
3056049115,-0.0,-0.0,-0.06429864,0.0,0.9994833,-0.0,0.0,-0.032143783,0.0,0.0,-0.001,0,0
3056100127,-0.0,-0.0,-0.06432777,0.0,0.9994828,-0.0,0.0,-0.03215834,0.0,0.0,-0.001,0,0
3056149044,-0.0,-0.0,-0.0643292,0.0,0.99948275,-0.0,0.0,-0.032159057,0.0,0.0,-0.001,0,0
3056209004,-0.0,-0.0,-0.064349376,0.0,0.99948245,-0.0,0.0,-0.032169137,0.0,0.0,-0.001,0,0
3056248874,-0.0,-0.0,-0.06434451,0.0,0.9994826,-0.0,0.0,-0.03216671,0.0,0.0,-0.001,0,0
3056299831,-0.0,-0.0,-0.06434267,0.0,0.9994826,-0.0,0.0,-0.032165788,0.0,0.0,-0.001,0,0
3056359723,-0.0,-0.0,-0.064359955,0.0,0.9994823,-0.0,0.0,-0.032174423,0.0,0.0,-0.001,0,0
3056399787,-0.0,-0.0,-0.064371,0.0,0.9994821,-0.0,0.0,-0.032179944,0.0,0.0,-0.001,0,0
3056448860,-0.0,-0.0,-0.06439812,0.0,0.9994817,-0.0,0.0,-0.032193497,0.0,0.0,-0.001,0,0
3056499887,-0.0,-0.0,-0.06440853,0.0,0.9994815,-0.0,0.0,-0.0321987,0.0,0.0,-0.001,0,0
3056559673,-0.0,-0.0,-0.06445144,0.0,0.9994808,-0.0,0.0,-0.032220144,0.0,0.0,-0.001,0,0
3056599640,-0.0,-0.0,-0.06448016,0.0,0.99948037,-0.0,0.0,-0.032234494,0.0,0.0,-0.001,0,0
3056648520,-0.0,-0.0,-0.064492896,0.0,0.9994801,-0.0,0.0,-0.032240856,0.0,0.0,-0.001,0,0
3056708494,-0.0,-0.0,-0.06450245,0.0,0.99948,-0.0,0.0,-0.032245636,0.0,0.0,-0.001,0,0
3056759427,-0.0,-0.0,-0.0644705,0.0,0.99948055,-0.0,0.0,-0.03222967,0.0,0.0,-0.001,0,0
3056799419,-0.0,-0.0,-0.064444885,0.0,0.9994809,-0.0,0.0,-0.032216866,0.0,0.0,-0.001,0,0
3056848513,-0.0,-0.0,-0.064404726,0.0,0.99948156,-0.0,0.0,-0.0321968,0.0,0.0,-0.001,0,0
3056908195,-0.0,-0.0,-0.06435169,0.0,0.9994824,-0.0,0.0,-0.032170296,0.0,0.0,-0.001,0,0
3056948243,-0.0,-0.0,-0.06435504,0.0,0.99948233,-0.0,0.0,-0.03217197,0.0,0.0,-0.001,0,0
3056999166,-0.0,-0.0,-0.06437538,0.0,0.99948204,-0.0,0.0,-0.03218213,0.0,0.0,-0.001,0,0
3057059232,-0.0,-0.0,-0.06440136,0.0,0.9994816,-0.0,0.0,-0.032195114,0.0,0.0,-0.001,0,0
3057108037,-0.0,-0.0,-0.06443772,0.0,0.999481,-0.0,0.0,-0.032213286,0.0,0.0,-0.001,0,0
3057147974,-0.0,-0.0,-0.064475015,0.0,0.9994804,-0.0,0.0,-0.032231927,0.0,0.0,-0.001,0,0
3057199028,-0.0,-0.0,-0.06450788,0.0,0.9994799,-0.0,0.0,-0.032248348,0.0,0.0,-0.001,0,0
3057259203,-0.0,-0.0,-0.064573124,0.0,0.9994789,-0.0,0.0,-0.032280955,0.0,0.0,-0.001,0,0
3057307898,-0.0,-0.0,-0.06461717,0.0,0.99947816,-0.0,0.0,-0.032302964,0.0,0.0,-0.001,0,0
3057347871,-0.0,-0.0,-0.064636245,0.0,0.9994778,-0.0,0.0,-0.0323125,0.0,0.0,-0.001,0,0
3057407740,-0.0,-0.0,-0.064692505,0.0,0.9994769,-0.0,0.0,-0.032340612,0.0,0.0,-0.001,0,0
3057458887,-0.0,-0.0,-0.06470011,0.0,0.9994768,-0.0,0.0,-0.032344412,0.0,0.0,-0.001,0,0
3057498678,-0.0,-0.0,-0.06470096,0.0,0.9994768,-0.0,0.0,-0.032344837,0.0,0.0,-0.001,0,0
3057547678,-0.0,-0.0,-0.06473906,0.0,0.9994762,-0.0,0.0,-0.03236388,0.0,0.0,-0.001,0,0
3057607667,-0.0,-0.0,-0.06476132,0.0,0.9994758,-0.0,0.0,-0.032375,0.0,0.0,-0.001,0,0
3057658560,-0.0,-0.0,-0.06477282,0.0,0.9994756,-0.0,0.0,-0.032380752,0.0,0.0,-0.001,0,0
3057698430,-0.0,-0.0,-0.06481524,0.0,0.99947494,-0.0,0.0,-0.03240195,0.0,0.0,-0.001,0,0
3057758481,-0.0,-0.0,-0.06483061,0.0,0.9994747,-0.0,0.0,-0.032409627,0.0,0.0,-0.001,0,0
3057807377,-0.0,-0.0,-0.0648669,0.0,0.9994741,-0.0,0.0,-0.032427765,0.0,0.0,-0.001,0,0
3057858354,-0.0,-0.0,-0.06487132,0.0,0.99947405,-0.0,0.0,-0.032429967,0.0,0.0,-0.001,0,0
3057898600,-0.0,-0.0,-0.06484704,0.0,0.9994744,-0.0,0.0,-0.032417838,0.0,0.0,-0.001,0,0
3057958302,-0.0,-0.0,-0.06480695,0.0,0.99947506,-0.0,0.0,-0.032397807,0.0,0.0,-0.001,0,0
3058007274,-0.0,-0.0,-0.0647837,0.0,0.9994754,-0.0,0.0,-0.032386187,0.0,0.0,-0.001,0,0
3058047295,-0.0,-0.0,-0.06478652,0.0,0.9994754,-0.0,0.0,-0.032387596,0.0,0.0,-0.001,0,0
3058107382,-0.0,-0.0,-0.06477357,0.0,0.9994756,-0.0,0.0,-0.03238112,0.0,0.0,-0.001,0,0
3058158219,-0.0,-0.0,-0.06475852,0.0,0.9994759,-0.0,0.0,-0.032373607,0.0,0.0,-0.001,0,0
3058207111,-0.0,-0.0,-0.06477842,0.0,0.99947554,-0.0,0.0,-0.032383546,0.0,0.0,-0.001,0,0
3058247118,-0.0,-0.0,-0.064801864,0.0,0.9994751,-0.0,0.0,-0.032395262,0.0,0.0,-0.001,0,0
3058307094,-0.0,-0.0,-0.06479566,0.0,0.99947524,-0.0,0.0,-0.03239216,0.0,0.0,-0.001,0,0
3058358019,-0.0,-0.0,-0.06480867,0.0,0.99947506,-0.0,0.0,-0.032398663,0.0,0.0,-0.001,0,0
3058406866,-0.0,-0.0,-0.06481033,0.0,0.999475,-0.0,0.0,-0.032399494,0.0,0.0,-0.001,0,0
3058457894,-0.0,-0.0,-0.06480668,0.0,0.99947506,-0.0,0.0,-0.03239767,0.0,0.0,-0.001,0,0
3058506881,-0.0,-0.0,-0.06481257,0.0,0.999475,-0.0,0.0,-0.03240061,0.0,0.0,-0.001,0,0
3058557769,-0.0,-0.0,-0.06479612,0.0,0.99947524,-0.0,0.0,-0.032392398,0.0,0.0,-0.001,0,0
3058597697,-0.0,-0.0,-0.06478084,0.0,0.9994755,-0.0,0.0,-0.032384753,0.0,0.0,-0.001,0,0
3058657562,-0.0,-0.0,-0.06475976,0.0,0.99947584,-0.0,0.0,-0.03237422,0.0,0.0,-0.001,0,0
3058706502,-0.0,-0.0,-0.064763226,0.0,0.9994758,-0.0,0.0,-0.032375954,0.0,0.0,-0.001,0,0
3058757583,-0.0,-0.0,-0.064792834,0.0,0.9994753,-0.0,0.0,-0.03239075,0.0,0.0,-0.001,0,0
3058806565,-0.0,-0.0,-0.06481783,0.0,0.9994749,-0.0,0.0,-0.03240324,0.0,0.0,-0.001,0,0
3058857576,-0.0,-0.0,-0.06487338,0.0,0.999474,-0.0,0.0,-0.032431003,0.0,0.0,-0.001,0,0
3058906335,-0.0,-0.0,-0.06493131,0.0,0.9994731,-0.0,0.0,-0.032459952,0.0,0.0,-0.001,0,0
3058957336,-0.0,-0.0,-0.06495564,0.0,0.9994727,-0.0,0.0,-0.03247211,0.0,0.0,-0.001,0,0
3059006326,-0.0,-0.0,-0.06499137,0.0,0.9994721,-0.0,0.0,-0.032489963,0.0,0.0,-0.001,0,0
3059057264,-0.0,-0.0,-0.064982355,0.0,0.9994722,-0.0,0.0,-0.032485463,0.0,0.0,-0.001,0,0
3059106147,-0.0,-0.0,-0.06496093,0.0,0.99947256,-0.0,0.0,-0.032474753,0.0,0.0,-0.001,0,0
3059157452,-0.0,-0.0,-0.06492423,0.0,0.99947315,-0.0,0.0,-0.032456413,0.0,0.0,-0.001,0,0
3059206053,-0.0,-0.0,-0.06492355,0.0,0.99947315,-0.0,0.0,-0.032456074,0.0,0.0,-0.001,0,0
3059257221,-0.0,-0.0,-0.06492732,0.0,0.9994731,-0.0,0.0,-0.03245796,0.0,0.0,-0.001,0,0
3059305885,-0.0,-0.0,-0.06494055,0.0,0.9994729,-0.0,0.0,-0.032464575,0.0,0.0,-0.001,0,0
3059356961,-0.0,-0.0,-0.06497842,0.0,0.99947226,-0.0,0.0,-0.032483492,0.0,0.0,-0.001,0,0
3059405722,-0.0,-0.0,-0.06500245,0.0,0.9994719,-0.0,0.0,-0.032495502,0.0,0.0,-0.001,0,0
3059456730,-0.0,-0.0,-0.06501358,0.0,0.9994717,-0.0,0.0,-0.032501064,0.0,0.0,-0.001,0,0
3059505713,-0.0,-0.0,-0.06494647,0.0,0.9994728,-0.0,0.0,-0.03246753,0.0,0.0,-0.001,0,0
3059556775,-0.0,-0.0,-0.064881586,0.0,0.99947387,-0.0,0.0,-0.032435104,0.0,0.0,-0.001,0,0
3059605657,-0.0,-0.0,-0.06480963,0.0,0.999475,-0.0,0.0,-0.032399144,0.0,0.0,-0.001,0,0
3059656610,-0.0,-0.0,-0.06474469,0.0,0.9994761,-0.0,0.0,-0.032366693,0.0,0.0,-0.001,0,0
3059705510,-0.0,-0.0,-0.06469112,0.0,0.99947697,-0.0,0.0,-0.03233992,0.0,0.0,-0.001,0,0
3059756509,-0.0,-0.0,-0.06468106,0.0,0.99947715,-0.0,0.0,-0.032334894,0.0,0.0,-0.001,0,0
3059805416,-0.0,-0.0,-0.06468969,0.0,0.99947697,-0.0,0.0,-0.032339208,0.0,0.0,-0.001,0,0
3059856476,-0.0,-0.0,-0.064756736,0.0,0.9994759,-0.0,0.0,-0.03237271,0.0,0.0,-0.001,0,0
3059905327,-0.0,-0.0,-0.064823434,0.0,0.9994748,-0.0,0.0,-0.032406043,0.0,0.0,-0.001,0,0
3059956321,-0.0,-0.0,-0.06488919,0.0,0.99947375,-0.0,0.0,-0.032438908,0.0,0.0,-0.001,0,0
3060005242,-0.0,-0.0,-0.06492856,0.0,0.9994731,-0.0,0.0,-0.03245858,0.0,0.0,-0.001,0,0
3060056198,-0.0,-0.0,-0.064959124,0.0,0.9994726,-0.0,0.0,-0.032473847,0.0,0.0,-0.001,0,0
3060105163,-0.0,-0.0,-0.064955525,0.0,0.9994727,-0.0,0.0,-0.032472055,0.0,0.0,-0.001,0,0
3060156152,-0.0,-0.0,-0.064941674,0.0,0.99947286,-0.0,0.0,-0.03246513,0.0,0.0,-0.001,0,0
3060205253,-0.0,-0.0,-0.06493527,0.0,0.999473,-0.0,0.0,-0.03246193,0.0,0.0,-0.001,0,0
3060256040,-0.0,-0.0,-0.064927645,0.0,0.99947315,-0.0,0.0,-0.032458123,0.0,0.0,-0.001,0,0
3060304980,-0.0,-0.0,-0.06491307,0.0,0.9994734,-0.0,0.0,-0.03245084,0.0,0.0,-0.001,0,0
3060356001,-0.0,-0.0,-0.06493118,0.0,0.99947304,-0.0,0.0,-0.03245989,0.0,0.0,-0.001,0,0
3060404972,-0.0,-0.0,-0.06496049,0.0,0.99947256,-0.0,0.0,-0.032474536,0.0,0.0,-0.001,0,0
3060455836,-0.0,-0.0,-0.06500487,0.0,0.9994719,-0.0,0.0,-0.03249671,0.0,0.0,-0.001,0,0
3060504719,-0.0,-0.0,-0.065043226,0.0,0.99947125,-0.0,0.0,-0.032515883,0.0,0.0,-0.001,0,0
3060555748,-0.0,-0.0,-0.06506169,0.0,0.99947095,-0.0,0.0,-0.032525107,0.0,0.0,-0.001,0,0
3060604710,-0.0,-0.0,-0.06508173,0.0,0.99947065,-0.0,0.0,-0.032535125,0.0,0.0,-0.001,0,0
