timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
3060505329,0.0,0.0,0.0,0.0
3060705143,0.0,0.0,0.0,0.0
3060908688,0.0,0.0,0.0,0.0
3061107426,0.0,0.0,0.0,0.0
3061307048,0.0,0.0,0.0,0.0
3061506858,0.0,0.0,0.0,0.0
3061706667,0.0,0.0,0.0,0.0
3061905235,0.0,0.0,0.0,0.0
3062105036,0.0,0.0,0.0,0.0
3062308589,0.0,0.0,0.0,0.0
3062508398,0.0,0.0,0.0,0.0
3062706958,0.0,0.0,0.0,0.0
3062906760,0.0,0.0,0.0,0.0
3063106571,0.0,0.0,0.0,0.0
3063306389,0.0,0.0,0.0,0.0
3063504933,0.0,0.0,0.0,0.0
3063708498,0.0,0.0,0.0,0.0
3063908310,0.0,0.0,0.0,0.0
3064106917,0.0,0.0,0.0,0.0
3064306669,0.0,0.0,0.0,0.0
3064506477,0.0,0.0,0.0,0.0
3064706284,0.0,0.0,0.0,0.0
3064904938,0.0,0.0,0.0,0.0
3065108398,0.0,0.0,0.0,0.0
3065308209,0.0,0.0,0.0,0.0
3065506761,0.0,0.0,0.0,0.0
3065706734,0.0,0.0,0.0,0.0
3065906372,0.0,0.0,0.0,0.0
3066106180,0.0,0.0,0.0,0.0
3066304742,0.0,0.0,0.0,0.0
3066508306,0.0,0.0,0.0,0.0
3066709354,0.0,0.0,0.0,0.0
3066907912,0.0,0.0,0.0,0.0
3067106471,0.0,0.0,0.0,0.0
3067306280,0.0,0.0,0.0,0.0
3067506093,0.0,0.0,0.0,0.0
3067705899,0.0,0.0,0.0,0.0
3067908199,0.0,0.0,0.0,0.0
3068108018,0.0,0.0,0.0,0.0
3068307830,0.0,0.0,0.0,0.0
3068506372,0.0,0.0,0.0,0.0
3068706214,0.0,0.0,0.0,0.0
3068905990,0.0,0.0,0.0,0.0
3069105804,0.0,0.0,0.0,0.0
3069308104,0.0,0.0,0.0,0.0
3069507996,0.0,0.0,0.0,0.0
3069707719,0.0,0.0,0.0,0.0
3069906284,0.0,0.0,0.0,0.0
3070106092,0.0,0.0,0.0,0.0
3070306034,0.0,0.0,0.0,0.0
3070505708,0.0,0.0,0.0,0.0
3070708007,0.0,0.0,0.0,0.0
3070907815,0.0,0.0,0.0,0.0
3071107829,0.0,0.0,0.0,0.0
3071307432,0.0,0.0,0.0,0.0
3071505988,0.0,0.0,0.0,0.0
3071705797,0.0,0.0,0.0,0.0
3071905605,0.0,0.0,0.0,0.0
3072107920,0.0,0.0,0.0,0.0
3072307715,0.0,0.0,0.0,0.0
3072507524,0.0,0.0,0.0,0.0
3072707345,0.0,0.0,0.0,0.0
3072905892,0.0,0.0,0.0,0.0
3073105698,0.0,0.0,0.0,0.0
3073305529,0.0,0.0,0.0,0.0
3073507816,0.0,0.0,0.0,0.0
3073707625,0.0,0.0,0.0,0.0
3073907433,0.0,0.0,0.0,0.0
3074107332,0.0,0.0,0.0,0.0
3074305805,0.0,0.0,0.0,0.0
3074505609,0.0,0.0,0.0,0.0
3074705415,0.0,0.0,0.0,0.0
3074905351,0.0,0.0,0.0,0.0
3075107526,0.0,0.0,0.0,0.0
3075307335,0.0,0.0,0.0,0.0
3075507142,0.0,0.0,0.0,0.0
3075705885,0.0,0.0,0.0,0.0
3075905518,0.0,0.0,0.0,0.0
3076105328,0.0,0.0,0.0,0.0
3076308877,0.0,0.0,0.0,0.0
3076507440,0.0,0.0,0.0,0.0
3076707248,0.0,0.0,0.0,0.0
3076907053,0.0,0.0,0.0,0.0
3077106869,0.0,0.0,0.0,0.0
3077305420,0.0,0.0,0.0,0.0
3077505237,0.0,0.0,0.0,0.0
3077708790,0.0,0.0,0.0,0.0
3077907349,0.0,0.0,0.0,0.0
3078107148,0.0,0.0,0.0,0.0
3078306955,0.0,0.0,0.0,0.0
3078506761,0.0,0.0,0.0,0.0
3078705383,0.0,0.0,0.0,0.0
3078905135,0.0,0.0,0.0,0.0
3079108688,0.0,0.0,0.0,0.0
3079307254,0.0,0.0,0.0,0.0
3079507171,0.0,0.0,0.0,0.0
3079706875,0.0,0.0,0.0,0.0
3079906679,0.0,0.0,0.0,0.0
3080106488,0.0,0.0,0.0,0.0
3080306461,0.0,0.0,0.0,0.0
3080506111,0.0,0.0,0.0,0.0
3080705911,0.0,0.0,0.0,0.0
3080906965,0.0,0.0,0.0,0.0
3081106780,0.0,0.0,0.0,0.0
3081306585,0.0,0.0,0.0,0.0
3081506391,0.0,0.0,0.0,0.0
3081704954,0.0,0.0,0.0,0.0
3081908512,0.0,0.0,0.0,0.0
3082108325,0.0,0.0,0.0,0.0
3082306876,0.0,0.0,0.0,0.0
3082506682,0.0,0.0,0.0,0.0
3082706494,0.0,0.0,0.0,0.0
3082906310,0.0,0.0,0.0,0.0
3083104857,0.0,0.0,0.0,0.0
3083308454,0.0,0.0,0.0,0.0
3083508223,0.0,0.0,0.0,0.0
3083706786,0.0,0.0,0.0,0.0
3083906592,0.0,0.0,0.0,0.0
3084106487,0.0,0.0,0.0,0.0
3084306206,0.0,0.0,0.0,0.0
3084504771,0.0,0.0,0.0,0.0
3084708319,0.0,0.0,0.0,0.0
3084908266,0.0,0.0,0.0,0.0
3085107937,0.0,0.0,0.0,0.0
3085306505,0.0,0.0,0.0,0.0
3085506314,0.0,0.0,0.0,0.0
3085706320,0.0,0.0,0.0,0.0
3085905929,0.0,0.0,0.0,0.0
3086108232,0.0,0.0,0.0,0.0
3086308042,0.0,0.0,0.0,0.0
3086507859,0.0,0.0,0.0,0.0
3086706410,0.0,0.0,0.0,0.0
3086906217,0.0,0.0,0.0,0.0
3087106027,0.0,0.0,0.0,0.0
3087305839,0.0,0.0,0.0,0.0
3087508142,0.0,0.0,0.0,0.0
3087707950,0.0,0.0,0.0,0.0
3087907779,0.0,0.0,0.0,0.0
3088106320,0.0,0.0,0.0,0.0
3088306130,0.0,0.0,0.0,0.0
3088505937,0.0,0.0,0.0,0.0
3088705816,0.0,0.0,0.0,0.0
3088908061,0.0,0.0,0.0,0.0
3089107863,0.0,0.0,0.0,0.0
3089307670,0.0,0.0,0.0,0.0
3089507598,0.0,0.0,0.0,0.0
3089706036,0.0,0.0,0.0,0.0
3089905845,0.0,0.0,0.0,0.0
3090105653,0.0,0.0,0.0,0.0
3090308142,0.0,0.0,0.0,0.0
3090507769,0.0,0.0,0.0,0.0
3090707578,0.0,0.0,0.0,0.0
3090907387,0.0,0.0,0.0,0.0
3091105949,0.0,0.0,0.0,0.0
3091305760,0.0,0.0,0.0,0.0
3091505571,0.0,0.0,0.0,0.0
3091709127,0.0,0.0,0.0,0.0
3091907684,0.0,0.0,0.0,0.0
3092107487,0.0,0.0,0.0,0.0
3092307312,0.0,0.0,0.0,0.0
3092505853,0.0,0.0,0.0,0.0
3092705666,0.0,0.0,0.0,0.0
3092905484,0.0,0.0,0.0,0.0
3093107789,0.0,0.0,0.0,0.0
3093307643,0.0,0.0,0.0,0.0
3093507399,0.0,0.0,0.0,0.0
3093707210,0.0,0.0,0.0,0.0
3093905768,0.0,0.0,0.0,0.0
3094105676,0.0,0.0,0.0,0.0
3094305389,0.0,0.0,0.0,0.0
3094508948,0.0,0.0,0.0,0.0
3094707506,0.0,0.0,0.0,0.0
3094907473,0.0,0.0,0.0,0.0
3095107129,0.0,0.0,0.0,0.0
3095306937,0.0,0.0,0.0,0.0
3095505491,0.0,0.0,0.0,0.0
3095705506,0.0,0.0,0.0,0.0
3095908866,0.0,0.0,0.0,0.0
3096107415,0.0,0.0,0.0,0.0
3096307228,0.0,0.0,0.0,0.0
3096507029,0.0,0.0,0.0,0.0
3096706849,0.0,0.0,0.0,0.0
3096905408,0.0,0.0,0.0,0.0
3097105214,0.0,0.0,0.0,0.0
3097308777,0.0,0.0,0.0,0.0
3097507327,0.0,0.0,0.0,0.0
3097707142,0.0,0.0,0.0,0.0
3097906972,0.0,0.0,0.0,0.0
3098106757,0.0,0.0,0.0,0.0
3098305316,0.0,0.0,0.0,0.0
3098505125,0.0,0.0,0.0,0.0
3098708771,0.0,0.0,0.0,0.0
3098907242,0.0,0.0,0.0,0.0
3099107045,0.0,0.0,0.0,0.0
3099306857,0.0,0.0,0.0,0.0
3099506801,0.0,0.0,0.0,0.0
3099705248,0.0,0.0,0.0,0.0
3099905048,0.0,0.0,0.0,0.0
3100108591,0.0,0.0,0.0,0.0
3100307345,0.0,0.0,0.0,0.0
3100506970,0.0,0.0,0.0,0.0
3100706780,0.0,0.0,0.0,0.0
3100906595,0.0,0.0,0.0,0.0
3101106393,0.0,0.0,0.0,0.0
3101304950,0.0,0.0,0.0,0.0
3101506014,0.0,0.0,0.0,0.0
3101705823,0.0,0.0,0.0,0.0
3101906890,0.0,0.0,0.0,0.0
3102106691,0.0,0.0,0.0,0.0
3102306497,0.0,0.0,0.0,0.0
3102506329,0.0,0.0,0.0,0.0
3102704869,0.0,0.0,0.0,0.0
3102908421,0.0,0.0,0.0,0.0
3103108230,0.0,0.0,0.0,0.0
3103306848,0.0,0.0,0.0,0.0
3103506602,0.0,0.0,0.0,0.0
3103706412,0.0,0.0,0.0,0.0
3103906222,0.0,0.0,0.0,0.0
3104104882,0.0,0.0,0.0,0.0
3104308340,0.0,0.0,0.0,0.0
3104508146,0.0,0.0,0.0,0.0
3104706707,0.0,0.0,0.0,0.0
3104906671,0.0,0.0,0.0,0.0
3105106327,0.0,0.0,0.0,0.0
3105306133,0.0,0.0,0.0,0.0
3105504693,0.0,0.0,0.0,0.0
3105708253,0.0,0.0,0.0,0.0
3105908061,0.0,0.0,0.0,0.0
3106107867,0.0,0.0,0.0,0.0
3106306432,0.0,0.0,0.0,0.0
3106506246,0.0,0.0,0.0,0.0
3106706054,0.0,0.0,0.0,0.0
3106905867,0.0,0.0,0.0,0.0
3107108162,0.0,0.0,0.0,0.0
3107307976,0.0,0.0,0.0,0.0
3107507786,0.0,0.0,0.0,0.0
3107706345,0.0,0.0,0.0,0.0
3107906186,0.0,0.0,0.0,0.0
3108105967,0.0,0.0,0.0,0.0
3108305779,0.0,0.0,0.0,0.0
3108508084,0.0,0.0,0.0,0.0
3108707975,0.0,0.0,0.0,0.0
3108907701,0.0,0.0,0.0,0.0
3109106264,0.0,0.0,0.0,0.0
3109306078,0.0,0.0,0.0,0.0
3109506021,0.0,0.0,0.0,0.0
3109705696,0.0,0.0,0.0,0.0
3109908005,0.0,0.0,0.0,0.0
3110107812,0.0,0.0,0.0,0.0
3110307822,0.0,0.0,0.0,0.0
3110507432,0.0,0.0,0.0,0.0
3110705987,0.0,0.0,0.0,0.0
3110905795,0.0,0.0,0.0,0.0
3111105605,0.0,0.0,0.0,0.0
3111305415,0.0,0.0,0.0,0.0
3111507725,0.0,0.0,0.0,0.0
3111707539,0.0,0.0,0.0,0.0
3111907361,0.0,0.0,0.0,0.0
3112105906,0.0,0.0,0.0,0.0
3112305715,0.0,0.0,0.0,0.0
3112505540,0.0,0.0,0.0,0.0
3112707828,0.0,0.0,0.0,0.0
3112907638,0.0,0.0,0.0,0.0
3113107451,0.0,0.0,0.0,0.0
3113307333,0.0,0.0,0.0,0.0
3113505823,0.0,0.0,0.0,0.0
3113705631,0.0,0.0,0.0,0.0
3113905439,0.0,0.0,0.0,0.0
3114109130,0.0,0.0,0.0,0.0
3114307563,0.0,0.0,0.0,0.0
3114507369,0.0,0.0,0.0,0.0
3114707175,0.0,0.0,0.0,0.0
3114905893,0.0,0.0,0.0,0.0
3115105548,0.0,0.0,0.0,0.0
3115305357,0.0,0.0,0.0,0.0
3115508914,0.0,0.0,0.0,0.0
3115707482,0.0,0.0,0.0,0.0
3115907286,0.0,0.0,0.0,0.0
3116107101,0.0,0.0,0.0,0.0
3116306907,0.0,0.0,0.0,0.0
3116505474,0.0,0.0,0.0,0.0
3116705282,0.0,0.0,0.0,0.0
3116908839,0.0,0.0,0.0,0.0
3117107387,0.0,0.0,0.0,0.0
3117307203,0.0,0.0,0.0,0.0
3117507012,0.0,0.0,0.0,0.0
3117706827,0.0,0.0,0.0,0.0
3117905428,0.0,0.0,0.0,0.0
3118105195,0.0,0.0,0.0,0.0
3118310005,0.0,0.0,0.0,0.0
3118507312,0.0,0.0,0.0,0.0
3118707218,0.0,0.0,0.0,0.0
3118906936,0.0,0.0,0.0,0.0
3119106742,0.0,0.0,0.0,0.0
3119305304,0.0,0.0,0.0,0.0
3119505258,0.0,0.0,0.0,0.0
3119708674,0.0,0.0,0.0,0.0
3119907232,0.0,0.0,0.0,0.0
3120107040,0.0,0.0,0.0,0.0
3120307042,0.0,0.0,0.0,0.0
3120506666,0.0,0.0,0.0,0.0
3120705230,0.0,0.0,0.0,0.0
3120905029,0.0,0.0,0.0,0.0
3121108584,0.0,0.0,0.0,0.0
3121308402,0.0,0.0,0.0,0.0
3121506965,0.0,0.0,0.0,0.0
3121707206,0.0,0.0,0.0,0.0
3121906593,0.0,0.0,0.0,0.0
3122106391,0.0,0.0,0.0,0.0
3122306203,0.0,0.0,0.0,0.0
3122506034,0.0,0.0,0.0,0.0
3122705821,0.0,0.0,0.0,0.0
3122906879,0.0,0.0,0.0,0.0
3123106686,0.0,0.0,0.0,0.0
3123306569,0.0,0.0,0.0,0.0
3123506328,0.0,0.0,0.0,0.0
3123704875,0.0,0.0,0.0,0.0
3123908427,0.0,0.0,0.0,0.0
3124108362,0.0,0.0,0.0,0.0
3124306803,0.0,0.0,0.0,0.0
3124506607,0.0,0.0,0.0,0.0
3124706416,0.0,0.0,0.0,0.0
3124906407,0.0,0.0,0.0,0.0
3125104797,0.0,0.0,0.0,0.0
3125308350,0.0,0.0,0.0,0.0
3125508159,0.0,0.0,0.0,0.0
3125706720,0.0,0.0,0.0,0.0
3125906531,0.0,0.0,0.0,0.0
3126106337,0.0,0.0,0.0,0.0
3126306148,0.0,0.0,0.0,0.0
3126504712,0.0,0.0,0.0,0.0
3126708271,0.0,0.0,0.0,0.0
3126908084,0.0,0.0,0.0,0.0
3127107895,0.0,0.0,0.0,0.0
3127306460,0.0,0.0,0.0,0.0
3127506265,0.0,0.0,0.0,0.0
3127706078,0.0,0.0,0.0,0.0
3127905931,0.0,0.0,0.0,0.0
3128108190,0.0,0.0,0.0,0.0
3128308005,0.0,0.0,0.0,0.0
3128507823,0.0,0.0,0.0,0.0
3128706466,0.0,0.0,0.0,0.0
3128906180,0.0,0.0,0.0,0.0
3129105986,0.0,0.0,0.0,0.0
3129305808,0.0,0.0,0.0,0.0
3129509522,0.0,0.0,0.0,0.0
3129707919,0.0,0.0,0.0,0.0
3129907731,0.0,0.0,0.0,0.0
3130106295,0.0,0.0,0.0,0.0
3130306116,0.0,0.0,0.0,0.0
3130505911,0.0,0.0,0.0,0.0
3130705727,0.0,0.0,0.0,0.0
3130908035,0.0,0.0,0.0,0.0
3131107847,0.0,0.0,0.0,0.0
3131307655,0.0,0.0,0.0,0.0
3131506212,0.0,0.0,0.0,0.0
3131706028,0.0,0.0,0.0,0.0
3131907092,0.0,0.0,0.0,0.0
3132105647,0.0,0.0,0.0,0.0
3132307949,0.0,0.0,0.0,0.0
3132507792,0.0,0.0,0.0,0.0
3132707574,0.0,0.0,0.0,0.0
3132907388,0.0,0.0,0.0,0.0
3133105953,0.0,0.0,0.0,0.0
3133305836,0.0,0.0,0.0,0.0
3133505574,0.0,0.0,0.0,0.0
3133707874,0.0,0.0,0.0,0.0
3133907687,0.0,0.0,0.0,0.0
3134107624,0.0,0.0,0.0,0.0
3134307323,0.0,0.0,0.0,0.0
3134505868,0.0,0.0,0.0,0.0
3134705678,0.0,0.0,0.0,0.0
3134901918,0.0,0.0,0.0,0.0
3135107800,0.0,0.0,0.0,0.0
3135307610,0.0,0.0,0.0,0.0
3135507418,0.0,0.0,0.0,0.0
3135707235,0.0,0.0,0.0,0.0
3135905788,0.0,0.0,0.0,0.0
3136105598,0.0,0.0,0.0,0.0
3136305410,0.0,0.0,0.0,0.0
3136507721,0.0,0.0,0.0,0.0
3136707530,0.0,0.0,0.0,0.0
3136907342,0.0,0.0,0.0,0.0
3137107160,0.0,0.0,0.0,0.0
3137305714,0.0,0.0,0.0,0.0
3137505526,0.0,0.0,0.0,0.0
3137705334,0.0,0.0,0.0,0.0
3137908953,0.0,0.0,0.0,0.0
3138107459,0.0,0.0,0.0,0.0
3138307265,0.0,0.0,0.0,0.0
3138507081,0.0,0.0,0.0,0.0
3138705750,0.0,0.0,0.0,0.0
3138905459,0.0,0.0,0.0,0.0
3139105270,0.0,0.0,0.0,0.0
3139308824,0.0,0.0,0.0,0.0
3139507542,0.0,0.0,0.0,0.0
3139707194,0.0,0.0,0.0,0.0
3139907007,0.0,0.0,0.0,0.0
3140106822,0.0,0.0,0.0,0.0
3140305374,0.0,0.0,0.0,0.0
3140505180,0.0,0.0,0.0,0.0
3140708756,0.0,0.0,0.0,0.0
3140907307,0.0,0.0,0.0,0.0
3141107117,0.0,0.0,0.0,0.0
3141306926,0.0,0.0,0.0,0.0
3141506731,0.0,0.0,0.0,0.0
3141705301,0.0,0.0,0.0,0.0
3141905115,0.0,0.0,0.0,0.0
3142108665,0.0,0.0,0.0,0.0
3142307235,0.0,0.0,0.0,0.0
3142507078,0.0,0.0,0.0,0.0
3142706851,0.0,0.0,0.0,0.0
3142906670,0.0,0.0,0.0,0.0
3143105232,0.0,0.0,0.0,0.0
3143305115,0.0,0.0,0.0,0.0
3143504847,0.0,0.0,0.0,0.0
3143705905,0.0,0.0,0.0,0.0
3143906962,0.0,0.0,0.0,0.0
3144106907,0.0,0.0,0.0,0.0
3144306590,0.0,0.0,0.0,0.0
3144506398,0.0,0.0,0.0,0.0
3144704959,0.0,0.0,0.0,0.0
3144908715,0.0,0.0,0.0,0.0
3145108338,0.0,0.0,0.0,0.0
3145306887,0.0,0.0,0.0,0.0
3145506697,0.0,0.0,0.0,0.0
3145706510,0.0,0.0,0.0,0.0
3145906335,0.0,0.0,0.0,0.0
3146104882,0.0,0.0,0.0,0.0
3146308440,0.0,0.0,0.0,0.0
3146508258,0.0,0.0,0.0,0.0
3146706823,0.0,0.0,0.0,0.0
3146906626,0.0,0.0,0.0,0.0
3147106459,0.0,0.0,0.0,0.0
3147306254,0.0,0.0,0.0,0.0
3147504822,0.0,0.0,0.0,0.0
3147708364,0.0,0.0,0.0,0.0
3147908245,0.0,0.0,0.0,0.0
3148106747,0.0,0.0,0.0,0.0
3148306556,0.0,0.0,0.0,0.0
3148506366,0.0,0.0,0.0,0.0
3148706283,0.0,0.0,0.0,0.0
3148904735,0.0,0.0,0.0,0.0
3149108303,0.0,0.0,0.0,0.0
3149308117,0.0,0.0,0.0,0.0
3149508107,0.0,0.0,0.0,0.0
3149706475,0.0,0.0,0.0,0.0
3149906292,0.0,0.0,0.0,0.0
3150102353,0.0,0.0,0.0,0.0
3150305909,0.0,0.0,0.0,0.0
3150508227,0.0,0.0,0.0,0.0
3150708034,0.0,0.0,0.0,0.0
3150907851,0.0,0.0,0.0,0.0
3151106405,0.0,0.0,0.0,0.0
3151306221,0.0,0.0,0.0,0.0
3151506032,0.0,0.0,0.0,0.0
3151705850,0.0,0.0,0.0,0.0
3151908154,0.0,0.0,0.0,0.0
3152107962,0.0,0.0,0.0,0.0
3152307776,0.0,0.0,0.0,0.0
3152506368,0.0,0.0,0.0,0.0
3152706143,0.0,0.0,0.0,0.0
3152905955,0.0,0.0,0.0,0.0
3153105766,0.0,0.0,0.0,0.0
3153308164,0.0,0.0,0.0,0.0
3153507890,0.0,0.0,0.0,0.0
3153707698,0.0,0.0,0.0,0.0
3153906269,0.0,0.0,0.0,0.0
3154106233,0.0,0.0,0.0,0.0
3154305885,0.0,0.0,0.0,0.0
3154505697,0.0,0.0,0.0,0.0
3154708000,0.0,0.0,0.0,0.0
3154908008,0.0,0.0,0.0,0.0
3155107625,0.0,0.0,0.0,0.0
3155307438,0.0,0.0,0.0,0.0
3155505997,0.0,0.0,0.0,0.0
3155705812,0.0,0.0,0.0,0.0
3155905623,0.0,0.0,0.0,0.0
3156107937,0.0,0.0,0.0,0.0
3156307745,0.0,0.0,0.0,0.0
3156507561,0.0,0.0,0.0,0.0
3156707370,0.0,0.0,0.0,0.0
3156905929,0.0,0.0,0.0,0.0
3157105756,0.0,0.0,0.0,0.0
3157305550,0.0,0.0,0.0,0.0
3157507862,0.0,0.0,0.0,0.0
3157707676,0.0,0.0,0.0,0.0
3157907563,0.0,0.0,0.0,0.0
3158107318,0.0,0.0,0.0,0.0
3158305868,0.0,0.0,0.0,0.0
3158505667,0.0,0.0,0.0,0.0
3158705595,0.0,0.0,0.0,0.0
3158905307,0.0,0.0,0.0,0.0
3159107599,0.0,0.0,0.0,0.0
3159307413,0.0,0.0,0.0,0.0
3159507400,0.0,0.0,0.0,0.0
3159705792,0.0,0.0,0.0,0.0
3159905602,0.0,0.0,0.0,0.0
3160105414,0.0,0.0,0.0,0.0
3160307722,0.0,0.0,0.0,0.0
3160507535,0.0,0.0,0.0,0.0
3160707354,0.0,0.0,0.0,0.0
3160907159,0.0,0.0,0.0,0.0
3161105715,0.0,0.0,0.0,0.0
3161305527,0.0,0.0,0.0,0.0
3161505338,0.0,0.0,0.0,0.0
3161708910,0.0,0.0,0.0,0.0
3161907467,0.0,0.0,0.0,0.0
3162107277,0.0,0.0,0.0,0.0
3162307089,0.0,0.0,0.0,0.0
3162506950,0.0,0.0,0.0,0.0
3162705469,0.0,0.0,0.0,0.0
3162905282,0.0,0.0,0.0,0.0
3163108839,0.0,0.0,0.0,0.0
3163307941,0.0,0.0,0.0,0.0
3163507210,0.0,0.0,0.0,0.0
3163707018,0.0,0.0,0.0,0.0
3163906838,0.0,0.0,0.0,0.0
3164105532,0.0,0.0,0.0,0.0
3164305200,0.0,0.0,0.0,0.0
3164505012,0.0,0.0,0.0,0.0
3164704830,0.0,0.0,0.0,0.0
3164907141,0.0,0.0,0.0,0.0
3165106949,0.0,0.0,0.0,0.0
3165306761,0.0,0.0,0.0,0.0
3165505322,0.0,0.0,0.0,0.0
3165705136,0.0,0.0,0.0,0.0
3165908694,0.0,0.0,0.0,0.0
3166107253,0.0,0.0,0.0,0.0
3166307066,0.0,0.0,0.0,0.0
3166506877,0.0,0.0,0.0,0.0
3166706687,0.0,0.0,0.0,0.0
3166905262,0.0,0.0,0.0,0.0
3167105098,0.0,0.0,0.0,0.0
3167308622,0.0,0.0,0.0,0.0
3167508439,0.0,0.0,0.0,0.0
3167706999,0.0,0.0,0.0,0.0
3167906892,0.0,0.0,0.0,0.0
3168106627,0.0,0.0,0.0,0.0
3168306435,0.0,0.0,0.0,0.0
3168505002,0.0,0.0,0.0,0.0
3168708675,0.0,0.0,0.0,0.0
3168908364,0.0,0.0,0.0,0.0
3169106936,0.0,0.0,0.0,0.0
3169306744,0.0,0.0,0.0,0.0
3169506738,0.0,0.0,0.0,0.0
3169706367,0.0,0.0,0.0,0.0
3169904929,0.0,0.0,0.0,0.0
3170108497,0.0,0.0,0.0,0.0
3170308317,0.0,0.0,0.0,0.0
3170506858,0.0,0.0,0.0,0.0
3170706671,0.0,0.0,0.0,0.0
3170906485,0.0,0.0,0.0,0.0
3171106309,0.0,0.0,0.0,0.0
3171304864,0.0,0.0,0.0,0.0
3171508420,0.0,0.0,0.0,0.0
3171708242,0.0,0.0,0.0,0.0
3171906803,0.0,0.0,0.0,0.0
3172106613,0.0,0.0,0.0,0.0
3172306419,0.0,0.0,0.0,0.0
3172506306,0.0,0.0,0.0,0.0
3172704802,0.0,0.0,0.0,0.0
3172908358,0.0,0.0,0.0,0.0
3173108168,0.0,0.0,0.0,0.0
3173306844,0.0,0.0,0.0,0.0
3173506543,0.0,0.0,0.0,0.0
3173706357,0.0,0.0,0.0,0.0
3173906164,0.0,0.0,0.0,0.0
3174104893,0.0,0.0,0.0,0.0
3174308282,0.0,0.0,0.0,0.0
3174508100,0.0,0.0,0.0,0.0
3174707909,0.0,0.0,0.0,0.0
3174906484,0.0,0.0,0.0,0.0
3175106300,0.0,0.0,0.0,0.0
3175306107,0.0,0.0,0.0,0.0
3175505913,0.0,0.0,0.0,0.0
3175708223,0.0,0.0,0.0,0.0
3175908035,0.0,0.0,0.0,0.0
3176107855,0.0,0.0,0.0,0.0
3176306410,0.0,0.0,0.0,0.0
3176506225,0.0,0.0,0.0,0.0
3176706034,0.0,0.0,0.0,0.0
3176905858,0.0,0.0,0.0,0.0
3177108186,0.0,0.0,0.0,0.0
3177307968,0.0,0.0,0.0,0.0
3177507783,0.0,0.0,0.0,0.0
3177706342,0.0,0.0,0.0,0.0
3177906233,0.0,0.0,0.0,0.0
3178105976,0.0,0.0,0.0,0.0
3178305776,0.0,0.0,0.0,0.0
3178508095,0.0,0.0,0.0,0.0
3178708036,0.0,0.0,0.0,0.0
3178907717,0.0,0.0,0.0,0.0
3179106284,0.0,0.0,0.0,0.0
3179306091,0.0,0.0,0.0,0.0
3179506083,0.0,0.0,0.0,0.0
3179705716,0.0,0.0,0.0,0.0
3179908021,0.0,0.0,0.0,0.0
3180107838,0.0,0.0,0.0,0.0
3180307644,0.0,0.0,0.0,0.0
3180506222,0.0,0.0,0.0,0.0
3180706033,0.0,0.0,0.0,0.0
3180905839,0.0,0.0,0.0,0.0
3181105655,0.0,0.0,0.0,0.0
3181307962,0.0,0.0,0.0,0.0
3181507776,0.0,0.0,0.0,0.0
3181707596,0.0,0.0,0.0,0.0
3181907401,0.0,0.0,0.0,0.0
3182105960,0.0,0.0,0.0,0.0
