timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
3050998326,3050997998,3670026,0.17908628,-0.16998832,-9.824846,35.937576,0,0,0,0,5
3051998641,3051998282,3670026,0.26527756,-0.18914193,-9.814791,35.976746,0,0,0,0,5
3052996410,3052996069,3670026,0.1886631,-0.18195933,-9.804735,35.962055,0,0,0,0,5
3053997925,3053997602,3670026,0.23415293,-0.18195933,-9.82724,36.011017,0,0,0,0,5
3054998242,3054997887,3670026,0.17621325,-0.18674773,-9.819579,35.98164,0,0,0,0,5
3055999779,3055999420,3670026,0.16807297,-0.24420857,-9.8191,35.986534,0,0,0,0,5
3056997539,3056997208,3670026,0.15466543,-0.21260512,-9.8722515,35.92289,0,0,0,0,5
3057997972,3057997493,3670026,0.31268275,-0.13359645,-9.950781,35.986534,0,0,0,0,5
3058999383,3058999027,3670026,0.20973207,-0.15945384,-9.838254,36.025703,0,0,0,0,5
3059997149,3059996817,3670026,0.1838747,-0.21643583,-9.801862,35.962055,0,0,0,0,5
3060997463,3060997102,3670026,0.1910573,-0.18004397,-9.842085,36.04039,0,0,0,0,5
3061998995,3061998637,3670026,0.11731589,-0.19871874,-9.57585,36.05508,0,0,0,0,5
3062999252,3062998923,3670026,0.15514427,-0.20398599,-9.849746,36.035496,0,0,0,0,5
3063997071,3063996713,3670026,0.13359645,-0.1910573,-9.850703,35.98164,0,0,0,0,5
3064998616,3064998248,3670026,0.19967642,-0.19297266,-9.844479,36.069767,0,0,0,0,5
3065998865,3065998536,3670026,0.18962078,-0.18962078,-9.821015,36.01591,0,0,0,0,5
3066996686,3066996326,3670026,0.17764977,-0.16089036,-9.866027,36.045288,0,0,0,0,5
3067997093,3067996613,3670026,0.22697033,-0.14460978,-9.85597,36.05508,0,0,0,0,5
3068998480,3068998150,3670026,0.39695865,-0.27341783,-9.795158,36.045288,0,0,0,0,5
3069996304,3069995941,3670026,0.12497733,-0.17812862,-9.861717,36.10404,0,0,0,0,5
3070996586,3070996229,3670026,0.21930888,-0.19201498,-9.85214,36.094246,0,0,0,0,5
3071998117,3071997766,3670026,0.21260512,-0.21212627,-9.824846,36.050182,0,0,0,0,5
3072999625,3072999304,3670026,0.24037786,-0.18052281,-9.709446,36.07956,0,0,0,0,5
3073996181,3073995847,3670026,0.2102109,-0.215957,-9.851182,36.08935,0,0,0,0,5
3074997744,3074997385,3670026,0.170946,-0.19249383,-9.809524,36.123623,0,0,0,0,5
3075999284,3075998923,3670026,0.16567875,-0.17429788,-9.825325,36.07956,0,0,0,0,5
3076999540,3076999213,3670026,0.10390835,-0.1838747,-9.860759,36.094246,0,0,0,0,5
3077997477,3077997005,3670026,0.14173675,-0.21212627,-9.877519,36.167686,0,0,0,0,5
3078997657,3078997296,3670026,0.14652514,-0.1637634,-9.818622,36.153,0,0,0,0,5
3079999193,3079998835,3670026,0.1838747,-0.17046717,-9.842564,36.133415,0,0,0,0,5
3080996993,3080996629,3670026,0.17956513,-0.18722658,-9.864111,36.12852,0,0,0,0,5
3081997290,3081996919,3670026,0.18291701,-0.16903064,-9.849746,36.11383,0,0,0,0,5
3082998818,3082998459,3670026,0.21978772,-0.18004397,-9.85597,36.197063,0,0,0,0,5
3083999086,3083998750,3670026,0.19728222,-0.16759412,-9.866984,36.162792,0,0,0,0,5
3084996912,3084996544,3670026,0.18579005,-0.20685902,-9.851662,36.17748,0,0,0,0,5
3085998440,3085998085,3670026,0.170946,-0.18195933,-9.833944,36.18727,0,0,0,0,5
3086998707,3086998377,3670026,0.17764977,-0.21930888,-9.859801,36.206856,0,0,0,0,5
3087996681,3087996172,3670026,0.09672575,-0.25905263,-9.829156,36.18727,0,0,0,0,5
3088998082,3088997713,3670026,0.21739352,-0.18914193,-9.8483095,36.226437,0,0,0,0,5
3089998334,3089998006,3670026,0.16567875,-0.25905263,-9.887574,36.201958,0,0,0,0,5
3090997458,3090997050,3670026,0.22505496,-0.22026657,-9.841605,36.26071,0,0,0,0,5
3091997702,3091997344,3670026,0.15322891,-0.3265691,-10.000102,36.241127,0,0,0,0,5
3092997993,3092997637,3670026,0.23080105,-0.19057846,-9.860759,36.182373,0,0,0,0,5
3093999538,3093999180,3670026,0.15179239,-0.21547815,-9.834423,36.192165,0,0,0,0,5
3094996106,3094995727,3670026,0.215957,-0.14748283,-9.822452,36.280293,0,0,0,0,5
3095997632,3095997270,3670026,0.16663644,-0.20015526,-9.836817,36.226437,0,0,0,0,5
3096999176,3096998813,3670026,0.17956513,-0.1685518,-9.851182,36.255814,0,0,0,0,5
3097999612,3097999108,3670026,0.17908628,-0.2054225,-9.842085,36.226437,0,0,0,0,5
3098997265,3098996905,3670026,-0.04309563,-0.2102109,-9.771216,36.373318,0,0,0,0,5
3099997527,3099997200,3670026,0.1838747,-0.2078167,-9.856929,36.31946,0,0,0,0,5
3100999124,3100998743,3670026,0.1316811,-0.20925324,-9.850703,36.2705,0,0,0,0,5
3101996912,3101996541,3670026,0.17908628,-0.2102109,-9.814312,36.353733,0,0,0,0,5
3102997167,3102996837,3670026,0.101992995,-0.09720459,-9.858365,36.290085,0,0,0,0,5
3103998714,3103998381,3670026,0.21643583,-0.19967642,-9.821494,36.30967,0,0,0,0,5
3105000270,3104999926,3670026,0.18195933,-0.23032221,-9.86459,36.294983,0,0,0,0,5
3105996823,3105996476,3670026,0.1364695,-0.1685518,-9.844957,36.304775,0,0,0,0,5
3106998342,3106998021,3670026,0.36966476,-0.13982138,-9.777441,36.290085,0,0,0,0,5
3107998853,3107998317,3670026,0.16089036,-0.2336741,-9.83969,36.304775,0,0,0,0,5
3108996444,3108996116,3670026,0.18004397,-0.19536686,-9.8372965,36.34884,0,0,0,0,5
3109997988,3109997662,3670026,-0.04165911,-0.20015526,-9.855492,36.34884,0,0,0,0,5
3110998382,3110997959,3670026,0.14748283,-0.17142485,-9.85214,36.221542,0,0,0,0,5
3111996094,3111995758,3670026,0.17238252,-0.23798366,-9.8502245,36.35863,0,0,0,0,5
3112997627,3112997304,3670026,0.15035588,-0.16519992,-9.837775,36.294983,0,0,0,0,5
3113997960,3113997602,3670026,0.15658079,-0.2360683,-9.8483095,36.329254,0,0,0,0,5
3114999495,3114999148,3670026,0.18100165,-0.22457612,-9.835381,36.427174,0,0,0,0,5
3115996070,3115995700,3670026,0.19201498,-0.20638019,-9.847352,36.36842,0,0,0,0,5
3116997613,3116997247,3670026,0.20159179,-0.17956513,-9.847352,36.397797,0,0,0,0,5
3117999341,3117998796,3670026,0.21116859,-0.18100165,-9.804735,36.451653,0,0,0,0,5
3118999420,3118999092,3670026,0.23654713,-0.15705964,-9.820058,36.432068,0,0,0,0,5
3119997253,3119996894,3670026,0.13742718,-0.22266077,-9.912474,36.41738,0,0,0,0,5
3120997584,3120997193,3670026,0.16424224,-0.19776106,-9.8502245,36.388004,0,0,0,0,5
3121999077,3121998740,3670026,0.3098097,-0.059376203,-9.749668,36.44186,0,0,0,0,5
3122996909,3122996542,3670026,0.21787235,-0.15562311,-9.7544565,36.422276,0,0,0,0,5
3123997168,3123996842,3670026,0.16472107,-0.18722658,-9.866984,36.38311,0,0,0,0,5
3124998719,3124998390,3670026,0.13790601,-0.20638019,-9.907685,36.422276,0,0,0,0,5
3126000264,3125999939,3670026,0.18195933,-0.12018893,-9.865068,36.422276,0,0,0,0,5
3126996821,3126996492,3670026,0.19201498,-0.21164744,-9.829635,36.436966,0,0,0,0,5
3127998376,3127998041,3670026,0.13790601,-0.2207454,-9.86459,36.412487,0,0,0,0,5
3128998705,3128998342,3670026,0.5521029,-0.21164744,-9.85214,36.49082,0,0,0,0,5
3129996465,3129996145,3670026,0.18339585,-0.16807297,-9.851182,36.46634,0,0,0,0,5
3130998109,3130997695,3670026,0.22601265,-0.17286137,-9.912474,36.422276,0,0,0,0,5
3131998371,3131997996,3670026,0.13263878,-0.20446482,-9.850703,36.485924,0,0,0,0,5
3132997412,3132997048,3670026,0.19201498,-0.16567875,-9.788454,36.50061,0,0,0,0,5
3133997674,3133997350,3670026,0.13838486,-0.24085669,-9.82341,36.554466,0,0,0,0,5
3134998007,3134997651,3670026,0.16950949,-0.16950949,-9.811917,36.46634,0,0,0,0,5
3135999557,3135999202,3670026,0.1886631,-0.19967642,-9.824368,36.427174,0,0,0,0,5
3136996142,3136995757,3670026,0.1934515,-0.19297266,-9.838733,36.53978,0,0,0,0,5
3137997695,3137997308,3670026,0.17477673,-0.21116859,-9.83155,36.534885,0,0,0,0,5
3138999223,3138998859,3670026,0.19632454,-0.15753847,-9.844479,36.49082,0,0,0,0,5
3139999488,3139999162,3670026,0.23319525,-0.099119954,-10.01351,36.57895,0,0,0,0,5
3140997409,3140996967,3670026,0.063206926,-0.22409728,-9.995792,36.569157,0,0,0,0,5
