timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
3075701228,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06445892,nan
3075900986,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06433033,nan
3076100636,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064409584,nan
3076300463,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0642093,nan
3076500632,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0640325,nan
3076700281,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06401703,nan
3076899849,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06389879,nan
3077099707,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06390551,nan
3077299570,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06399967,nan
3077499446,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06386352,nan
3077699301,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06397163,nan
3077898975,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06408077,nan
3078098873,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06406438,nan
3078298685,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064162254,nan
3078498434,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06417931,nan
3078698264,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06401489,nan
3078898085,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0641426,nan
3079097842,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06417105,nan
3079297746,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06413238,nan
3079497687,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064260714,nan
3079697338,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06417904,nan
3079896974,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064122796,nan
3080096886,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06422863,nan
3080296983,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06412537,nan
3080496491,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06423298,nan
3080696231,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06445972,nan
3080896164,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06443657,nan
3081096091,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064381436,nan
3081295725,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06443708,nan
3081495604,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06421296,nan
3081695302,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06427056,nan
3081895157,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06440459,nan
3082095099,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06434727,nan
3082294791,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06440653,nan
3082494577,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064549625,nan
3082694572,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064481996,nan
3082894208,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064506814,nan
3083093933,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064605415,nan
3083293735,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06469232,nan
3083493795,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064582914,nan
3083693569,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06473052,nan
3083893233,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06469864,nan
3084093026,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064555675,nan
3084302820,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06460191,nan
3084502758,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064556144,nan
3084702488,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06449235,nan
3084902323,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064613245,nan
3085102069,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06453403,nan
3085301951,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06451007,nan
3085501699,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06457777,nan
3085701716,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064481094,nan
3085901537,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064381815,nan
