timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
3362587290,-0.20156434,0,0,0,0,0,0,0,0,0
3363099598,-0.1952747,0,0,0,0,0,0,0,0,0
3363610319,-0.17223671,0,0,0,0,0,0,0,0,0
3364120306,-0.16032551,0,0,0,0,0,0,0,0,0
3364631499,-0.14570306,0,0,0,0,0,0,0,0,0
3365141287,-0.1384785,0,0,0,0,0,0,0,0,0
3365652323,-0.13366608,0,0,0,0,0,0,0,0,0
3366162640,-0.12588282,0,0,0,0,0,0,0,0,0
3366673291,-0.12557863,0,0,0,0,0,0,0,0,0
3367183389,-0.1030026,0,0,0,0,0,0,0,0,0
3367694954,-0.09275504,0,0,0,0,0,0,0,0,0
3368205538,-0.088376,0,0,0,0,0,0,0,0,0
3368715403,-0.08308312,0,0,0,0,0,0,0,0,0
3369215521,-0.081801765,0,0,0,0,0,0,0,0,0
3369724288,-0.09853424,0,0,0,0,0,0,0,0,0
3370235534,-0.1344729,0,0,0,0,0,0,0,0,0
3370735629,-0.15275833,0,0,0,0,0,0,0,0,0
3371245401,-0.15138344,0,0,0,0,0,0,0,0,0
3371755878,-0.13871431,0,0,0,0,0,0,0,0,0
3372266365,-0.13596623,0,0,0,0,0,0,0,0,0
3372777333,-0.11501839,0,0,0,0,0,0,0,0,0
3373287435,-0.12120455,0,0,0,0,0,0,0,0,0
3373798977,-0.10643001,0,0,0,0,0,0,0,0,0
3374309474,-0.11067327,0,0,0,0,0,0,0,0,0
3374819972,-0.06781764,0,0,0,0,0,0,0,0,0
3375330309,-0.048418395,0,0,0,0,0,0,0,0,0
3375830529,-0.043425895,0,0,0,0,0,0,0,0,0
3376340289,-0.03524358,0,0,0,0,0,0,0,0,0
3376842310,-0.030367117,0,0,0,0,0,0,0,0,0
3377352849,-0.025872175,0,0,0,0,0,0,0,0,0
3377863894,-0.020219676,0,0,0,0,0,0,0,0,0
3378374662,-0.017905902,0,0,0,0,0,0,0,0,0
3378884390,-0.013085621,0,0,0,0,0,0,0,0,0
3379384467,-0.01233975,0,0,0,0,0,0,0,0,0
3379885695,-0.009566646,0,0,0,0,0,0,0,0,0
3380396032,-0.007609043,0,0,0,0,0,0,0,0,0
3380895603,-0.0043275757,0,0,0,0,0,0,0,0,0
3381405427,-0.003404201,0,0,0,0,0,0,0,0,0
3381907291,0.00022176323,0,0,0,0,0,0,0,0,0
3382417385,0.0015877633,0,0,0,0,0,0,0,0,0
3382929044,0.0029324195,0,0,0,0,0,0,0,0,0
3383439411,0.0052081626,0,0,0,0,0,0,0,0,0
3383949311,0.004693137,0,0,0,0,0,0,0,0,0
3384460370,0.0075325547,0,0,0,0,0,0,0,0,0
3384971497,0.007993495,0,0,0,0,0,0,0,0,0
3385481410,0.008657584,0,0,0,0,0,0,0,0,0
3385981360,0.01061528,0,0,0,0,0,0,0,0,0
3386491289,0.010090244,0,0,0,0,0,0,0,0,0
3387001291,0.011975477,0,0,0,0,0,0,0,0,0
3387501348,0.011788308,0,0,0,0,0,0,0,0,0
3388012545,0.012035008,0,0,0,0,0,0,0,0,0
3388522289,0.012271031,0,0,0,0,0,0,0,0,0
