timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
3086501807,0,1,0,1,0,1,1,0,1,1,1,1,0
3087011290,0,1,0,1,0,1,1,0,1,1,1,1,0
3087522314,0,1,0,1,0,1,1,0,1,1,1,1,0
3088032276,0,1,0,1,0,1,1,0,1,1,1,1,0
3088532617,0,1,0,1,0,1,1,0,1,1,1,1,0
3089042590,0,1,0,1,0,1,1,0,1,1,1,1,0
3089553280,0,1,0,1,0,1,1,0,1,1,1,1,0
3090053444,0,1,0,1,0,1,1,0,1,1,1,1,0
3090563278,0,1,0,1,0,1,1,0,1,1,1,1,0
3091073872,0,1,0,1,0,1,1,0,1,1,1,1,0
3091585735,0,1,0,1,0,1,1,0,1,1,1,1,0
3092096645,0,1,0,1,0,1,1,0,1,1,1,1,0
3092597297,0,1,0,1,0,1,1,0,1,1,1,1,0
3093107317,0,1,0,1,0,1,1,0,1,1,1,1,0
3093607820,0,1,0,1,0,1,1,0,1,1,1,1,0
3094117395,0,1,0,1,0,1,1,0,1,1,1,1,0
3094628644,0,1,0,1,0,1,1,0,1,1,1,1,0
3095128681,0,1,0,1,0,1,1,0,1,1,1,1,0
3095639399,0,1,0,1,0,1,1,0,1,1,1,1,0
3096141938,0,1,0,1,0,1,1,0,1,1,1,1,0
3096652411,0,1,0,1,0,1,1,0,1,1,1,1,0
3097162310,0,1,0,1,0,1,1,0,1,1,1,1,0
3097662465,0,1,0,1,0,1,1,0,1,1,1,1,0
3098172535,0,1,0,1,0,1,1,0,1,1,1,1,0
3098683350,0,1,0,1,0,1,1,0,1,1,1,1,0
3099194302,0,1,0,1,0,1,1,0,1,1,1,1,0
3099704458,0,1,0,1,0,1,1,0,1,1,1,1,0
3100214276,0,1,0,1,0,1,1,0,1,1,1,1,0
3100714480,0,1,0,1,0,1,1,0,1,1,1,1,0
3101226161,0,1,0,1,0,1,1,0,1,1,1,1,0
3101737280,0,1,0,1,0,1,1,0,1,1,1,1,0
3102238278,0,1,0,1,0,1,1,0,1,1,1,1,0
3102748279,0,1,0,1,0,1,1,0,1,1,1,1,0
3103248680,0,1,0,1,0,1,1,0,1,1,1,1,0
3103758279,0,1,0,1,0,1,1,0,1,1,1,1,0
3104269280,0,1,0,1,0,1,1,0,1,1,1,1,0
3104779357,0,1,0,1,0,1,1,0,1,1,1,1,0
3105280327,0,1,0,1,0,1,1,0,1,1,1,1,0
3105791523,0,1,0,1,0,1,1,0,1,1,1,1,0
3106302280,0,1,0,1,0,1,1,0,1,1,1,1,0
3106812418,0,1,0,1,0,1,1,0,1,1,1,1,0
3107323353,0,1,0,1,0,1,1,0,1,1,1,1,0
3107833283,0,1,0,1,0,1,1,0,1,1,1,1,0
3108334188,0,1,0,1,0,1,1,0,1,1,1,1,0
3108834394,0,1,0,1,0,1,1,0,1,1,1,1,0
3109345457,0,1,0,1,0,1,1,0,1,1,1,1,0
3109855437,0,1,0,1,0,1,1,0,1,1,1,1,0
3110355472,0,1,0,1,0,1,1,0,1,1,1,1,0
3110865774,0,1,0,1,0,1,1,0,1,1,1,1,0
3111377674,0,1,0,1,0,1,1,0,1,1,1,1,0
3111887277,0,1,0,1,0,1,1,0,1,1,1,1,0
3112398279,0,1,0,1,0,1,1,0,1,1,1,1,0
3112908735,0,1,0,1,0,1,1,0,1,1,1,1,0
3113419279,0,1,0,1,0,1,1,0,1,1,1,1,0
3113919370,0,1,0,1,0,1,1,0,1,1,1,1,0
3114429308,0,1,0,1,0,1,1,0,1,1,1,1,0
3114940022,0,1,0,1,0,1,1,0,1,1,1,1,0
3115440403,0,1,0,1,0,1,1,0,1,1,1,1,0
3115951902,0,1,0,1,0,1,1,0,1,1,1,1,0
3116462651,0,1,0,1,0,1,1,0,1,1,1,1,0
3116965632,0,1,0,1,0,1,1,0,1,1,1,1,0
3117476318,0,1,0,1,0,1,1,0,1,1,1,1,0
3117986279,0,1,0,1,0,1,1,0,1,1,1,1,0
3118497454,0,1,0,1,0,1,1,0,1,1,1,1,0
3119007601,0,1,0,1,0,1,1,0,1,1,1,1,0
3119519582,0,1,0,1,0,1,1,0,1,1,1,1,0
3120030319,0,1,0,1,0,1,1,0,1,1,1,1,0
3120540496,0,1,0,1,0,1,1,0,1,1,1,1,0
3121050279,0,1,0,1,0,1,1,0,1,1,1,1,0
3121561590,0,1,0,1,0,1,1,0,1,1,1,1,0
3122072279,0,1,0,1,0,1,1,0,1,1,1,1,0
3122582559,0,1,0,1,0,1,1,0,1,1,1,1,0
3123085755,0,1,0,1,0,1,1,0,1,1,1,1,0
3123595970,0,1,0,1,0,1,1,0,1,1,1,1,0
3124106320,0,1,0,1,0,1,1,0,1,1,1,1,0
3124616303,0,1,0,1,0,1,1,0,1,1,1,1,0
3125127794,0,1,0,1,0,1,1,0,1,1,1,1,0
3125637370,0,1,0,1,0,1,1,0,1,1,1,1,0
3126148400,0,1,0,1,0,1,1,0,1,1,1,1,0
3126648844,0,1,0,1,0,1,1,0,1,1,1,1,0
3127159311,0,1,0,1,0,1,1,0,1,1,1,1,0
3127669318,0,1,0,1,0,1,1,0,1,1,1,1,0
3128181443,0,1,0,1,0,1,1,0,1,1,1,1,0
3128691292,0,1,0,1,0,1,1,0,1,1,1,1,0
3129191383,0,1,0,1,0,1,1,0,1,1,1,1,0
3129702277,0,1,0,1,0,1,1,0,1,1,1,1,0
3130213206,0,1,0,1,0,1,1,0,1,1,1,1,0
3130722356,0,1,0,1,0,1,1,0,1,1,1,1,0
3131233279,0,1,0,1,0,1,1,0,1,1,1,1,0
3131743335,0,1,0,1,0,1,1,0,1,1,1,1,0
3132254720,0,1,0,1,0,1,1,0,1,1,1,1,0
3132765958,0,1,0,1,0,1,1,0,1,1,1,1,0
3133276687,0,1,0,1,0,1,1,0,1,1,1,1,0
3133787336,0,1,0,1,0,1,1,0,1,1,1,1,0
3134297448,0,1,0,1,0,1,1,0,1,1,1,1,0
3134798495,0,1,0,1,0,1,1,0,1,1,1,1,0
3135309309,0,1,0,1,0,1,1,0,1,1,1,1,0
3135820276,0,1,0,1,0,1,1,0,1,1,1,1,0
3136330541,0,1,0,1,0,1,1,0,1,1,1,1,0
3136832036,0,1,0,1,0,1,1,0,1,1,1,1,0
3137342764,0,1,0,1,0,1,1,0,1,1,1,1,0
3137853278,0,1,0,1,0,1,1,0,1,1,1,1,0
3138363322,0,1,0,1,0,1,1,0,1,1,1,1,0
3138874705,0,1,0,1,0,1,1,0,1,1,1,1,0
3139384280,0,1,0,1,0,1,1,0,1,1,1,1,0
3139895392,0,1,0,1,0,1,1,0,1,1,1,1,0
3140405939,0,1,0,1,0,1,1,0,1,1,1,1,0
3140916323,0,1,0,1,0,1,1,0,1,1,1,1,0
3141426279,0,1,0,1,0,1,1,0,1,1,1,1,0
3141938461,0,1,0,1,0,1,1,0,1,1,1,1,0
3142438551,0,1,0,1,0,1,1,0,1,1,1,1,0
3142948277,0,1,0,1,0,1,1,0,1,1,1,1,0
3143458562,0,1,0,1,0,1,1,0,1,1,1,1,0
3143969320,0,1,0,1,0,1,1,0,1,1,1,1,0
3144469574,0,1,0,1,0,1,1,0,1,1,1,1,0
3144979278,0,1,0,1,0,1,1,0,1,1,1,1,0
3145480880,0,1,0,1,0,1,1,0,1,1,1,1,0
3145991421,0,1,0,1,0,1,1,0,1,1,1,1,0
3146501385,0,1,0,1,0,1,1,0,1,1,1,1,0
3147013573,0,1,0,1,0,1,1,0,1,1,1,1,0
3147514277,0,1,0,1,0,1,1,0,1,1,1,1,0
3148024476,0,1,0,1,0,1,1,0,1,1,1,1,0
3148534280,0,1,0,1,0,1,1,0,1,1,1,1,0
3149045390,0,1,0,1,0,1,1,0,1,1,1,1,0
3149555555,0,1,0,1,0,1,1,0,1,1,1,1,0
3150066325,0,1,0,1,0,1,1,0,1,1,1,1,0
3150577357,0,1,0,1,0,1,1,0,1,1,1,1,0
3151087319,0,1,0,1,0,1,1,0,1,1,1,1,0
3151588162,0,1,0,1,0,1,1,0,1,1,1,1,0
3152098866,0,1,0,1,0,1,1,0,1,1,1,1,0
3152609319,0,1,0,1,0,1,1,0,1,1,1,1,0
3153119301,0,1,0,1,0,1,1,0,1,1,1,1,0
3153621379,0,1,0,1,0,1,1,0,1,1,1,1,0
3154131451,0,1,0,1,0,1,1,0,1,1,1,1,0
3154642280,0,1,0,1,0,1,1,0,1,1,1,1,0
3155152319,0,1,0,1,0,1,1,0,1,1,1,1,0
3155652475,0,1,0,1,0,1,1,0,1,1,1,1,0
3156162276,0,1,0,1,0,1,1,0,1,1,1,1,0
3156663392,0,1,0,1,0,1,1,0,1,1,1,1,0
3157165419,0,1,0,1,0,1,1,0,1,1,1,1,0
3157675509,0,1,0,1,0,1,1,0,1,1,1,1,0
3158186507,0,1,0,1,0,1,1,0,1,1,1,1,0
3158697328,0,1,0,1,0,1,1,0,1,1,1,1,0
3159208279,0,1,0,1,0,1,1,0,1,1,1,1,0
3159708441,0,1,0,1,0,1,1,0,1,1,1,1,0
3160218291,0,1,0,1,0,1,1,0,1,1,1,1,0
3160729620,0,1,0,1,0,1,1,0,1,1,1,1,0
3161240130,0,1,0,1,0,1,1,0,1,1,1,1,0
3161750388,0,1,0,1,0,1,1,0,1,1,1,1,0
3162260572,0,1,0,1,0,1,1,0,1,1,1,1,0
3162761280,0,1,0,1,0,1,1,0,1,1,1,1,0
3163271678,0,1,0,1,0,1,1,0,1,1,1,1,0
3163781287,0,1,0,1,0,1,1,0,1,1,1,1,0
3164281962,0,1,0,1,0,1,1,0,1,1,1,1,0
3164791279,0,1,0,1,0,1,1,0,1,1,1,1,0
3165293382,0,1,0,1,0,1,1,0,1,1,1,1,0
3165803279,0,1,0,1,0,1,1,0,1,1,1,1,0
3166304813,0,1,0,1,0,1,1,0,1,1,1,1,0
3166814814,0,1,0,1,0,1,1,0,1,1,1,1,0
3167325413,0,1,0,1,0,1,1,0,1,1,1,1,0
3167835555,0,1,0,1,0,1,1,0,1,1,1,1,0
3168346280,0,1,0,1,0,1,1,0,1,1,1,1,0
3168846561,0,1,0,1,0,1,1,0,1,1,1,1,0
3169357278,0,1,0,1,0,1,1,0,1,1,1,1,0
3169867380,0,1,0,1,0,1,1,0,1,1,1,1,0
3170367423,0,1,0,1,0,1,1,0,1,1,1,1,0
3170877383,0,1,0,1,0,1,1,0,1,1,1,1,0
3171377528,0,1,0,1,0,1,1,0,1,1,1,1,0
3171889125,0,1,0,1,0,1,1,0,1,1,1,1,0
3172399678,0,1,0,1,0,1,1,0,1,1,1,1,0
3172910279,0,1,0,1,0,1,1,0,1,1,1,1,0
3173420278,0,1,0,1,0,1,1,0,1,1,1,1,0
3173930278,0,1,0,1,0,1,1,0,1,1,1,1,0
3174441531,0,1,0,1,0,1,1,0,1,1,1,1,0
3174952320,0,1,0,1,0,1,1,0,1,1,1,1,0
3175452378,0,1,0,1,0,1,1,0,1,1,1,1,0
3175962280,0,1,0,1,0,1,1,0,1,1,1,1,0
3176473278,0,1,0,1,0,1,1,0,1,1,1,1,0
3176984230,0,1,0,1,0,1,1,0,1,1,1,1,0
3177494829,0,1,0,1,0,1,1,0,1,1,1,1,0
3178005391,0,1,0,1,0,1,1,0,1,1,1,1,0
3178515994,0,1,0,1,0,1,1,0,1,1,1,1,0
3179027198,0,1,0,1,0,1,1,0,1,1,1,1,0
3179528553,0,1,0,1,0,1,1,0,1,1,1,1,0
3180029314,0,1,0,1,0,1,1,0,1,1,1,1,0
3180538356,0,1,0,1,0,1,1,0,1,1,1,1,0
3181049331,0,1,0,1,0,1,1,0,1,1,1,1,0
3181549967,0,1,0,1,0,1,1,0,1,1,1,1,0
3182060482,0,1,0,1,0,1,1,0,1,1,1,1,0
3182570312,0,1,0,1,0,1,1,0,1,1,1,1,0
3183070393,0,1,0,1,0,1,1,0,1,1,1,1,0
3183581344,0,1,0,1,0,1,1,0,1,1,1,1,0
3184091421,0,1,0,1,0,1,1,0,1,1,1,1,0
3184591564,0,1,0,1,0,1,1,0,1,1,1,1,0
3185101279,0,1,0,1,0,1,1,0,1,1,1,1,0
3185601329,0,1,0,1,0,1,1,0,1,1,1,1,0
3186102412,0,1,0,1,0,1,1,0,1,1,1,1,0
3186613461,0,1,0,1,0,1,1,0,1,1,1,1,0
3187123729,0,1,0,1,0,1,1,0,1,1,1,1,0
3187624233,0,1,0,1,0,1,1,0,1,1,1,1,0
3188125746,0,1,0,1,0,1,1,0,1,1,1,1,0
3188636341,0,1,0,1,0,1,1,0,1,1,1,1,0
3189146322,0,1,0,1,0,1,1,0,1,1,1,1,0
3189657318,0,1,0,1,0,1,1,0,1,1,1,1,0
3190160277,0,1,0,1,0,1,1,0,1,1,1,1,0
3190671594,0,1,0,1,0,1,1,0,1,1,1,1,0
3191181965,0,1,0,1,0,1,1,0,1,1,1,1,0
3191692320,0,1,0,1,0,1,1,0,1,1,1,1,0
3192203321,0,1,0,1,0,1,1,0,1,1,1,1,0
3192713303,0,1,0,1,0,1,1,0,1,1,1,1,0
3193213444,0,1,0,1,0,1,1,0,1,1,1,1,0
3193724277,0,1,0,1,0,1,1,0,1,1,1,1,0
3194233920,0,1,0,1,0,1,1,0,1,1,1,1,0
3194744478,0,1,0,1,0,1,1,0,1,1,1,1,0
3195255470,0,1,0,1,0,1,1,0,1,1,1,1,0
3195765393,0,1,0,1,0,1,1,0,1,1,1,1,0
3196266170,0,1,0,1,0,1,1,0,1,1,1,1,0
3196777475,0,1,0,1,0,1,1,0,1,1,1,1,0
3197287319,0,1,0,1,0,1,1,0,1,1,1,1,0
3197797408,0,1,0,1,0,1,1,0,1,1,1,1,0
3198309198,0,1,0,1,0,1,1,0,1,1,1,1,0
3198809279,0,1,0,1,0,1,1,0,1,1,1,1,0
3199309395,0,1,0,1,0,1,1,0,1,1,1,1,0
3199819540,0,1,0,1,0,1,1,0,1,1,1,1,0
3200330739,0,1,0,1,0,1,1,0,1,1,1,1,0
3200840278,0,1,0,1,0,1,1,0,1,1,1,1,0
3201350277,0,1,0,1,0,1,1,0,1,1,1,1,0
3201862112,0,1,0,1,0,1,1,0,1,1,1,1,0
3202372322,0,1,0,1,0,1,1,0,1,1,1,1,0
3202883278,0,1,0,1,0,1,1,0,1,1,1,1,0
3203393359,0,1,0,1,0,1,1,0,1,1,1,1,0
3203893548,0,1,0,1,0,1,1,0,1,1,1,1,0
3204403279,0,1,0,1,0,1,1,0,1,1,1,1,0
3204913488,0,1,0,1,0,1,1,0,1,1,1,1,0
3205424340,0,1,0,1,0,1,1,0,1,1,1,1,0
3205935426,0,1,0,1,0,1,1,0,1,1,1,1,0
3206445388,0,1,0,1,0,1,1,0,1,1,1,1,0
3206946844,0,1,0,1,0,1,1,0,1,1,1,1,0
3207456896,0,1,0,1,0,1,1,0,1,1,1,1,0
3207967280,0,1,0,1,0,1,1,0,1,1,1,1,0
3208477302,0,1,0,1,0,1,1,0,1,1,1,1,0
