timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
3050994247,3050994039,3932170,0.31172505,0.22936453,-9.989568,38.70869,0,0,0,0,5
3051995070,3051994700,3932170,0.3251326,0.2681506,-9.982385,38.75765,0,0,0,0,5
3052994308,3052994110,3932170,0.3476381,0.24612394,-9.995314,38.70869,0,0,0,0,5
3053993723,3053993521,3932170,0.38594532,0.30645782,-9.973765,38.90453,0,0,0,0,5
3054995975,3054995433,3932170,0.33279404,0.23750481,-9.974723,39.051407,0,0,0,0,5
3055996292,3055996096,3932170,0.33183637,0.227928,-9.963231,38.75765,0,0,0,0,5
3056993202,3056993005,3932170,0.35625723,0.260968,-10.025002,38.70869,0,0,0,0,5
3057995122,3057994926,3932170,0.39025488,0.27820623,-10.047507,38.659733,0,0,0,0,5
3058995808,3058995582,3932170,0.34811693,0.29496565,-9.962274,38.561813,0,0,0,0,5
3059992698,3059992492,3932170,0.30933085,0.25378537,-9.956528,38.70869,0,0,0,0,5
3060994610,3060994406,3932170,0.4132392,0.23989901,-9.988131,38.855568,0,0,0,0,5
3061995427,3061995069,3932170,0.04070143,0.2480393,-9.862196,38.659733,0,0,0,0,5
3062993462,3062993231,3932170,0.3313575,0.2705448,-9.968977,39.051407,0,0,0,0,5
3063994094,3063993895,3932170,0.29257146,0.2858677,-9.994835,38.90453,0,0,0,0,5
3064995030,3064994559,3932170,0.35194767,0.2873042,-9.988609,38.659733,0,0,0,0,5
3065995428,3065995231,3932170,0.39408562,0.28491,-9.969456,38.659733,0,0,0,0,5
3066993587,3066993387,3932170,0.34955347,0.2681506,-10.00489,38.75765,0,0,0,0,5
3067994258,3067994054,3932170,0.39935285,0.26671407,-9.962274,39.00245,0,0,0,0,5
3068994969,3068994716,3932170,0.60094464,0.1862689,-9.995314,38.463894,0,0,0,0,5
3069996833,3069996636,3932170,0.2681506,0.27246016,-10.010158,39.00245,0,0,0,0,5
3070993747,3070993545,3932170,0.40270475,0.23654713,-9.9440775,39.00245,0,0,0,0,5
3071994618,3071994215,3932170,0.3643975,0.26767176,-10.022128,39.051407,0,0,0,0,5
3072995080,3072994876,3932170,0.40653545,0.13551182,-9.919657,38.659733,0,0,0,0,5
3073993254,3073993041,3932170,0.39983168,0.28203696,-9.975681,38.659733,0,0,0,0,5
3074994159,3074993708,3932170,0.34093434,0.28155813,-9.997707,38.90453,0,0,0,0,5
3075995820,3075995625,3932170,0.2657564,0.25426424,-9.957485,38.855568,0,0,0,0,5
3076996489,3076996292,3932170,0.30789435,0.272939,-10.01351,38.90453,0,0,0,0,5
3077993408,3077993206,3932170,0.32130188,0.24037786,-9.986216,39.00245,0,0,0,0,5
3078994095,3078993873,3932170,0.33614594,0.2576161,-9.96371,38.90453,0,0,0,0,5
3079995995,3079995793,3932170,0.35290533,0.29113492,-9.997229,39.051407,0,0,0,0,5
3080992910,3080992707,3932170,0.3643975,0.20254947,-9.993398,39.051407,0,0,0,0,5
3081993700,3081993375,3932170,0.33518824,0.2882619,-9.941683,38.90453,0,0,0,0,5
3082995495,3082995296,3932170,0.35051113,0.26671407,-9.990525,39.10037,0,0,0,0,5
3083992411,3083992210,3932170,0.353863,0.21404164,-9.925881,39.10037,0,0,0,0,5
3084993338,3084992878,3932170,0.37445316,0.27581203,-10.070012,39.00245,0,0,0,0,5
3085994996,3085994798,3932170,0.31555578,0.20925324,-9.969934,38.855568,0,0,0,0,5
3086995707,3086995468,3932170,0.37397432,0.29352912,-9.957964,39.00245,0,0,0,0,5
3087992584,3087992384,3932170,0.3500323,0.27006596,-9.989568,39.00245,0,0,0,0,5
3088994501,3088994305,3932170,0.3548207,0.27676973,-9.988131,39.051407,0,0,0,0,5
3089995170,3089994973,3932170,0.3241749,0.23654713,-9.987652,39.00245,0,0,0,0,5
3090997095,3090996894,3932170,0.37445316,0.24995466,-9.970893,38.855568,0,0,0,0,5
3091992952,3091992443,3932170,0.18818426,0.3251326,-9.855492,39.051407,0,0,0,0,5
3092994682,3092994482,3932170,0.28299466,0.23989901,-9.978075,39.247246,0,0,0,0,5
3093995354,3093995152,3932170,0.29975405,0.24133554,-9.94312,39.10037,0,0,0,0,5
3094993816,3094993196,3932170,0.374932,0.27102363,-9.942641,39.051407,0,0,0,0,5
3095994187,3095993992,3932170,0.3337517,0.24181437,-9.9550905,39.00245,0,0,0,0,5
3096994864,3096994663,3932170,0.30358478,0.27198133,-9.970893,39.051407,0,0,0,0,5
3097995533,3097995334,3932170,0.3667917,0.24468742,-9.967541,39.10037,0,0,0,0,5
3098993704,3098993504,3932170,0.1934515,0.26384103,-9.8981085,39.198288,0,0,0,0,5
3099994381,3099994176,3932170,0.39408562,0.24564509,-9.9900465,39.00245,0,0,0,0,5
3100995049,3100994847,3932170,0.37349546,0.27006596,-10.003933,39.198288,0,0,0,0,5
3101993326,3101993017,3932170,0.31747115,0.26767176,-9.95126,39.198288,0,0,0,0,5
