timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
3050105353,3050105110,-0.0006338549,0.0017837941,-0.00084474357,-0.1286712,-0.15152259,0.10449571
3050106604,3050106359,-0.00060764095,0.002464375,-0.0010336163,-0.09678701,-0.008508479,0.05089479
3050127825,3050127589,0.00088063953,-0.005381833,0.0013289601,0.0842617,-0.41717988,0.05999584
3050145312,3050145072,0.0008945358,-0.0029053632,0.0006220015,-0.013452163,0.0315509,0.023173094
3050166542,3050166302,0.00064806966,0.004719084,-0.0014017802,0.08762745,0.30986753,-0.08931179
3050187770,3050187531,0.00041952962,-0.0007326306,0.00085739605,0.009386074,-0.42863142,0.20612131
3050205261,3050205014,-0.0006814543,-0.0049001467,0.00097651547,-0.13352542,-0.32997784,0.017871406
3050226482,3050226244,0.0010524024,-0.0007974872,-0.0012727766,0.13998835,0.24269176,-0.061861992
3050247728,3050247473,-0.00024359906,0.003391649,-1.0110438e-05,-0.032465,0.102465935,0.07610655
3050267738,3050267454,0.0008360422,0.001460692,0.00010536844,0.0068919505,-0.12496324,0.0057587856
3050285267,3050284937,0.00024343515,-0.0019632857,-0.00049713766,-0.044535775,-0.01698266,-0.125684
3050306528,3050306166,-0.0016822745,-0.0038944501,0.0003551948,-0.07833783,-0.109350145,0.055593926
3050327777,3050327396,0.0023533064,0.0024504047,-0.0009048106,0.19765085,0.2954482,-0.109223984
3050345308,3050344879,-0.00028626667,0.0032758974,-0.0014731786,0.0031050716,0.012359663,-0.04812644
3050366355,3050366109,-0.00074278517,-0.0010708546,2.3199245e-06,0.013333185,-0.15009455,0.10314459
3050387577,3050387338,-4.3477397e-05,-0.0026117042,0.00017417641,0.020650832,0.036565676,-0.022881614
3050408827,3050408568,-0.0009923954,0.00317511,-7.0762355e-05,-0.09719815,0.34802252,0.062236212
3050426302,3050426051,0.00078822253,0.0041193846,-0.00057473406,0.15356614,0.114841014,0.003370724
3050446274,3050446031,-9.8640565e-05,-0.0014297395,0.00094392383,-0.028123543,-0.26807618,0.046091337
3050467498,3050467261,-0.0006019692,-0.0013432141,0.00037781196,-0.056110684,0.22753373,0.019155
3050484995,3050484744,-0.0003146776,0.0032948884,-0.00027652178,-0.13239059,0.38741234,-0.035153985
3050506211,3050505973,-0.0005584932,0.0011381981,0.00048029842,0.0013517493,-0.35994685,0.038066205
3050527441,3050527203,0.00082405144,0.0023692576,0.00042109052,0.073769234,0.2237311,-0.025638193
3050548675,3050548432,9.780459e-05,-0.0006779969,6.16021e-05,-0.061108183,-0.2132995,0.053578556
3050566155,3050565916,-0.0018305575,-0.0013102636,0.0013035687,-0.095753096,-0.16379513,0.107670605
3050586137,3050585896,0.0019754656,0.002023316,0.000101813814,0.17916274,0.24288723,-0.11911815
3050607364,3050607126,-0.0017817222,-7.059763e-05,-0.00053963414,-0.20357771,-0.35582122,-0.009687428
3050624849,3050624609,-0.0015749807,-0.003208029,0.0008314641,0.07507444,-0.31025004,0.11851382
3050646088,3050645838,0.0008084605,-0.00031912012,-0.00079988106,0.028392728,0.32963863,-0.13309503
3050667313,3050667068,-0.0009754185,0.003040878,0.0003348624,-0.14322509,0.02798162,0.11014443
3050688544,3050688297,-0.00025177852,0.0004960742,-0.00015472923,0.049294036,-0.12126231,-0.044471942
3050706018,3050705780,0.00056918047,-0.00035860145,-0.00035784743,0.19962253,-0.048777685,-0.007888445
3050727251,3050727010,-0.0015517535,0.0002537124,0.0002222585,-0.15398611,0.23200238,-0.018406648
3050747233,3050746991,0.00013949524,0.0036055888,-0.0005765676,0.21903649,0.21774055,-0.06912409
3050764719,3050764474,0.0008597801,0.00067446695,-0.00023472984,-0.015624187,-0.20183872,-0.0006835338
3050785953,3050785703,-0.0011210024,-0.0014258163,0.0009881768,-0.02120768,-0.04614412,0.067665555
3050807171,3050806933,-0.00014625408,0.00062508124,-0.00043929624,0.07855824,-0.052893493,-0.10182955
3050828402,3050828162,-0.0017551511,4.4166693e-05,0.00025538192,-0.14978287,0.06111517,0.05742872
3050845882,3050845645,-0.00022616715,0.0013553927,-0.00018477044,0.012220341,0.22580177,-0.005384526
3050867114,3050866875,-0.0010602424,0.0018967182,-0.0006004025,-0.0496255,-0.121469885,0.005076066
