timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
3057901817,3670026,3670026,3932170,0,0,0.03359362,0.03359361,0.0,0.0,3670026,3670026,3932170,0,0,0.0016620703,0.0016620703,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3058106686,3670026,3670026,3932170,0,0,0.033281714,0.033281714,0.0,0.0,3670026,3670026,3932170,0,0,0.0018874209,0.0018874208,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3058306497,3670026,3670026,3932170,0,0,0.033570316,0.03357029,0.0,0.0,3670026,3670026,3932170,0,0,0.0020233153,0.0020233155,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3058506283,3670026,3670026,3932170,0,0,0.03264249,0.0326425,0.0,0.0,3670026,3670026,3932170,0,0,0.0018797646,0.0018797646,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3058706076,3670026,3670026,3932170,0,0,0.03261671,0.032616705,0.0,0.0,3670026,3670026,3932170,0,0,0.0017088351,0.0017088351,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3058905909,3670026,3670026,3932170,0,0,0.032600306,0.032600313,0.0,0.0,3670026,3670026,3932170,0,0,0.0019096985,0.0019096985,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3059105649,3670026,3670026,3932170,0,0,0.035139207,0.035139214,0.0,0.0,3670026,3670026,3932170,0,0,0.0018127991,0.0018127991,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3059305501,3670026,3670026,3932170,0,0,0.03425536,0.03425537,0.0,0.0,3670026,3670026,3932170,0,0,0.0018427483,0.0018427483,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3059505360,3670026,3670026,3932170,0,0,0.032332383,0.032332398,0.0,0.0,3670026,3670026,3932170,0,0,0.0018591195,0.0018591195,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3059705146,3670026,3670026,3932170,0,0,0.03386548,0.03386547,0.0,0.0,3670026,3670026,3932170,0,0,0.001966695,0.001966695,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3059904888,3670026,3670026,3932170,0,0,0.03276096,0.032760955,0.0,0.0,3670026,3670026,3932170,0,0,0.0018079245,0.0018079244,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3060104778,3670026,3670026,3932170,0,0,0.039018888,0.039018888,0.0,0.0,3670026,3670026,3932170,0,0,0.00199827,0.00199827,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3060304616,3670026,3670026,3932170,0,0,0.035332248,0.035332233,0.0,0.0,3670026,3670026,3932170,0,0,0.0021055695,0.0021055695,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3060504370,3670026,3670026,3932170,0,0,0.033779595,0.033779595,0.0,0.0,3670026,3670026,3932170,0,0,0.0017235617,0.0017235617,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3060704168,3670026,3670026,3932170,0,0,0.03162422,0.03162422,0.0,0.0,3670026,3670026,3932170,0,0,0.0017250979,0.0017250979,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3060908925,3670026,3670026,3932170,0,0,0.03199055,0.03199057,0.0,0.0,3670026,3670026,3932170,0,0,0.0017554736,0.0017554737,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3061103900,3670026,3670026,3932170,0,0,0.03529433,0.03529433,0.0,0.0,3670026,3670026,3932170,0,0,0.0021390228,0.0021390228,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3061303596,3670026,3670026,3932170,0,0,0.031098742,0.03109874,0.0,0.0,3670026,3670026,3932170,0,0,0.001863906,0.001863906,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3061503376,3670026,3670026,3932170,0,0,0.03241159,0.032411586,0.0,0.0,3670026,3670026,3932170,0,0,0.0020019647,0.0020019647,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3061703181,3670026,3670026,3932170,0,0,0.033084705,0.033084698,0.0,0.0,3670026,3670026,3932170,0,0,0.0020421592,0.0020421592,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3061903020,3670026,3670026,3932170,0,0,0.030921035,0.030921038,0.0,0.0,3670026,3670026,3932170,0,0,0.001843919,0.0018439188,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3062102801,3670026,3670026,3932170,0,0,0.031775486,0.031775516,0.0,0.0,3670026,3670026,3932170,0,0,0.0018394733,0.0018394735,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3062307564,3670026,3670026,3932170,0,0,0.032123446,0.032123428,0.0,0.0,3670026,3670026,3932170,0,0,0.001992768,0.0019927681,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3062507380,3670026,3670026,3932170,0,0,0.03182701,0.031827044,0.0,0.0,3670026,3670026,3932170,0,0,0.0018519552,0.0018519552,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3062707327,3670026,3670026,3932170,0,0,0.033753533,0.03375354,0.0,0.0,3670026,3670026,3932170,0,0,0.0019616147,0.0019616147,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3062907013,3670026,3670026,3932170,0,0,0.035329882,0.03532988,0.0,0.0,3670026,3670026,3932170,0,0,0.0017946035,0.0017946035,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3063106823,3670026,3670026,3932170,0,0,0.036300093,0.0363001,0.0,0.0,3670026,3670026,3932170,0,0,0.0021824068,0.0021824068,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3063306626,3670026,3670026,3932170,0,0,0.036249656,0.036249664,0.0,0.0,3670026,3670026,3932170,0,0,0.0019692099,0.0019692099,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3063501482,3670026,3670026,3932170,0,0,0.036383502,0.03638351,0.0,0.0,3670026,3670026,3932170,0,0,0.0018702074,0.0018702076,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3063706345,3670026,3670026,3932170,0,0,0.036142282,0.036142267,0.0,0.0,3670026,3670026,3932170,0,0,0.0021058193,0.0021058193,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3063906029,3670026,3670026,3932170,0,0,0.034063354,0.034063347,0.0,0.0,3670026,3670026,3932170,0,0,0.00178098,0.00178098,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3064105931,3670026,3670026,3932170,0,0,0.033892717,0.033892717,0.0,0.0,3670026,3670026,3932170,0,0,0.0018143902,0.0018143902,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3064305703,3670026,3670026,3932170,0,0,0.03023135,0.030231355,0.0,0.0,3670026,3670026,3932170,0,0,0.0017623322,0.0017623322,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3064505462,3670026,3670026,3932170,0,0,0.03291344,0.032913428,0.0,0.0,3670026,3670026,3932170,0,0,0.0018331578,0.0018331577,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3064705302,3670026,3670026,3932170,0,0,0.032797296,0.0327973,0.0,0.0,3670026,3670026,3932170,0,0,0.0018836344,0.0018836345,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3064905172,3670026,3670026,3932170,0,0,0.030318175,0.030318182,0.0,0.0,3670026,3670026,3932170,0,0,0.0019140155,0.0019140156,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3065104942,3670026,3670026,3932170,0,0,0.033548668,0.033548653,0.0,0.0,3670026,3670026,3932170,0,0,0.0016932782,0.0016932782,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3065304709,3670026,3670026,3932170,0,0,0.03311731,0.03311731,0.0,0.0,3670026,3670026,3932170,0,0,0.0018161329,0.0018161329,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3065504494,3670026,3670026,3932170,0,0,0.033515275,0.033515275,0.0,0.0,3670026,3670026,3932170,0,0,0.0019198438,0.0019198438,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3065704487,3670026,3670026,3932170,0,0,0.03196005,0.031960055,0.0,0.0,3670026,3670026,3932170,0,0,0.0018220396,0.0018220397,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3065904184,3670026,3670026,3932170,0,0,0.032672152,0.032672167,0.0,0.0,3670026,3670026,3932170,0,0,0.0017314875,0.0017314875,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3066103925,3670026,3670026,3932170,0,0,0.030814242,0.030814242,0.0,0.0,3670026,3670026,3932170,0,0,0.001890268,0.001890268,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3066303723,3670026,3670026,3932170,0,0,0.03434917,0.034349173,0.0,0.0,3670026,3670026,3932170,0,0,0.0020425427,0.0020425427,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3066508608,3670026,3670026,3932170,0,0,0.030384313,0.03038431,0.0,0.0,3670026,3670026,3932170,0,0,0.0017427462,0.0017427463,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3066708495,3670026,3670026,3932170,0,0,0.029688573,0.029688576,0.0,0.0,3670026,3670026,3932170,0,0,0.001793903,0.001793903,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3066903142,3670026,3670026,3932170,0,0,0.03402683,0.034026828,0.0,0.0,3670026,3670026,3932170,0,0,0.0016598736,0.0016598735,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3067102952,3670026,3670026,3932170,0,0,0.030407038,0.030407036,0.0,0.0,3670026,3670026,3932170,0,0,0.0018968838,0.0018968838,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3067302818,3670026,3670026,3932170,0,0,0.028718691,0.028718699,0.0,0.0,3670026,3670026,3932170,0,0,0.0019132819,0.0019132819,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3067502589,3670026,3670026,3932170,0,0,0.033464625,0.033464614,0.0,0.0,3670026,3670026,3932170,0,0,0.0019720127,0.0019720127,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3067702409,3670026,3670026,3932170,0,0,0.033286575,0.033286583,0.0,0.0,3670026,3670026,3932170,0,0,0.0019805438,0.0019805438,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3067907179,3670026,3670026,3932170,0,0,0.035395227,0.03539522,0.0,0.0,3670026,3670026,3932170,0,0,0.0018776204,0.0018776204,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3068107047,3670026,3670026,3932170,0,0,0.033772025,0.033772033,0.0,0.0,3670026,3670026,3932170,0,0,0.001787554,0.0017875541,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3068306819,3670026,3670026,3932170,0,0,0.03007076,0.03007076,0.0,0.0,3670026,3670026,3932170,0,0,0.0018487964,0.0018487964,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3068506597,3670026,3670026,3932170,0,0,0.031049065,0.031049052,0.0,0.0,3670026,3670026,3932170,0,0,0.0018268307,0.0018268307,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3068706443,3670026,3670026,3932170,0,0,0.03179535,0.031795353,0.0,0.0,3670026,3670026,3932170,0,0,0.0018948291,0.001894829,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3068906285,3670026,3670026,3932170,0,0,0.031261902,0.031261906,0.0,0.0,3670026,3670026,3932170,0,0,0.0017861491,0.0017861492,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3069106096,3670026,3670026,3932170,0,0,0.03359952,0.033599526,0.0,0.0,3670026,3670026,3932170,0,0,0.0019901155,0.0019901157,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3069305829,3670026,3670026,3932170,0,0,0.03217984,0.032179836,0.0,0.0,3670026,3670026,3932170,0,0,0.001909518,0.0019095181,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3069505734,3670026,3670026,3932170,0,0,0.032830518,0.032830536,0.0,0.0,3670026,3670026,3932170,0,0,0.0018400694,0.0018400694,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3069705594,3670026,3670026,3932170,0,0,0.033606283,0.033606287,0.0,0.0,3670026,3670026,3932170,0,0,0.0019824652,0.0019824652,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3069905271,3670026,3670026,3932170,0,0,0.033656403,0.033656426,0.0,0.0,3670026,3670026,3932170,0,0,0.0018771171,0.0018771169,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3070105070,3670026,3670026,3932170,0,0,0.033358876,0.033358872,0.0,0.0,3670026,3670026,3932170,0,0,0.0017629344,0.0017629344,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3070305015,3670026,3670026,3932170,0,0,0.031986833,0.031986836,0.0,0.0,3670026,3670026,3932170,0,0,0.0017961939,0.001796194,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3070504763,3670026,3670026,3932170,0,0,0.031888988,0.03188899,0.0,0.0,3670026,3670026,3932170,0,0,0.0019997978,0.0019997978,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3070704526,3670026,3670026,3932170,0,0,0.033216782,0.033216774,0.0,0.0,3670026,3670026,3932170,0,0,0.0018700842,0.0018700841,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3070904307,3670026,3670026,3932170,0,0,0.033643357,0.033643365,0.0,0.0,3670026,3670026,3932170,0,0,0.001926483,0.001926483,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3071104309,3670026,3670026,3932170,0,0,0.030216975,0.030216968,0.0,0.0,3670026,3670026,3932170,0,0,0.0018731992,0.0018731992,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3071303983,3670026,3670026,3932170,0,0,0.03256219,0.032562222,0.0,0.0,3670026,3670026,3932170,0,0,0.001800773,0.0018007729,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3071503716,3670026,3670026,3932170,0,0,0.033728335,0.033728328,0.0,0.0,3670026,3670026,3932170,0,0,0.0018314433,0.0018314433,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3071703541,3670026,3670026,3932170,0,0,0.032508597,0.032508623,0.0,0.0,3670026,3670026,3932170,0,0,0.0020244247,0.0020244247,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3071903405,3670026,3670026,3932170,0,0,0.033467595,0.0334676,0.0,0.0,3670026,3670026,3932170,0,0,0.0018990572,0.0018990572,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3072108182,3670026,3670026,3932170,0,0,0.03338596,0.03338594,0.0,0.0,3670026,3670026,3932170,0,0,0.00198373,0.00198373,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3072307955,3670026,3670026,3932170,0,0,0.03178773,0.03178774,0.0,0.0,3670026,3670026,3932170,0,0,0.0019577192,0.0019577192,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3072507749,3670026,3670026,3932170,0,0,0.031687427,0.031687427,0.0,0.0,3670026,3670026,3932170,0,0,0.001903491,0.001903491,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3072707640,3670026,3670026,3932170,0,0,0.032424726,0.032424714,0.0,0.0,3670026,3670026,3932170,0,0,0.0020911768,0.0020911768,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3072902442,3670026,3670026,3932170,0,0,0.031737443,0.031737447,0.0,0.0,3670026,3670026,3932170,0,0,0.0019135787,0.0019135787,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3073102179,3670026,3670026,3932170,0,0,0.032957178,0.03295716,0.0,0.0,3670026,3670026,3932170,0,0,0.0020244094,0.0020244094,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3073302020,3670026,3670026,3932170,0,0,0.033690274,0.03369029,0.0,0.0,3670026,3670026,3932170,0,0,0.0020214429,0.0020214429,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3073506859,3670026,3670026,3932170,0,0,0.029962277,0.029962275,0.0,0.0,3670026,3670026,3932170,0,0,0.001814699,0.001814699,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
