timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
3089296869,3089296811,3997730,-12.899804,34.14,101480.0,1.2057502,0
3089498038,3089497748,3997730,-13.148182,34.149998,101483.0,1.2057859,0
3089698702,3089698447,3997730,-13.063628,34.149998,101482.0,1.2057741,0
3089899438,3089899387,3997730,-13.148182,34.149998,101483.0,1.2057859,0
3090100364,3090100314,3997730,-12.81525,34.14,101479.0,1.2057383,0
3090301300,3090301248,3997730,-13.481114,34.149998,101487.0,1.2058334,0
3090502204,3090502151,3997730,-12.899804,34.149998,101480.0,1.2057502,0
3090703157,3090703064,3997730,-13.148182,34.149998,101483.0,1.2057859,0
3090904076,3090904019,3997730,-13.312005,34.149998,101485.0,1.2058097,0
3091105145,3091105075,3997730,-13.063628,34.16,101482.0,1.2057741,0
3091306001,3091305950,3997730,-13.148182,34.16,101483.0,1.2057859,0
3091496727,3091456508,3997730,-13.10062,34.16,101482.43,1.2057792,0
3091707699,3091707649,3997730,-13.148182,34.16,101483.0,1.2057859,0
3091898456,3091858278,3997730,-13.243305,34.16,101484.14,1.2057995,0
3092099430,3092059234,3997730,-13.227451,34.164288,101484.0,1.2057978,0
3092300299,3092260052,3997730,-13.243305,34.162857,101484.14,1.2057995,0
3092501238,3092460889,3997730,-13.227451,34.164288,101484.0,1.2057978,0
3092702173,3092661798,3997730,-13.148182,34.165714,101483.0,1.2057859,0
3092902893,3092862685,3997730,-13.132328,34.17,101482.86,1.2057842,0
3093103897,3093063695,3997730,-13.253875,34.17,101484.29,1.2058012,0
3093304787,3093264575,3997730,-13.132328,34.17,101482.86,1.2057842,0
3093505758,3093465581,3997730,-13.301437,34.17,101484.86,1.205808,0
3093706622,3093666430,3997730,-13.169321,34.174286,101483.29,1.2057893,0
3093817008,3093816958,3997730,-13.148182,34.17,101483.0,1.2057859,0
3094017968,3094017896,3997730,-13.063628,34.17,101482.0,1.2057741,0
3094218806,3094218754,3997730,-13.148182,34.18,101483.0,1.2057859,0
3094419834,3094419782,3997730,-13.063628,34.18,101482.0,1.2057741,0
3094620728,3094620678,3997730,-13.227451,34.18,101484.0,1.2057978,0
3094821795,3094821741,3997730,-13.148182,34.18,101483.0,1.2057859,0
3095022900,3095022679,3997730,-13.148182,34.18,101483.0,1.2057859,0
3095223632,3095223580,3997730,-13.063628,34.18,101482.0,1.2057741,0
3095424529,3095424476,3997730,-13.396561,34.18,101486.0,1.2058215,0
3095625285,3095625233,3997730,-13.396561,34.19,101486.0,1.2058215,0
3095826221,3095826146,3997730,-12.899804,34.19,101480.0,1.2057502,0
3096027083,3096027026,3997730,-12.81525,34.19,101479.0,1.2057383,0
3096227937,3096227852,3997730,-13.560384,34.19,101488.0,1.2058454,0
3096428872,3096428819,3997730,-13.396561,34.19,101486.0,1.2058215,0
3096629925,3096629855,3997730,-13.312005,34.19,101485.0,1.2058097,0
3096830841,3096830760,3997730,-13.227451,34.19,101484.0,1.2057978,0
3097031754,3097031703,3997730,-13.396561,34.19,101486.0,1.2058215,0
3097232469,3097232417,3997730,-13.312005,34.19,101485.0,1.2058097,0
3097433539,3097433482,3997730,-13.312005,34.2,101485.0,1.2058097,0
3097634548,3097634498,3997730,-13.148182,34.2,101483.0,1.2057859,0
3097835499,3097835447,3997730,-13.063628,34.2,101482.0,1.2057741,0
3098036436,3098036385,3997730,-13.227451,34.2,101484.0,1.2057978,0
3098237384,3098237332,3997730,-13.148182,34.2,101483.0,1.2057859,0
3098438299,3098438245,3997730,-13.148182,34.2,101483.0,1.2057859,0
3098639249,3098639149,3997730,-13.227451,34.2,101484.0,1.2057978,0
3098840171,3098840040,3997730,-13.063628,34.2,101482.0,1.2057741,0
3099041009,3099040959,3997730,-13.227451,34.21,101484.0,1.2057978,0
3099241762,3099241712,3997730,-13.396561,34.21,101486.0,1.2058215,0
3099442647,3099442598,3997730,-13.148182,34.21,101483.0,1.2057859,0
3099643534,3099643483,3997730,-12.899804,34.21,101480.0,1.2057502,0
3099844588,3099844535,3997730,-12.646141,34.21,101477.0,1.2057146,0
3100045515,3100045436,3997730,-13.063628,34.21,101482.0,1.2057741,0
3100246442,3100246392,3997730,-13.063628,34.21,101482.0,1.2057741,0
3100447407,3100447356,3997730,-12.979074,34.21,101481.0,1.2057621,0
3100648278,3100648203,3997730,-13.312005,34.219997,101485.0,1.2058097,0
3100849219,3100849016,3997730,-12.979074,34.219997,101481.0,1.2057621,0
3101049868,3101049816,3997730,-12.81525,34.219997,101479.0,1.2057383,0
3101250889,3101250839,3997730,-13.063628,34.219997,101482.0,1.2057741,0
3101451888,3101451839,3997730,-13.063628,34.219997,101482.0,1.2057741,0
3101652779,3101652722,3997730,-12.979074,34.219997,101481.0,1.2057621,0
3101853700,3101853649,3997730,-13.148182,34.219997,101483.0,1.2057859,0
3102054719,3102054659,3997730,-13.560384,34.219997,101488.0,1.2058454,0
3102255933,3102255537,3997730,-13.396561,34.219997,101486.0,1.2058215,0
3102456626,3102456574,3997730,-13.148182,34.23,101483.0,1.2057859,0
3102657568,3102657517,3997730,-12.81525,34.23,101479.0,1.2057383,0
3102858319,3102858268,3997730,-13.312005,34.23,101485.0,1.2058097,0
3103059422,3103059356,3997730,-13.063628,34.23,101482.0,1.2057741,0
3103260283,3103260198,3997730,-13.312005,34.23,101485.0,1.2058097,0
3103461260,3103461206,3997730,-13.148182,34.23,101483.0,1.2057859,0
3103662197,3103662146,3997730,-13.227451,34.239998,101484.0,1.2057978,0
3103863241,3103863147,3997730,-13.063628,34.23,101482.0,1.2057741,0
3104064036,3104063983,3997730,-12.899804,34.239998,101480.0,1.2057502,0
3104264975,3104264924,3997730,-13.481114,34.239998,101487.0,1.2058334,0
3104465866,3104465815,3997730,-13.481114,34.239998,101487.0,1.2058334,0
3104666627,3104666575,3997730,-13.227451,34.239998,101484.0,1.2057978,0
3104867618,3104867536,3997730,-13.148182,34.239998,101483.0,1.2057859,0
3105068416,3105068363,3997730,-13.148182,34.239998,101483.0,1.2057859,0
3105269384,3105269331,3997730,-13.312005,34.239998,101485.0,1.2058097,0
3105470307,3105470246,3997730,-13.148182,34.239998,101483.0,1.2057859,0
3105671427,3105671320,3997730,-13.227451,34.25,101484.0,1.2057978,0
3105872301,3105872251,3997730,-12.81525,34.239998,101479.0,1.2057383,0
3106073200,3106073146,3997730,-13.227451,34.25,101484.0,1.2057978,0
3106274195,3106274145,3997730,-13.481114,34.25,101487.0,1.2058334,0
3106474962,3106474898,3997730,-13.312005,34.25,101485.0,1.2058097,0
3106675986,3106675936,3997730,-12.979074,34.25,101481.0,1.2057621,0
3106876943,3106876867,3997730,-13.227451,34.25,101484.0,1.2057978,0
3107077825,3107077773,3997730,-13.148182,34.25,101483.0,1.2057859,0
3107278808,3107278757,3997730,-13.312005,34.26,101485.0,1.2058097,0
3107479803,3107479742,3997730,-13.481114,34.25,101487.0,1.2058334,0
3107680704,3107680653,3997730,-13.729492,34.26,101490.0,1.2058691,0
3107881668,3107881616,3997730,-12.979074,34.26,101481.0,1.2057621,0
3108082614,3108082563,3997730,-13.396561,34.26,101486.0,1.2058215,0
3108283440,3108283385,3997730,-13.312005,34.26,101485.0,1.2058097,0
3108484217,3108484166,3997730,-13.148182,34.26,101483.0,1.2057859,0
3108684987,3108684937,3997730,-13.227451,34.26,101484.0,1.2057978,0
3108885971,3108885921,3997730,-12.979074,34.26,101481.0,1.2057621,0
3109086888,3109086837,3997730,-13.148182,34.26,101483.0,1.2057859,0
3109287802,3109287750,3997730,-13.148182,34.26,101483.0,1.2057859,0
3109488780,3109488720,3997730,-13.227451,34.27,101484.0,1.2057978,0
3109689830,3109689709,3997730,-13.148182,34.26,101483.0,1.2057859,0
3109890678,3109890627,3997730,-13.148182,34.27,101483.0,1.2057859,0
3110091703,3110091472,3997730,-12.899804,34.27,101480.0,1.2057502,0
3110292587,3110292461,3997730,-13.312005,34.27,101485.0,1.2058097,0
3110493500,3110493425,3997730,-13.481114,34.27,101487.0,1.2058334,0
3110694456,3110694404,3997730,-13.560384,34.27,101488.0,1.2058454,0
3110895360,3110895311,3997730,-13.063628,34.27,101482.0,1.2057741,0
3111096330,3111096277,3997730,-13.148182,34.28,101483.0,1.2057859,0
3111297286,3111297221,3997730,-13.312005,34.27,101485.0,1.2058097,0
3111498095,3111498038,3997730,-13.227451,34.27,101484.0,1.2057978,0
3111699109,3111699051,3997730,-13.148182,34.27,101483.0,1.2057859,0
3111900009,3111899756,3997730,-12.899804,34.28,101480.0,1.2057502,0
3112100779,3112100721,3997730,-13.148182,34.28,101483.0,1.2057859,0
3112301655,3112301605,3997730,-12.730695,34.28,101478.0,1.2057265,0
3112502552,3112502500,3997730,-13.312005,34.28,101485.0,1.2058097,0
3112703543,3112703489,3997730,-13.481114,34.28,101487.0,1.2058334,0
3112904548,3112904463,3997730,-13.560384,34.28,101488.0,1.2058454,0
3113105367,3113105316,3997730,-13.312005,34.28,101485.0,1.2058097,0
3113306288,3113306235,3997730,-13.227451,34.28,101484.0,1.2057978,0
3113486921,3113456751,3997730,-13.148182,34.28,101483.0,1.2057859,0
3113687854,3113657709,3997730,-13.216883,34.28,101483.836,1.2057958,0
3113888861,3113858678,3997730,-13.1587515,34.28,101483.164,1.2057879,0
3114089711,3114059555,3997730,-13.105906,34.290005,101482.5,1.20578,0
3114290690,3114260516,3997730,-13.116475,34.290005,101482.664,1.2057819,0
3114491670,3114461455,3997730,-13.227451,34.290005,101484.0,1.2057978,0
3114692651,3114662435,3997730,-13.105906,34.290005,101482.5,1.20578,0
3114893763,3114863398,3997730,-13.174605,34.290005,101483.336,1.2057899,0
3115094536,3115064177,3997730,-13.269729,34.290005,101484.5,1.2058038,0
3115295513,3115265218,3997730,-13.148182,34.290005,101483.0,1.2057859,0
3115496327,3115466138,3997730,-13.105906,34.290005,101482.5,1.20578,0
3115697293,3115667094,3997730,-13.201029,34.3,101483.664,1.2057939,0
3115898113,3115867966,3997730,-13.201029,34.295002,101483.664,1.2057939,0
3116099094,3116068920,3997730,-13.105906,34.3,101482.5,1.20578,0
3116299946,3116269794,3997730,-13.243305,34.3,101484.164,1.2057998,0
3116500841,3116470642,3997730,-13.105906,34.3,101482.5,1.20578,0
3116701976,3116671408,3997730,-13.301437,34.3,101484.836,1.2058077,0
3116902508,3116872300,3997730,-13.116475,34.3,101482.664,1.2057819,0
3117103477,3117073274,3997730,-13.216883,34.3,101483.836,1.2057958,0
3117304304,3117274134,3997730,-13.301437,34.304996,101484.836,1.2058077,0
3117505338,3117475142,3997730,-13.243305,34.3,101484.164,1.2057998,0
3117706554,3117676368,3997730,-13.32786,34.305,101485.164,1.2058116,0
3117827204,3117827152,3997730,-13.312005,34.3,101485.0,1.2058097,0
3118028071,3118027977,3997730,-13.227451,34.309998,101484.0,1.2057978,0
3118309311,3118279068,3997730,-13.449407,34.309998,101486.664,1.2058294,0
3118429731,3118429680,3997730,-13.227451,34.309998,101484.0,1.2057978,0
3118630608,3118630557,3997730,-12.899804,34.309998,101480.0,1.2057502,0
3118831592,3118831542,3997730,-13.227451,34.309998,101484.0,1.2057978,0
3119032537,3119032484,3997730,-12.979074,34.309998,101481.0,1.2057621,0
3119233467,3119233418,3997730,-12.979074,34.309998,101481.0,1.2057621,0
3119434333,3119434282,3997730,-13.312005,34.32,101485.0,1.2058097,0
3119635202,3119635152,3997730,-13.063628,34.32,101482.0,1.2057741,0
3119835922,3119835871,3997730,-13.063628,34.32,101482.0,1.2057741,0
3120036792,3120036734,3997730,-12.899804,34.32,101480.0,1.2057502,0
3120238677,3120237673,3997730,-13.312005,34.32,101485.0,1.2058097,0
3120438693,3120438624,3997730,-13.227451,34.32,101484.0,1.2057978,0
3120639590,3120639539,3997730,-13.063628,34.32,101482.0,1.2057741,0
3120840370,3120840318,3997730,-13.227451,34.32,101484.0,1.2057978,0
3121041205,3121041152,3997730,-13.227451,34.329998,101484.0,1.2057978,0
3121242078,3121242023,3997730,-13.148182,34.32,101483.0,1.2057859,0
3121442953,3121442903,3997730,-12.899804,34.32,101480.0,1.2057502,0
3121643871,3121643821,3997730,-12.899804,34.32,101480.0,1.2057502,0
3121844787,3121844728,3997730,-13.481114,34.329998,101487.0,1.2058334,0
3122045797,3122045743,3997730,-13.644938,34.329998,101489.0,1.2058573,0
3122246733,3122246651,3997730,-13.063628,34.329998,101482.0,1.2057741,0
3122447737,3122447686,3997730,-13.063628,34.329998,101482.0,1.2057741,0
3122648762,3122648634,3997730,-12.979074,34.329998,101481.0,1.2057621,0
3122849665,3122849613,3997730,-12.899804,34.329998,101480.0,1.2057502,0
3123050411,3123050361,3997730,-13.481114,34.329998,101487.0,1.2058334,0
3123251238,3123251183,3997730,-13.227451,34.34,101484.0,1.2057978,0
3123452172,3123452120,3997730,-13.227451,34.34,101484.0,1.2057978,0
