timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
3050105372,3050105110,0.0,0.0,-0.001
3050106623,3050106359,0.0,0.0,-0.001
3050127844,3050127589,0.0,0.0,-0.001
3050145331,3050145072,0.0,0.0,-0.001
3050166560,3050166302,0.0,0.0,-0.001
3050187788,3050187531,0.0,0.0,-0.001
3050205282,3050205014,0.0,0.0,-0.001
3050226500,3050226244,0.0,0.0,-0.001
3050247746,3050247473,0.0,0.0,-0.001
3050267757,3050267454,0.0,0.0,-0.001
3050285288,3050284937,0.0,0.0,-0.001
3050306546,3050306166,0.0,0.0,-0.001
3050327796,3050327396,0.0,0.0,-0.001
3050349069,3050348625,0.0,0.0,-0.001
3050366374,3050366109,0.0,0.0,-0.001
3050387598,3050387338,0.0,0.0,-0.001
3050408845,3050408568,0.0,0.0,-0.001
3050426320,3050426051,0.0,0.0,-0.001
3050446292,3050446031,0.0,0.0,-0.001
3050467517,3050467261,0.0,0.0,-0.001
3050488759,3050488490,0.0,0.0,-0.001
3050506233,3050505973,0.0,0.0,-0.001
3050527460,3050527203,0.0,0.0,-0.001
3050548692,3050548432,0.0,0.0,-0.001
3050566173,3050565916,0.0,0.0,-0.001
3050587407,3050587146,0.0,0.0,-0.001
3050607382,3050607126,0.0,0.0,-0.001
3050624868,3050624609,0.0,0.0,-0.001
3050646106,3050645838,0.0,0.0,-0.001
3050667332,3050667068,0.0,0.0,-0.001
3050688564,3050688297,0.0,0.0,-0.001
3050706038,3050705780,0.0,0.0,-0.001
3050727269,3050727010,0.0,0.0,-0.001
3050747253,3050746991,0.0,0.0,-0.001
3050768496,3050768222,0.0,0.0,-0.001
3050785971,3050785703,0.0,0.0,-0.001
3050807189,3050806933,0.0,0.0,-0.001
3050828419,3050828162,0.0,0.0,-0.001
3050845900,3050845645,0.0,0.0,-0.001
3050867132,3050866875,0.0,0.0,-0.001
3050888374,3050888104,0.0,0.0,-0.001
3050905853,3050905587,0.0,0.0,-0.001
3050925829,3050925568,0.0,0.0,-0.001
3050947051,3050946798,0.0,0.0,-0.001
3050968282,3050968027,0.0,0.0,-0.001
3050985761,3050985510,0.0,0.0,-0.001
3051007010,3051006740,0.0,0.0,-0.001
3051028264,3051027969,0.0,0.0,-0.001
3051045766,3051045452,0.0,0.0,-0.001
3051065782,3051065433,0.0,0.0,-0.001
3051087052,3051086662,0.0,0.0,-0.001
3051108317,3051107895,0.0,0.0,-0.001
3051125635,3051125375,0.0,0.0,-0.001
3051146853,3051146604,0.0,0.0,-0.001
3051168096,3051167834,0.0,0.0,-0.001
3051185571,3051185317,0.0,0.0,-0.001
3051206812,3051206547,0.0,0.0,-0.001
3051226780,3051226527,0.0,0.0,-0.001
3051248014,3051247757,0.0,0.0,-0.001
3051265499,3051265242,0.0,0.0,-0.001
3051286719,3051286470,0.0,0.0,-0.001
3051307955,3051307699,0.0,0.0,-0.001
3051329187,3051328928,0.0,0.0,-0.001
3051346665,3051346412,0.0,0.0,-0.001
3051367899,3051367641,0.0,0.0,-0.001
3051387877,3051387622,0.0,0.0,-0.001
3051405358,3051405105,0.0,0.0,-0.001
3051426586,3051426334,0.0,0.0,-0.001
3051447822,3051447564,0.0,0.0,-0.001
3051465303,3051465047,0.0,0.0,-0.001
3051486531,3051486276,0.0,0.0,-0.001
3051507761,3051507506,0.0,0.0,-0.001
3051527738,3051527487,0.0,0.0,-0.001
3051545691,3051544970,0.0,0.0,-0.001
3051566458,3051566199,0.0,0.0,-0.001
3051587691,3051587429,0.0,0.0,-0.001
3051605164,3051604912,0.0,0.0,-0.001
3051626393,3051626141,0.0,0.0,-0.001
3051647629,3051647371,0.0,0.0,-0.001
3051668867,3051668600,0.0,0.0,-0.001
3051686343,3051686084,0.0,0.0,-0.001
3051706317,3051706065,0.0,0.0,-0.001
3051727551,3051727294,0.0,0.0,-0.001
3051745028,3051744777,0.0,0.0,-0.001
3051766258,3051766006,0.0,0.0,-0.001
3051787520,3051787238,0.0,0.0,-0.001
3051808782,3051808465,0.0,0.0,-0.001
3051826283,3051825948,0.0,0.0,-0.001
3051846298,3051845929,0.0,0.0,-0.001
3051867575,3051867159,0.0,0.0,-0.001
3051888830,3051888388,0.0,0.0,-0.001
3051906128,3051905871,0.0,0.0,-0.001
3051927353,3051927101,0.0,0.0,-0.001
3051948586,3051948330,0.0,0.0,-0.001
3051966076,3051965813,0.0,0.0,-0.001
3051987312,3051987043,0.0,0.0,-0.001
3052007280,3052007024,0.0,0.0,-0.001
3052028519,3052028253,0.0,0.0,-0.001
3052045990,3052045736,0.0,0.0,-0.001
3052067222,3052066966,0.0,0.0,-0.001
3052088453,3052088195,0.0,0.0,-0.001
3052105932,3052105678,0.0,0.0,-0.001
3052127160,3052126908,0.0,0.0,-0.001
3052148393,3052148138,0.0,0.0,-0.001
3052165872,3052165620,0.0,0.0,-0.001
3052185855,3052185601,0.0,0.0,-0.001
3052207093,3052206831,0.0,0.0,-0.001
3052228320,3052228063,0.0,0.0,-0.001
3052245795,3052245543,0.0,0.0,-0.001
3052267028,3052266773,0.0,0.0,-0.001
3052288260,3052288002,0.0,0.0,-0.001
3052305735,3052305485,0.0,0.0,-0.001
3052325719,3052325466,0.0,0.0,-0.001
3052346951,3052346696,0.0,0.0,-0.001
3052368180,3052367925,0.0,0.0,-0.001
3052385661,3052385408,0.0,0.0,-0.001
3052406893,3052406638,0.0,0.0,-0.001
3052428127,3052427867,0.0,0.0,-0.001
3052449356,3052449097,0.0,0.0,-0.001
3052466842,3052466580,0.0,0.0,-0.001
3052486815,3052486561,0.0,0.0,-0.001
3052508045,3052507790,0.0,0.0,-0.001
3052525524,3052525273,0.0,0.0,-0.001
3052546771,3052546503,0.0,0.0,-0.001
3052568029,3052567732,0.0,0.0,-0.001
3052585535,3052585217,0.0,0.0,-0.001
3052606815,3052606445,0.0,0.0,-0.001
3052626817,3052626426,0.0,0.0,-0.001
3052648091,3052647655,0.0,0.0,-0.001
3052665399,3052665138,0.0,0.0,-0.001
3052686623,3052686368,0.0,0.0,-0.001
3052707857,3052707597,0.0,0.0,-0.001
3052729086,3052728827,0.0,0.0,-0.001
3052746566,3052746310,0.0,0.0,-0.001
3052767805,3052767539,0.0,0.0,-0.001
3052787775,3052787520,0.0,0.0,-0.001
3052805274,3052805003,0.0,0.0,-0.001
3052826488,3052826233,0.0,0.0,-0.001
3052847714,3052847462,0.0,0.0,-0.001
3052868943,3052868692,0.0,0.0,-0.001
3052886431,3052886175,0.0,0.0,-0.001
3052907660,3052907404,0.0,0.0,-0.001
3052928886,3052928634,0.0,0.0,-0.001
3052946377,3052946117,0.0,0.0,-0.001
3052966349,3052966098,0.0,0.0,-0.001
3052987582,3052987327,0.0,0.0,-0.001
3053005067,3053004810,0.0,0.0,-0.001
3053026297,3053026040,0.0,0.0,-0.001
3053047530,3053047269,0.0,0.0,-0.001
3053068760,3053068499,0.0,0.0,-0.001
3053086237,3053085982,0.0,0.0,-0.001
3053107475,3053107211,0.0,0.0,-0.001
3053127449,3053127192,0.0,0.0,-0.001
3053148673,3053148422,0.0,0.0,-0.001
3053166157,3053165905,0.0,0.0,-0.001
3053187389,3053187134,0.0,0.0,-0.001
3053208617,3053208364,0.0,0.0,-0.001
3053226103,3053225847,0.0,0.0,-0.001
3053247337,3053247076,0.0,0.0,-0.001
3053267325,3053267063,0.0,0.0,-0.001
3053284804,3053284541,0.0,0.0,-0.001
3053306027,3053305774,0.0,0.0,-0.001
3053327281,3053326999,0.0,0.0,-0.001
3053348545,3053348229,0.0,0.0,-0.001
3053366049,3053365712,0.0,0.0,-0.001
3053387333,3053386941,0.0,0.0,-0.001
3053408585,3053408171,0.0,0.0,-0.001
3053424855,3053424405,0.0,0.0,-0.001
3053445893,3053445635,0.0,0.0,-0.001
3053467123,3053466864,0.0,0.0,-0.001
3053488343,3053488094,0.0,0.0,-0.001
3053505831,3053505577,0.0,0.0,-0.001
3053527074,3053526806,0.0,0.0,-0.001
3053548287,3053548036,0.0,0.0,-0.001
3053565779,3053565519,0.0,0.0,-0.001
3053585761,3053585500,0.0,0.0,-0.001
3053606986,3053606729,0.0,0.0,-0.001
3053628210,3053627959,0.0,0.0,-0.001
3053645697,3053645442,0.0,0.0,-0.001
3053666926,3053666671,0.0,0.0,-0.001
3053688151,3053687901,0.0,0.0,-0.001
3053705637,3053705384,0.0,0.0,-0.001
3053726871,3053726613,0.0,0.0,-0.001
3053746852,3053746594,0.0,0.0,-0.001
3053768078,3053767824,0.0,0.0,-0.001
3053785563,3053785307,0.0,0.0,-0.001
3053806793,3053806536,0.0,0.0,-0.001
3053828015,3053827766,0.0,0.0,-0.001
3053845505,3053845251,0.0,0.0,-0.001
3053866734,3053866479,0.0,0.0,-0.001
3053886719,3053886459,0.0,0.0,-0.001
3053907942,3053907689,0.0,0.0,-0.001
3053925424,3053925172,0.0,0.0,-0.001
3053946656,3053946401,0.0,0.0,-0.001
3053967882,3053967631,0.0,0.0,-0.001
3053989120,3053988860,0.0,0.0,-0.001
3054006600,3054006344,0.0,0.0,-0.001
3054027831,3054027573,0.0,0.0,-0.001
3054047805,3054047554,0.0,0.0,-0.001
3054065294,3054065037,0.0,0.0,-0.001
3054086537,3054086266,0.0,0.0,-0.001
3054107788,3054107496,0.0,0.0,-0.001
3054129070,3054128725,0.0,0.0,-0.001
3054146574,3054146209,0.0,0.0,-0.001
3054167836,3054167438,0.0,0.0,-0.001
3054185357,3054184921,0.0,0.0,-0.001
3054206420,3054206151,0.0,0.0,-0.001
3054226393,3054226132,0.0,0.0,-0.001
3054247615,3054247361,0.0,0.0,-0.001
3054268849,3054268590,0.0,0.0,-0.001
3054286332,3054286074,0.0,0.0,-0.001
3054307555,3054307303,0.0,0.0,-0.001
3054328813,3054328533,0.0,0.0,-0.001
3054346276,3054346016,0.0,0.0,-0.001
3054366256,3054365996,0.0,0.0,-0.001
3054387477,3054387226,0.0,0.0,-0.001
3054404965,3054404709,0.0,0.0,-0.001
3054426196,3054425939,0.0,0.0,-0.001
3054447419,3054447168,0.0,0.0,-0.001
3054468651,3054468398,0.0,0.0,-0.001
3054486136,3054485881,0.0,0.0,-0.001
3054507366,3054507110,0.0,0.0,-0.001
3054527342,3054527091,0.0,0.0,-0.001
