timestamp,speed_up,speed_down,want_takeoff
3306074324,3.0,1.5,0
3307073196,3.0,1.5,0
3308082364,3.0,1.5,0
3309081293,3.0,1.5,0
3310080301,3.0,1.5,0
3311079418,3.0,1.5,0
3312078476,3.0,1.5,0
3313077468,3.0,1.5,0
3314076614,3.0,1.5,0
3315075617,3.0,1.5,0
3316074847,3.0,1.5,0
3317073638,3.0,1.5,0
3318082845,3.0,1.5,0
3319061906,3.0,1.5,0
3320080811,3.0,1.5,0
3321079950,3.0,1.5,0
3322078932,3.0,1.5,0
3323078083,3.0,1.5,0
3324077066,3.0,1.5,0
3325076156,3.0,1.5,0
3326075330,3.0,1.5,0
3327074224,3.0,1.5,0
3328073182,3.0,1.5,0
3329082255,3.0,1.5,0
3330081215,3.0,1.5,0
3331080372,3.0,1.5,0
3332079464,3.0,1.5,0
3333078399,3.0,1.5,0
3334077428,3.0,1.5,0
3335076519,3.0,1.5,0
3336075449,3.0,1.5,0
3337074583,3.0,1.5,0
3338073703,3.0,1.5,0
3339082632,3.0,1.5,0
3340061578,3.0,1.5,0
3341080798,3.0,1.5,0
3342079679,3.0,1.5,0
3343078605,3.0,1.5,0
3344077723,3.0,1.5,0
3345076751,3.0,1.5,0
3346075705,3.0,1.5,0
3347074770,3.0,1.5,0
3348073911,3.0,1.5,0
3349073072,3.0,1.5,0
3350081881,3.0,1.5,0
3351080971,3.0,1.5,0
3352079926,3.0,1.5,0
3353079018,3.0,1.5,0
3354078100,3.0,1.5,0
3355077027,3.0,1.5,0
3356076010,3.0,1.5,0
3357074979,3.0,1.5,0
3358074128,3.0,1.5,0
3359073281,3.0,1.5,0
3360082050,3.0,1.5,0
3361061159,3.0,1.5,0
3362080231,3.0,1.5,0
3363079147,3.0,1.5,0
3364078348,3.0,1.5,0
3365077223,3.0,1.5,0
3366076188,3.0,1.5,0
3367075263,3.0,1.5,0
3368074270,3.0,1.5,0
3369073525,3.0,1.5,0
3370082237,3.0,1.5,0
3371081295,3.0,1.5,0
3372080472,3.0,1.5,0
3373079374,3.0,1.5,0
3374078616,3.0,1.5,0
3375077463,3.0,1.5,0
3376076398,3.0,1.5,0
3377075366,3.0,1.5,0
3378074564,3.0,1.5,0
3379073397,3.0,1.5,0
3380082376,3.0,1.5,0
3381081523,3.0,1.5,0
3382080414,3.0,1.5,0
3383079588,3.0,1.5,0
3384078624,3.0,1.5,0
3385077495,3.0,1.5,0
3386076532,3.0,1.5,0
3387075584,3.0,1.5,0
3388074492,3.0,1.5,0
3389073514,3.0,1.5,0
3390062677,3.0,1.5,0
3391081534,3.0,1.5,0
3392080514,3.0,1.5,0
3393079567,3.0,1.5,0
3394078721,3.0,1.5,0
3395077750,3.0,1.5,0
3396076597,3.0,1.5,0
3397075639,3.0,1.5,0
3398074573,3.0,1.5,0
3399073611,3.0,1.5,0
3400062656,3.0,1.5,0
3401081600,3.0,1.5,0
3402080706,3.0,1.5,0
3403079566,3.0,1.5,0
3404078733,3.0,1.5,0
3405077734,3.0,1.5,0
3406076557,3.0,1.5,0
3407075726,3.0,1.5,0
3408074654,3.0,1.5,0
3409073703,3.0,1.5,0
3410062770,3.0,1.5,0
3411081668,3.0,1.5,0
3412080785,3.0,1.5,0
3413079591,3.0,1.5,0
3414078861,3.0,1.5,0
3415077799,3.0,1.5,0
3416076712,3.0,1.5,0
3417075853,3.0,1.5,0
3418074791,3.0,1.5,0
3419073705,3.0,1.5,0
3420082643,3.0,1.5,0
3421061813,3.0,1.5,0
3422080730,3.0,1.5,0
3423079724,3.0,1.5,0
3424078803,3.0,1.5,0
3425077907,3.0,1.5,0
3426077012,3.0,1.5,0
3427075845,3.0,1.5,0
3428074740,3.0,1.5,0
3429073711,3.0,1.5,0
3430082946,3.0,1.5,0
3431061813,3.0,1.5,0
3432080826,3.0,1.5,0
3433079705,3.0,1.5,0
3434078814,3.0,1.5,0
3435077890,3.0,1.5,0
3436076839,3.0,1.5,0
3437075950,3.0,1.5,0
3438074841,3.0,1.5,0
3439073832,3.0,1.5,0
3440082912,3.0,1.5,0
3441081918,3.0,1.5,0
