timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
3050916809,3932170,3932170,0,0,0,0,0,0,0,0,799.4731,799.4731,3996.8003,7993.902,0.031671178,0.0026877576,2.1211242e-10,0.34454358,0.2536477,-9.981667,0.027059048,-0.01047155,-0.005752428,0.00091206114,0.0012164934,0.0008995355,6.525822e-06,6.0623984e-06,9.3323415e-06,38.681183,38.681183
3051922771,3932170,3932170,0,0,0,0,0,0,0,0,799.4729,799.4729,3996.8535,7994.0063,0.04498747,0.0034016368,2.4288152e-10,0.37180257,0.27292204,-9.993282,0.0273075,-0.009705114,-0.0063190153,0.000851313,0.0010104268,0.001392816,5.7537354e-06,8.672134e-06,1.261635e-05,38.7509,38.7509
3052843178,3932170,3932170,0,0,0,0,0,0,0,0,799.47284,799.47284,3996.792,7993.874,0.034699485,0.0028731478,2.5180438e-10,0.3569812,0.25502238,-9.981199,0.02713585,-0.011762858,-0.0062053767,0.00093353103,0.0008471018,0.0010897926,5.539152e-06,7.426425e-06,1.0431533e-05,38.754723,38.754723
3053863744,3932170,3932170,0,0,0,0,0,0,0,0,799.4728,799.4728,3996.7998,7993.889,0.0349596,0.0029142257,2.2068074e-10,0.3417894,0.26084828,-9.994908,0.026980992,-0.01096081,-0.0056750695,0.047745265,0.030122817,0.010168977,3.7620102e-05,2.4668865e-05,1.6437572e-05,38.75767,38.75767
3054874431,3932170,3932170,0,0,0,0,0,0,0,0,799.4727,799.4727,3996.8066,7993.9023,0.030358274,0.0028191938,1.9460387e-10,0.34993652,0.25793335,-9.978967,0.02662229,-0.010987537,-0.0057730675,0.00095238944,0.0010636235,0.0010801742,4.3679142e-06,4.0627e-06,9.406066e-06,38.957817,38.957817
3055900503,3932170,3932170,0,0,0,0,0,0,0,0,799.4726,799.4726,3996.7952,7993.89,0.02826833,0.00260055,2.0107774e-10,0.34918863,0.2551136,-9.982305,0.026970072,-0.0112288175,-0.0058203456,0.0011307416,0.0008176984,0.000761024,5.267178e-06,8.677426e-06,8.5723905e-06,38.880024,38.880024
3056915771,3932170,3932170,0,0,0,0,0,0,0,0,799.47253,799.47253,3996.7844,7993.8677,0.031729702,0.002954725,2.383635e-10,0.33777398,0.25212142,-9.976363,0.02695119,-0.011476227,-0.005589975,0.0015680146,0.0008035183,0.0007042137,5.013538e-06,1.0975483e-05,1.29357895e-05,38.72035,38.72035
3057931454,3932170,3932170,0,0,0,0,0,0,0,0,799.47235,799.47235,3996.791,7993.88,0.029326316,0.002695685,2.0986382e-10,0.34748247,0.2523728,-9.979799,0.026888607,-0.010630674,-0.005539375,0.0011487437,0.0008032275,0.00060435315,3.5128721e-06,5.664152e-06,1.2621791e-05,38.664013,38.664013
3058842369,3932170,3932170,0,0,0,0,0,0,0,0,799.47235,799.47235,3996.8276,7993.9536,0.028925212,0.0026534186,2.7631963e-10,0.34662953,0.2528756,-9.975276,0.02712008,-0.010883896,-0.0062934933,0.000879315,0.0006353347,0.00085946306,5.0192507e-06,5.957247e-06,1.0812227e-05,38.658504,38.658504
3059857716,3932170,3932170,0,0,0,0,0,0,0,0,799.4723,799.4723,3996.7852,7993.878,0.028824937,0.002580699,2.3091805e-10,0.35257015,0.25862765,-9.981858,0.026889272,-0.010809105,-0.005590641,0.0005998258,0.00078972615,0.00074187946,4.9109362e-06,4.4349645e-06,1.38013565e-05,38.58567,38.58567
3060868382,3932170,3932170,0,0,0,0,0,0,0,0,799.47217,799.47217,3996.7908,7993.888,0.028676406,0.002551535,2.778191e-10,0.34310707,0.24976313,-9.976292,0.026821362,-0.010395649,-0.0058090203,0.028164847,0.0018962101,0.006007564,2.4875197e-05,7.7856375e-06,1.4328666e-05,38.74724,38.74724
3061884076,3932170,3932170,0,0,0,0,0,0,0,0,799.47205,799.47205,3996.7964,7993.898,0.031409603,0.0027815404,2.5920313e-10,0.34619558,0.24917655,-9.977147,0.027249465,-0.0109289475,-0.0054648067,0.0049804477,0.0013693107,0.0009212002,3.933233e-06,3.066393e-05,1.2734811e-05,38.774776,38.774776
