timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
3291289008,3291288746,0.0023966483,0.012607113,0.20372033
3291306486,3291306230,-0.011344577,0.029826479,0.20105281
3291327721,3291327459,-0.0071738088,0.037115835,0.21182846
3291347703,3291347440,-0.0022421046,0.026777348,0.22002697
3291366432,3291366173,-0.0075432193,0.018117817,0.21701911
3291386410,3291386154,-0.018823992,0.01998495,0.20930278
3291407646,3291407384,-0.014187128,0.020891907,0.20254587
3291428868,3291428614,0.005254429,0.00582842,0.19606821
3291446354,3291446098,0.0076256306,-0.0072892522,0.1895677
3291467588,3291467328,-0.011066525,-0.0060313554,0.18325338
3291488827,3291488558,-0.026568742,0.00076972577,0.1678026
3291506310,3291506041,-0.02957015,0.004388217,0.1585138
3291526280,3291526022,-0.026318751,-0.0034109312,0.15762235
3291547514,3291547252,-0.031423196,-0.015620182,0.1584421
3291565001,3291564736,-0.03565437,-0.011300036,0.14703143
3291586223,3291585966,-0.029705547,-0.00996502,0.1364064
3291607462,3291607196,-0.022512635,-0.022046182,0.13981791
3291628680,3291628426,-0.02292376,-0.03316398,0.14907448
3291646166,3291645909,-0.03933155,-0.032865573,0.15153697
3291667398,3291667140,-0.045668554,-0.023804782,0.15184674
3291687378,3291687121,-0.027550125,-0.020244226,0.15118606
3291706127,3291705857,-0.01661344,-0.031062203,0.14951025
3291726136,3291725834,-0.025152111,-0.03612076,0.14280121
3291747393,3291747064,-0.030936908,-0.02543038,0.13296522
3291768654,3291768294,-0.028508283,-0.015487357,0.12912576
3291786169,3291785778,-0.023523781,-0.015776236,0.12981327
3291807443,3291807008,-0.030065957,-0.023327665,0.13400017
3291827256,3291826989,-0.03563083,-0.01830142,0.12941405
3291848483,3291848219,-0.033812113,-0.006747995,0.12674579
3291865959,3291865703,-0.019567346,-0.004046302,0.12806891
3291887193,3291886933,-0.0042803353,-0.011647331,0.1356111
3291908422,3291908163,-0.010398909,-0.014182227,0.13528123
3291925900,3291925646,-0.015765913,-0.0041091805,0.129887
3291947142,3291946876,-0.014296552,0.012252145,0.13621518
3291968373,3291968106,-0.0046784948,0.0011791157,0.14582323
3291985862,3291985590,-0.0037147517,-0.013723227,0.1467215
3292005828,3292005571,-0.008404494,-0.011280421,0.1427096
3292027066,3292026801,-0.0055553596,0.0063548884,0.141603
3292048286,3292048031,3.5039782e-05,0.015377993,0.14734422
3292065772,3292065514,0.009354253,0.00073172763,0.15078767
3292087002,3292086744,0.005489265,-0.006472706,0.15221287
3292108237,3292107975,-0.0008015017,0.0048495512,0.14368515
3292125714,3292125458,-0.003310307,0.016027689,0.13652402
3292145697,3292145439,-0.006145527,0.010315533,0.13660952
3292166928,3292166669,0.0020334374,-0.012739452,0.13443892
3292188160,3292187899,-0.0039863866,-0.015953336,0.1196749
3292205641,3292205383,-0.01103064,-0.0032607324,0.105855994
3292226878,3292226613,-0.01883123,0.009071231,0.09935448
3292248101,3292247843,-0.027698915,0.009785347,0.09781789
3292265580,3292265326,-0.038574073,-0.00091175677,0.09594598
3292286829,3292286556,-0.048478205,-0.0018783235,0.089260444
3292306798,3292306538,-0.038677644,0.0053187306,0.08008417
3292328024,3292327768,-0.017982773,-0.0007368283,0.078485966
3292345506,3292345252,-0.02838205,-0.0081848735,0.08023085
3292366746,3292366481,-0.058632154,-0.0015194993,0.080367975
3292387964,3292387711,-0.06582694,0.011701593,0.07147384
3292405449,3292405195,-0.04755413,0.013835718,0.059411295
3292426685,3292426425,-0.036626324,0.002247852,0.051265936
3292447912,3292447655,-0.04778621,-0.006388168,0.047898147
3292465392,3292465138,-0.06793771,-0.002890946,0.045423552
3292485400,3292485120,-0.06976808,-0.0010571941,0.040026046
3292506680,3292506350,-0.0524598,-0.012754535,0.03208497
3292527924,3292527580,-0.042016506,-0.028287757,0.025660817
3292545432,3292545063,-0.05313651,-0.03100963,0.02216273
3292566711,3292566293,-0.071551286,-0.027466845,0.018933082
3292586730,3292586275,-0.076000966,-0.02666497,0.012557425
3292605273,3292605007,-0.059443522,-0.03535156,0.0058193463
3292626502,3292626237,-0.047596935,-0.043151964,0.0039919796
3292646486,3292646221,-0.05469552,-0.044348847,0.0070954314
3292667707,3292667448,-0.06116724,-0.037462592,0.009937478
3292685185,3292684931,-0.053723454,-0.036810245,0.009298136
3292706424,3292706162,-0.040875066,-0.0429297,0.008903001
3292727656,3292727391,-0.04418845,-0.041437156,0.015290746
3292745135,3292744875,-0.05751473,-0.03582652,0.02389667
3292766373,3292766106,-0.07066217,-0.031203227,0.03073215
3292786347,3292786086,-0.058337014,-0.032080278,0.030312488
3292807574,3292807316,-0.043692365,-0.043054316,0.029258836
3292825055,3292824800,-0.040677905,-0.045311503,0.028038973
3292846290,3292846030,-0.05555134,-0.035980955,0.022304585
3292867517,3292867260,-0.06170795,-0.032713145,0.010086345
3292885004,3292884743,-0.051736288,-0.031342737,0.0010243738
3292906243,3292905973,-0.04205466,-0.037648212,-0.0039055652
3292926222,3292925957,-0.053187978,-0.043261964,-0.008326096
3292947440,3292947184,-0.06514097,-0.03831591,-0.016101137
3292964929,3292964668,-0.061318263,-0.032435644,-0.018854398
3292986157,3292985898,-0.05385615,-0.033559415,-0.014487724
3293007385,3293007128,-0.054197483,-0.04372064,-0.010798037
3293028614,3293028358,-0.058352273,-0.056064874,-0.014969333
3293046106,3293045841,-0.05469495,-0.059350464,-0.020115625
3293067339,3293067072,-0.04132096,-0.0598091,-0.024770027
3293087313,3293087053,-0.039323565,-0.055930648,-0.02717938
3293104801,3293104536,-0.04764829,-0.05234729,-0.029798215
3293126025,3293125766,-0.059259623,-0.047152884,-0.035752077
3293147253,3293146996,-0.06262916,-0.039801095,-0.036496665
3293168486,3293168226,-0.05206501,-0.04298695,-0.0318806
3293185970,3293185710,-0.04662702,-0.0476921,-0.030224605
3293207197,3293206940,-0.050715465,-0.043693673,-0.033710435
3293227177,3293226921,-0.058179755,-0.036823593,-0.03819439
3293245922,3293245654,-0.052119765,-0.029194735,-0.03708863
3293265936,3293265635,-0.037353016,-0.02970746,-0.034412865
3293287200,3293286865,-0.038606882,-0.04077796,-0.035590257
3293305961,3293305597,-0.054743387,-0.03984809,-0.037954643
3293325979,3293325580,-0.06179935,-0.026887985,-0.0368126
3293347248,3293346808,-0.04832042,-0.022276936,-0.03774519
3293368311,3293368038,-0.036233705,-0.029582832,-0.04395883
3293385781,3293385523,-0.03930402,-0.03566598,-0.04731638
3293405766,3293405503,-0.048860762,-0.032027464,-0.047487065
3293426989,3293426733,-0.040999983,-0.026819402,-0.048606437
3293448223,3293447963,-0.025042433,-0.026818523,-0.05632434
3293465707,3293465446,-0.022329813,-0.027591743,-0.065624155
3293486942,3293486676,-0.022627281,-0.025624575,-0.07351663
3293508169,3293507906,-0.017533164,-0.02294221,-0.07126229
3293529395,3293529137,-0.01974386,-0.026274903,-0.061557837
3293546880,3293546620,-0.025232198,-0.033529315,-0.054194357
3293566864,3293566601,-0.030878367,-0.03981358,-0.049778398
3293588091,3293587831,-0.03242312,-0.036360793,-0.04395155
3293605582,3293605317,-0.031958215,-0.031150755,-0.03783389
3293626798,3293626544,-0.023672247,-0.026574206,-0.036829446
3293648031,3293647775,-0.022073237,-0.031507503,-0.040118437
3293669263,3293669005,-0.022218158,-0.032312334,-0.03945618
3293686741,3293686488,-0.025818462,-0.028937593,-0.03636998
3293707976,3293707718,-0.029361688,-0.029350702,-0.034257125
3293727955,3293727699,-0.02116631,-0.03175889,-0.036397133
3293745442,3293745183,-0.020321036,-0.031207735,-0.04142296
3293766674,3293766413,-0.025253626,-0.02556855,-0.048595052
3293787902,3293787643,-0.02497781,-0.019350449,-0.056836274
3293805385,3293805126,-0.014551085,-0.01693414,-0.062490195
3293826614,3293826356,0.00030304887,-0.014418318,-0.06448605
3293847849,3293847586,-0.0030190852,-0.010702446,-0.055244785
3293867824,3293867568,-0.023181556,-0.005256486,-0.04455293
3293885318,3293885051,-0.03827828,-0.0056634187,-0.03905557
3293906539,3293906281,-0.032923095,-0.0151934745,-0.033681292
3293927772,3293927516,-0.01701125,-0.022488268,-0.03146745
3293949002,3293948741,-0.0035437935,-0.019123645,-0.03513752
3293966479,3293966225,-0.0022602673,-0.01372433,-0.042506237
3293987710,3293987455,4.331619e-05,-0.012457965,-0.054722585
3294008939,3294008685,0.0073035825,-0.016165461,-0.058177974
3294025207,3294024919,0.010829653,-0.016326886,-0.05288551
3294046463,3294046149,0.0013821323,-0.014677161,-0.04341078
3294067727,3294067379,-0.011026742,-0.010996833,-0.036058813
3294088995,3294088609,-0.011344007,-0.010591619,-0.0274996
3294106511,3294106093,-0.008076153,-0.012585638,-0.018939167
3294127772,3294127323,-0.014621358,-0.02088558,-0.011443897
3294148826,3294148553,-0.030399086,-0.023596266,-0.012383825
3294166308,3294166036,-0.035379566,-0.025215097,-0.017391175
3294186278,3294186017,-0.032034803,-0.02992084,-0.018842341
3294207507,3294207247,-0.02393784,-0.03325562,-0.01360886
3294225001,3294224731,-0.029388215,-0.03493266,-0.008635386
3294246222,3294245961,-0.037208863,-0.029087901,-0.0030261439
3294267446,3294267191,-0.035135478,-0.023295041,0.0033002265
3294288685,3294288421,-0.02884848,-0.03414734,0.011804543
3294306163,3294305904,-0.029803678,-0.04039333,0.016959313
3294327392,3294327134,-0.039675847,-0.039855707,0.014005302
3294347368,3294347116,-0.046131343,-0.036084604,0.0051479577
3294365328,3294364599,-0.04194034,-0.036414795,0.004257244
3294386093,3294385829,-0.04110213,-0.045163848,0.013264525
3294407323,3294407062,-0.05966296,-0.042895,0.01469282
3294428548,3294428289,-0.067582436,-0.023850787,0.002214098
3294446029,3294445773,-0.056447726,-0.00812757,-0.0026090818
3294467262,3294467003,-0.036795154,-0.0037305595,0.0010569404
3294487244,3294486984,-0.044692665,-0.018392695,0.0021643778
3294505976,3294505716,-0.051109284,-0.03500692,0.0009177785
3294525952,3294525697,-0.04142268,-0.03554239,0.0024509865
3294547183,3294546927,-0.01368152,-0.036307536,0.0019910734
3294568413,3294568157,-0.014605377,-0.033859793,0.00701248
3294585896,3294585641,-0.029426886,-0.032494023,0.016037209
3294607131,3294606871,-0.046623096,-0.028363196,0.034509428
3294628373,3294628101,-0.03954641,-0.020018147,0.05557523
3294645847,3294645585,-0.031616703,-0.0167385,0.063422285
3294665820,3294665566,-0.039750114,-0.015065938,0.05555312
3294687052,3294686796,-0.03580886,-0.0008684835,0.037950095
3294708283,3294708026,-0.025773542,0.0073164003,0.030147364
3294725764,3294725509,-0.020020384,0.004615245,0.029474927
3294746996,3294746739,-0.021420987,-0.009629639,0.027996266
3294768228,3294767973,-0.037015807,-0.025771245,0.026285259
3294785719,3294785453,-0.037669245,-0.023918593,0.030432686
3294806986,3294806683,-0.031477716,-0.020286532,0.04269571
3294826994,3294826664,-0.025050288,-0.020021122,0.046521228
3294848271,3294847894,-0.026922544,-0.02474696,0.0346532
3294865769,3294865377,-0.027804479,-0.015284859,0.023590993
3294887041,3294886607,-0.02141642,0.0019448294,0.014713749
3294908106,3294907838,-0.009165571,0.012056557,0.0059909993
3294925581,3294925321,-0.014913888,0.014956514,-0.0007888338
3294946820,3294946551,-0.030547628,0.0067443354,-0.010284479
3294966791,3294966532,-0.032734532,-0.0032021282,-0.009566931
3294988019,3294987762,-0.016853772,0.001223249,0.01199904
3295005504,3295005247,-0.0072824266,0.019567594,0.026783345
3295026737,3295026476,-0.026108036,0.032817658,0.029336318
3295047966,3295047705,-0.047364496,0.040713884,0.027505044
3295069192,3295068935,-0.04127668,0.036241192,0.01936015
3295086679,3295086419,-0.030914394,0.030701978,0.003594846
3295107909,3295107649,-0.025556523,0.031310063,-0.01867395
3295127892,3295127630,-0.027925363,0.03227827,-0.033145983
3295145368,3295145114,-0.031317912,0.031776592,-0.046007898
3295166602,3295166344,-0.03169588,0.03510255,-0.05914703
3295187832,3295187574,-0.027579991,0.035610177,-0.05767122
3295205322,3295205063,-0.014921234,0.03093555,-0.052192505
3295226545,3295226287,-0.0045386753,0.014930532,-0.04783077
3295247774,3295247517,-0.009384802,0.0075517134,-0.04322987
3295267756,3295267498,-0.0070149503,0.0058479663,-0.03814755
3295285246,3295284982,-0.0039912504,0.0055373367,-0.029797707
3295306473,3295306212,0.0012646705,0.007937293,-0.017718744
3295327703,3295327442,0.0030486872,0.008602962,-0.010524142
3295345183,3295344925,0.0056989826,0.00991666,-0.010098138
3295366413,3295366155,0.0066485493,0.013012281,-0.014274882
3295387642,3295387385,0.013141237,0.009410652,-0.014066668
3295408887,3295408615,0.008764579,0.0034555153,-0.0067801783
3295426365,3295426099,-0.00252068,-0.0013213906,-0.0008537296
3295446337,3295446080,-0.014410771,-0.004745055,0.006352833
3295467570,3295467310,-0.021343563,-0.008981829,0.013317861
3295488807,3295488540,-0.01503854,-0.019591324,0.013577014
3295506283,3295506023,-0.018067168,-0.023406852,0.011848631
3295527514,3295527254,-0.023306612,-0.018697746,0.0095345555
3295548762,3295548488,-0.032405008,-0.015338406,0.006574885
3295566252,3295565971,-0.022034816,-0.015095243,0.0027034346
3295586261,3295585948,-0.004936297,-0.0142559325,0.00018956028
3295607530,3295607178,0.0035260217,-0.013749443,0.0005242871
3295625039,3295624662,0.0027235604,-0.008280421,0.0001823829
3295646309,3295645892,0.009408394,0.006784753,-0.0006278054
3295667574,3295667125,0.014254532,0.014024967,0.0031550496
3295688607,3295688351,0.011473048,0.0031861297,0.0108505925
3295706096,3295705835,0.009178343,-0.006530184,0.016756585
3295727334,3295727065,0.00809481,-0.0069975317,0.020478556
3295747310,3295747046,0.006782526,-0.010015175,0.02119841
3295768540,3295768276,0.010034458,-0.016055966,0.015989413
3295786018,3295785760,0.010226535,-0.026340807,0.012596086
3295807252,3295806990,0.013447759,-0.032971106,0.0150409965
3295828489,3295828220,0.0067911013,-0.023778213,0.01921817
3295845959,3295845703,0.00053485093,-0.021573536,0.016054591
3295867205,3295866933,-0.008057917,-0.024852296,0.0059226253
3295888424,3295888163,-0.013635392,-0.018335398,-0.0048271143
3295905907,3295905647,-0.01442752,-0.015677191,-0.013364409
3295925884,3295925628,-0.010846857,-0.020910932,-0.022378908
3295947122,3295946858,-0.010440406,-0.024815466,-0.029202137
3295968347,3295968088,-0.011540397,-0.028729966,-0.03274845
3295985826,3295985571,-0.013599046,-0.024995893,-0.033993956
3296007064,3296006801,-0.01841843,-0.012807274,-0.028756632
3296028303,3296028031,-0.019899141,-0.010480164,-0.024252657
3296045770,3296045515,-0.019831192,-0.012004006,-0.022809425
3296065751,3296065496,-0.025794126,-0.011971864,-0.018538514
3296086989,3296086726,-0.029899633,-0.004657025,-0.01615896
3296108211,3296107956,-0.023385825,0.0021965662,-0.01866736
3296125695,3296125439,-0.007811978,-7.913935e-05,-0.023283612
3296146928,3296146670,0.0027158386,-0.0062636826,-0.03112477
3296168155,3296167900,0.010851211,-0.012402789,-0.042609245
3296189386,3296189129,0.015887612,-0.0076655075,-0.05421585
3296206873,3296206613,0.019453581,-0.0013591169,-0.06301049
