timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,open_drone_id_system_healthy,parachute_system_healthy
3089378747,46080.0,1.0,21531.166,0.0,952273,142,46.908855,294,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090381002,46080.0,1.0,21643.428,0.0,952613,142,46.81275,296,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091372649,46080.0,1.0,21540.137,0.0,952951,142,46.99812,298,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092385675,46080.0,1.0,21401.076,0.0,953293,142,46.908108,300,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093375853,46080.0,1.0,21504.666,0.0,953629,142,46.9447,302,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094377208,46080.0,1.0,21458.326,0.0,953969,142,46.9089,304,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095376226,46080.0,1.0,21511.08,0.0,954309,142,46.952156,306,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096378765,46080.0,1.0,21424.555,0.0,954649,142,46.953,308,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097378607,46080.0,1.0,21478.594,0.0,954990,142,46.86601,310,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098384279,46080.0,1.0,21519.96,0.0,955328,142,46.90619,312,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099379657,46080.0,1.0,21477.059,0.0,955668,142,46.88443,314,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100378676,46080.0,1.0,21425.025,0.0,956007,142,46.840458,316,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101400885,46080.0,1.0,21475.93,0.0,956351,142,46.8885,318,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102388559,46080.0,1.0,21409.568,0.0,956686,142,46.915783,320,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103381789,46080.0,1.0,21502.92,0.0,957026,142,46.908203,322,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104377909,46080.0,1.0,21440.14,0.0,957364,142,46.906235,324,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105375762,46080.0,1.0,21517.283,0.0,957702,142,46.976604,326,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
