timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
3416989630,0,0,1,0,0,0,0
3417500302,0,0,1,0,0,0,0
3418010275,0,0,1,0,0,0,0
3418510361,0,0,1,0,0,0,0
3419020389,0,0,1,0,0,0,0
3419530498,0,0,1,0,0,0,0
3420032312,0,0,1,0,0,0,0
3420542585,0,0,1,0,0,0,0
3421053317,0,0,1,0,0,0,0
3421563463,0,0,1,0,0,0,0
3422065536,0,0,1,0,0,0,0
3422575644,0,0,1,0,0,0,0
3423086305,0,0,1,0,0,0,0
3423596499,0,0,1,0,0,0,0
3424106317,0,0,1,0,0,0,0
3424606365,0,0,1,0,0,0,0
3425106974,0,0,1,0,0,0,0
3425617595,0,0,1,0,0,0,0
3426128273,0,0,1,0,0,0,0
3426638851,0,0,1,0,0,0,0
3427149711,0,0,1,0,0,0,0
3427659274,0,0,1,0,0,0,0
3428159423,0,0,1,0,0,0,0
3428669276,0,0,1,0,0,0,0
3429179772,0,0,1,0,0,0,0
3429690404,0,0,1,0,0,0,0
3430202991,0,0,1,0,0,0,0
3430713275,0,0,1,0,0,0,0
3431223556,0,0,1,0,0,0,0
3431734304,0,0,1,0,0,0,0
3432244429,0,0,1,0,0,0,0
3432755388,0,0,1,0,0,0,0
3433265436,0,0,1,0,0,0,0
3433776591,0,0,1,0,0,0,0
3434287875,0,0,1,0,0,0,0
3434798425,0,0,1,0,0,0,0
3435308274,0,0,1,0,0,0,0
3435808336,0,0,1,0,0,0,0
3436318318,0,0,1,0,0,0,0
3436819273,0,0,1,0,0,0,0
3437328318,0,0,1,0,0,0,0
3437831275,0,0,1,0,0,0,0
3438342276,0,0,1,0,0,0,0
3438854599,0,0,1,0,0,0,0
3439364304,0,0,1,0,0,0,0
3439875387,0,0,1,0,0,0,0
3440377326,0,0,1,0,0,0,0
3440888309,0,0,1,0,0,0,0
3441398714,0,0,1,0,0,0,0
