timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
3388012531,0,0,1,0,0,0,0
3388522275,0,0,1,0,0,0,0
3389022846,0,0,1,0,0,0,0
3389533458,0,0,1,0,0,0,0
3390043045,0,0,1,0,0,0,0
3390553404,0,0,1,0,0,0,0
3391063970,0,0,1,0,0,0,0
3391574888,0,0,1,0,0,0,0
3392084517,0,0,1,0,0,0,0
3392595428,0,0,1,0,0,0,0
3393105596,0,0,1,0,0,0,0
3393616275,0,0,1,0,0,0,0
3394127853,0,0,1,0,0,0,0
3394638347,0,0,1,0,0,0,0
3395139274,0,0,1,0,0,0,0
3395639361,0,0,1,0,0,0,0
3396150348,0,0,1,0,0,0,0
3396660843,0,0,1,0,0,0,0
3397171399,0,0,1,0,0,0,0
3397682370,0,0,1,0,0,0,0
3398195210,0,0,1,0,0,0,0
3398705446,0,0,1,0,0,0,0
3399215756,0,0,1,0,0,0,0
3399727308,0,0,1,0,0,0,0
3400237448,0,0,1,0,0,0,0
3400748275,0,0,1,0,0,0,0
3401258339,0,0,1,0,0,0,0
3401758380,0,0,1,0,0,0,0
3402268433,0,0,1,0,0,0,0
3402769643,0,0,1,0,0,0,0
3403280275,0,0,1,0,0,0,0
3403790345,0,0,1,0,0,0,0
3404300301,0,0,1,0,0,0,0
3404811274,0,0,1,0,0,0,0
3405311304,0,0,1,0,0,0,0
3405821299,0,0,1,0,0,0,0
3406322595,0,0,1,0,0,0,0
3406823276,0,0,1,0,0,0,0
3407335904,0,0,1,0,0,0,0
3407846275,0,0,1,0,0,0,0
3408356706,0,0,1,0,0,0,0
3408867851,0,0,1,0,0,0,0
3409377275,0,0,1,0,0,0,0
3409878278,0,0,1,0,0,0,0
3410388444,0,0,1,0,0,0,0
3410899278,0,0,1,0,0,0,0
3411409276,0,0,1,0,0,0,0
3411912275,0,0,1,0,0,0,0
3412422292,0,0,1,0,0,0,0
3412934025,0,0,1,0,0,0,0
3413443321,0,0,1,0,0,0,0
3413954308,0,0,1,0,0,0,0
3414464387,0,0,1,0,0,0,0
3414965449,0,0,1,0,0,0,0
3415477761,0,0,1,0,0,0,0
3415979643,0,0,1,0,0,0,0
3416489315,0,0,1,0,0,0,0
