timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
3092878257,3670026,3670026,0,0,0,0,0,0,0,0,800.7708,800.7708,4003.8542,8007.7085,0.029406447,0.0069411304,2.4828803e-10,0.18770541,-0.1933717,-9.837986,0.008252629,-0.0027532014,-0.0050802967,0.00050511333,0.00044400577,0.00032009298,1.0048301e-05,4.81304e-05,5.971372e-06,36.232674,36.232674
3093922231,3670026,3670026,0,0,0,0,0,0,0,0,800.77075,800.77075,4003.8538,8007.7075,0.02163315,0.0073263166,2.4584468e-10,0.18054561,-0.1958172,-9.835876,0.008110594,-0.0024374265,-0.0053288587,0.0004619569,0.00038945468,0.00035070215,1.0071407e-05,5.270132e-05,5.7677257e-06,36.239326,36.239326
3094861402,3670026,3670026,0,0,0,0,0,0,0,0,800.7707,800.7707,4003.8533,8007.7065,0.022259533,0.007501975,2.474826e-10,0.17615055,-0.19296126,-9.837291,0.008311599,-0.0021432107,-0.005146876,0.017386978,0.010148483,0.019500073,1.7792312e-05,7.9386e-05,7.5863863e-06,36.240196,36.240196
3095905379,3670026,3670026,0,0,0,0,0,0,0,0,800.77057,800.77057,4003.8528,8007.7056,0.02171106,0.0069013485,2.482918e-10,0.1780317,-0.19484812,-9.838151,0.007992654,-0.0024171358,-0.0050067427,0.0003351461,0.00037167434,0.00025187217,1.2228872e-05,5.410492e-05,6.0484895e-06,36.254353,36.254353
3096844442,3670026,3670026,0,0,0,0,0,0,0,0,800.7705,800.7705,4003.8523,8007.7046,0.021037381,0.007112762,2.3830327e-10,0.18106435,-0.19297837,-9.838555,0.008063671,-0.002426013,-0.0050726878,0.00042625357,0.0004947622,0.00026314327,1.1808226e-05,5.1011357e-05,6.2356357e-06,36.2637,36.2637
3097893455,3670026,3670026,0,0,0,0,0,0,0,0,800.7703,800.7703,4003.8518,8007.7036,0.021149676,0.006991429,2.4764737e-10,0.1828201,-0.19504194,-9.84184,0.008566502,-0.0020366842,-0.005245793,0.00046098387,0.0005790997,0.00021030627,1.1190778e-05,5.0248054e-05,6.558016e-06,36.27015,36.27015
3098937461,3670026,3670026,0,0,0,0,0,0,0,0,800.77026,800.77026,4003.8513,8007.7026,0.020815596,0.0068508415,2.5916022e-10,0.17522137,-0.19419256,-9.843646,0.007915929,-0.0024615217,-0.0050479583,0.006979821,0.00085639034,0.0011092846,1.6738257e-05,6.111191e-05,8.239954e-06,36.276966,36.276966
3099876530,3670026,3670026,0,0,0,0,0,0,0,0,800.7702,800.7702,4003.851,8007.702,0.028288305,0.0070374836,2.5557187e-10,0.19013382,-0.19315508,-9.842347,0.008296381,-0.001091896,-0.0053275903,0.005710852,0.00063476834,0.00054802716,1.127847e-05,8.8898596e-05,6.7698306e-06,36.28402,36.28402
3100920540,3670026,3670026,0,0,0,0,0,0,0,0,800.77014,800.77014,4003.8506,8007.701,0.023791302,0.006980818,2.7778715e-10,0.18334454,-0.18064252,-9.838151,0.00864386,-0.0028635322,-0.0049699657,0.00045129977,0.0008342654,0.0006717511,1.2841672e-05,5.150275e-05,7.530686e-06,36.29079,36.29079
3101864666,3670026,3670026,0,0,0,0,0,0,0,0,800.77,800.77,4003.85,8007.7,0.029757699,0.0073812064,2.6590782e-10,0.1802321,-0.19619343,-9.844649,0.0081442,-0.0011774977,-0.00511644,0.04186247,0.0016814183,0.0022386652,1.7063567e-05,7.314046e-05,9.440505e-06,36.29504,36.29504
3102908698,3670026,3670026,0,0,0,0,0,0,0,0,800.76996,800.76996,4003.8496,8007.699,0.02735269,0.0067998418,2.567398e-10,0.19324629,-0.1923057,-9.842512,0.00818605,-0.0022472008,-0.005352954,0.006538452,0.008073288,0.013281091,1.087421e-05,6.407941e-05,6.993475e-06,36.308453,36.308453
3103852736,3670026,3670026,0,0,0,0,0,0,0,0,800.7699,800.7699,4003.849,8007.698,0.026060564,0.006862389,2.835551e-10,0.18724367,-0.19127391,-9.837826,0.008388958,-0.0024799104,-0.005039715,0.0058575887,0.0010503902,0.0006031254,1.1081856e-05,8.451659e-05,5.0394788e-06,36.305534,36.305534
3104891878,3670026,3670026,0,0,0,0,0,0,0,0,800.7698,800.7698,4003.8486,8007.6973,0.022875827,0.0068735587,2.513131e-10,0.18433557,-0.19391836,-9.8383255,0.008772452,-0.002212421,-0.005183177,0.000725116,0.00039869992,0.00041144376,1.0475921e-05,5.4882457e-05,6.5343406e-06,36.31524,36.31524
3105940793,3670026,3670026,0,0,0,0,0,0,0,0,800.76965,800.76965,4003.8484,8007.697,0.022901457,0.0070597525,2.3637609e-10,0.17226282,-0.1970599,-9.843173,0.00843271,-0.0018261676,-0.005304763,0.0035382512,0.0009773056,0.0017731577,8.637254e-06,5.4348195e-05,5.4869147e-06,36.32214,36.32214
3106879868,3670026,3670026,0,0,0,0,0,0,0,0,800.7696,800.7696,4003.848,8007.696,0.02603458,0.006955071,2.3893015e-10,0.16950378,-0.20842667,-9.844912,0.007971095,-0.0019479122,-0.0052787657,0.0030171357,0.0042144493,0.0012415182,1.4113929e-05,6.866299e-05,6.860685e-06,36.327972,36.327972
3107923935,3670026,3670026,0,0,0,0,0,0,0,0,800.7695,800.7695,4003.8474,8007.695,0.027556136,0.007009659,2.4229047e-10,0.18533401,-0.19066967,-9.84131,0.008326817,-0.0021482832,-0.0051234146,0.000588419,0.0007784218,0.00033452883,1.2079434e-05,5.0925355e-05,5.0354847e-06,36.33852,36.33852
3108862995,3670026,3670026,0,0,0,0,0,0,0,0,800.7694,800.7694,4003.847,8007.694,0.022794005,0.0071222754,2.4511645e-10,0.17868155,-0.19081217,-9.843675,0.008355985,-0.0016784256,-0.0051937983,0.0011495095,0.00047280028,0.00021400569,1.0260702e-05,5.8293015e-05,7.053085e-06,36.346333,36.346333
3109911973,3670026,3670026,0,0,0,0,0,0,0,0,800.76935,800.76935,4003.8467,8007.6934,0.025495835,0.006927552,2.5477906e-10,0.1744689,-0.19640435,-9.839633,0.0081277145,-0.0018109495,-0.0053282245,0.014469942,0.003875868,0.012886301,2.2893813e-05,6.805817e-05,8.761006e-06,36.346455,36.346455
3110856065,3670026,3670026,0,0,0,0,0,0,0,0,800.76306,800.76306,4003.8152,8007.6304,0.028537236,0.0068692737,2.456314e-10,0.17602514,-0.19665517,-9.83847,0.008470121,-0.0018806991,-0.0054512373,0.0009539103,0.0012397578,0.00044136835,1.1208084e-05,5.8235488e-05,6.362094e-06,36.35123,36.35123
3111900209,3670026,3670026,0,0,0,0,0,0,0,0,800.76215,800.76215,4003.8108,8007.6216,0.025046065,0.007101126,2.3827118e-10,0.18809874,-0.1910744,-9.839405,0.008318574,-0.0025775596,-0.005146876,0.0004827268,0.0004663302,0.00034695343,1.10755445e-05,5.326594e-05,6.996228e-06,36.365685,36.365685
