timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
3161998005,3161997127,0,nan,nan,-8.32498e-05,-2.8374889e-06,3.4078476,-0.8960409,-0.12411072,0.0,0.00021802662,0.0004546522,-0.0023708367,-0.012838756,-0.35385558,-0.015222848,-0.0014915153,0.0029042307,-0.0042668367,0.011942553,-0.071910426,2.4454362,nan,0.09485674,0.01210471,0.26677737,0.037771434,0.068512596,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162107916,3162107023,0,nan,nan,-1.810698e-06,5.714939e-05,3.4042888,-0.8960409,-0.12411072,0.0,0.00071930303,0.00023773947,-0.0026668021,-0.015138628,-0.35385558,-0.015222848,-0.0014915153,-0.028087972,-0.009735068,-0.02865304,-0.071859665,2.4454362,nan,0.0943799,0.01540385,0.26838157,0.043017965,0.07074446,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162197756,3162196938,0,nan,nan,6.864902e-05,7.529841e-05,3.400976,-0.8960409,-0.12411072,0.0,0.00064972835,0.00021046922,-0.0031143443,-0.017406637,-0.35385558,-0.015222848,-0.0014915153,-0.0046728537,0.0012056563,-0.009594024,-0.071788155,2.4454362,nan,0.09433293,0.011844387,0.26663476,0.037282422,0.068309695,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162307696,3162306835,0,nan,nan,0.00013148501,6.236258e-05,3.3978553,-0.8960409,-0.12411072,0.0,0.0005027396,-0.0001234709,-0.0033602712,-0.018722435,-0.35385558,-0.015222848,-0.0014915153,-0.0070117023,-0.0009154092,-0.0095653655,-0.07181343,2.4454362,nan,0.09648347,0.015072654,0.26822463,0.042550467,0.070541106,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162407636,3162406741,0,nan,nan,0.00015022208,3.8126014e-05,3.3951342,-0.8960409,-0.12411072,0.0,0.00040019312,6.3075495e-05,-0.0035772698,-0.019682137,-0.35385558,-0.015222848,-0.0014915153,0.0049508465,0.01712636,-0.021616636,-0.071858354,2.4454362,nan,0.097132206,0.011844431,0.26677167,0.037282966,0.06831561,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162507604,3162506646,0,nan,nan,0.0001602802,2.66039e-05,3.3925335,-0.8960409,-0.12411072,0.0,0.00039400544,0.000106242565,-0.0034972555,-0.020133695,-0.35385558,-0.015222848,-0.0014915153,0.012054596,0.011899912,0.0063378373,-0.0719409,2.4454362,nan,0.097468376,0.0147474855,0.26806983,0.042080835,0.070338,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162607525,3162606552,0,nan,nan,0.00017324116,3.6666777e-05,3.3898742,-0.8960409,-0.12411072,0.0,0.000991651,0.00023738365,-0.0037687204,-0.020937065,-0.35385558,-0.015222848,-0.0014915153,0.022834525,0.0139077585,0.006598869,-0.07188016,2.4454362,nan,0.09728742,0.011591106,0.2666316,0.036790792,0.06811309,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162697443,3162696467,0,nan,nan,0.00017926266,5.0126928e-05,3.3879209,-0.8960409,-0.12411072,0.0,0.00041820612,0.00023103681,-0.0039972286,-0.021145849,-0.35385558,-0.015222848,-0.0014915153,-0.01679058,-0.0041007143,-0.0006794307,-0.071829684,2.4454362,nan,0.099051714,0.014115354,0.26762617,0.041136358,0.06992563,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162807427,3162806364,0,nan,nan,0.00016904213,9.02733e-05,3.3862758,-0.8960409,-0.12411072,0.0,0.0005061157,0.0005397189,-0.004120323,-0.020499652,-0.35385558,-0.015222848,-0.0014915153,-0.0066961367,-0.0071615353,0.0074140322,-0.07178685,2.4454362,nan,0.101308584,0.011344868,0.26649356,0.036296923,0.067910746,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3162897179,3162896279,0,nan,nan,0.00016303678,0.00012501374,3.3854346,-0.8960409,-0.12411072,0.0,0.00044125956,0.0005654241,-0.0042060735,-0.019533476,-0.35385558,-0.015222848,-0.0014915153,-0.019501885,1.0891693e-05,-0.01168675,-0.07181675,2.4454362,nan,0.10124278,0.01380867,0.26747704,0.04066175,0.06972299,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
