timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
3081085401,5.0724607,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3081585299,5.078906,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3082085297,5.10791,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3082585312,5.0321774,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3083085298,5.041846,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3083585305,5.0756836,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3084085325,5.078906,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3084585337,5.078906,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3085085311,5.077295,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3085585469,5.0901856,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3086085299,5.077295,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3086585462,5.103076,3.325781,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3087085307,5.040234,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3087585298,5.1095214,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3088085301,5.0805173,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3088585364,5.0708494,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3089085300,5.078906,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3089585297,5.10791,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3090085324,5.0708494,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3090586104,5.0756836,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3091085830,5.077295,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3091585324,5.0708494,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3092085374,5.0756836,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3092585300,5.0756836,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3093085474,5.0724607,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3093585364,5.078906,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3094085326,5.08374,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3094585299,5.043457,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3095085298,5.078906,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3095585297,5.078906,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3096085616,5.0708494,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3096585300,5.10791,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3097085402,5.0805173,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3097585345,5.0370116,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3098085321,5.077295,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
3098585301,5.0724607,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
