timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
3051024033,3050923071,-0.9993905,-0.0044621173,-0.0136301275,0.031829275,-0.001138897,-0.00016601093,-0.0006876442,-0.00011596227,-2.5124642e-05,2.7762947,1.8474078e-05,1.7674387e-05,1.9695954e-05,0.00015646197,0.00056329067,-0.00022862459,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3933273e-06,3.2437824e-06,3.2310556e-06,8.848974e-05,0.0007318853,0.0007318726,0.00471965,7.6533004e-05,7.653245e-05,0.07105445,1.7680869e-11,1.7664502e-11,4.307691e-11,5.0082487e-08,5.0082537e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3052023305,3051922106,-0.9993888,-0.0043770922,-0.013689667,0.031867858,0.0010403706,-0.00054497784,-0.0022979793,-0.000115959854,-0.00015936303,2.7841623,1.8453136e-05,1.7712942e-05,1.9705716e-05,0.00015650105,0.000563311,-0.00023033962,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.392941e-06,3.2029986e-06,3.1902077e-06,8.82744e-05,0.0006408767,0.0006408655,0.0045860442,6.166951e-05,6.1669176e-05,0.07109577,1.7629695e-11,1.7613468e-11,4.303082e-11,5.009038e-08,5.009043e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3053023101,3052921141,-0.99938864,-0.004404554,-0.013692831,0.0318648,4.7459296e-05,-0.0006815703,-0.0008656383,-3.4493158e-05,-0.00023475301,2.7911434,1.8413817e-05,1.7731038e-05,1.9706145e-05,0.00015651817,0.00056334835,-0.0002320274,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3928467e-06,3.3286221e-06,3.315908e-06,8.8407134e-05,0.00094544346,0.0009454228,0.0050342586,0.0001238884,0.00012388706,0.072168164,1.7788129e-11,1.777204e-11,4.3059327e-11,5.0098595e-08,5.009865e-08,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3054022160,3053920177,-0.9993893,-0.0043935515,-0.013633683,0.031874023,0.00010395214,-0.0014143721,0.00015397237,-1.8354029e-05,-0.00025696566,2.7928712,1.8372384e-05,1.7738634e-05,1.9695626e-05,0.00015652482,0.00056338497,-0.0002331795,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.392549e-06,3.2876787e-06,3.275157e-06,8.8192435e-05,0.00084598997,0.00084597245,0.0048911157,9.961712e-05,9.961619e-05,0.071753465,1.7737587e-11,1.7721458e-11,4.30132e-11,5.010677e-08,5.0106824e-08,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3055021249,3054919213,-0.9993818,-0.004414462,-0.01363961,0.03210304,-0.0008107465,-0.000635618,-0.00077264523,-9.825187e-05,-0.0001628217,2.796909,1.8317503e-05,1.773802e-05,1.9773108e-05,0.000156525,0.00056342775,-0.00023386991,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3928178e-06,3.2473317e-06,3.234783e-06,8.832415e-05,0.000750542,0.00075052783,0.0047501028,7.996084e-05,7.996026e-05,0.07135479,1.7687204e-11,1.7670969e-11,4.30413e-11,5.011505e-08,5.0115105e-08,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3056029152,3055928239,-0.99937904,-0.004387165,-0.01362119,0.03219981,-0.00060285494,-0.00091830175,-0.001510404,4.1235035e-05,-0.00012656055,2.7970827,1.8272554e-05,1.7733983e-05,1.9813437e-05,0.00015652354,0.000563462,-0.00023521432,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.392852e-06,3.214742e-06,3.2021653e-06,8.8503184e-05,0.00067678886,0.000676777,0.0046396945,6.717681e-05,6.7176385e-05,0.071123645,1.764663e-11,1.7630288e-11,4.3079464e-11,5.012348e-08,5.0123532e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3057019194,3056917285,-0.9993758,-0.0044613113,-0.013666785,0.03227126,-0.0010297266,-0.0007964527,-0.0012280992,-0.00023117888,-0.00031323306,2.7976456,1.8224093e-05,1.7745611e-05,1.9813555e-05,0.00015653287,0.0005634964,-0.00023630631,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3928208e-06,3.3327683e-06,3.3202323e-06,8.8241315e-05,0.0009657857,0.00096576306,0.005060834,0.00012934497,0.00012934343,0.072058566,1.7795416e-11,1.7779266e-11,4.302362e-11,5.0131916e-08,5.013197e-08,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3058027308,3057926316,-0.99937123,-0.0044244705,-0.013654064,0.032421872,0.0006411349,-0.00036795245,-0.0017150157,-5.714756e-06,-5.444976e-05,2.8001046,1.8192268e-05,1.7770673e-05,1.9851168e-05,0.00015655112,0.00056351686,-0.00023829166,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3932373e-06,3.3000279e-06,3.287487e-06,8.841988e-05,0.00088538567,0.0008853668,0.0049466114,0.00010874108,0.00010873995,0.07179606,1.7755002e-11,1.7738842e-11,4.306194e-11,5.0140486e-08,5.014054e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3059026255,3058925349,-0.99936986,-0.00452791,-0.013630265,0.03245843,-0.00021920347,-0.00050068105,-0.0008241958,4.2054522e-05,-6.877388e-05,2.801436,1.8171299e-05,1.7761504e-05,1.9865514e-05,0.00015654643,0.0005635301,-0.00023972538,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3928844e-06,3.2597109e-06,3.247293e-06,8.82048e-05,0.00078824535,0.00078822905,0.004804985,8.730574e-05,8.7304994e-05,0.07139471,1.7704865e-11,1.7688595e-11,4.301573e-11,5.0149026e-08,5.014908e-08,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3060025357,3059924386,-0.9993675,-0.0045537706,-0.013635995,0.032526184,-0.0005139651,0.00017489238,-0.0007867268,4.443626e-05,1.4303216e-05,2.8011324,1.8154364e-05,1.774916e-05,1.9869734e-05,0.00015653983,0.00056354003,-0.00024050985,0.2275525,2.9139134e-08,0.61178344,0.0,0.0,0.0,0.0,0.0,2.3932107e-06,3.2199944e-06,3.2075054e-06,8.8336754e-05,0.00069499016,0.0006949771,0.004665266,7.014392e-05,7.014346e-05,0.07100838,1.7654907e-11,1.763848e-11,4.3043954e-11,5.015764e-08,5.0157695e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
