0 0 1701885942.9529684
1 0 1701885943.952631
3 0 1701885946.951034
3 1 1701885946.951034
4 0 1701885947.9505036
5 0 1701885948.9496431
10 0 1701885956.1545622
11 0 1701885957.153761
11 1 1701885957.153761
11 2 1701885957.153761
12 0 1701885960.3512356
12 1 1701885960.3512356
12 2 1701885960.3512356
13 0 1701885960.9507787
13 1 1701885960.9507787
13 2 1701885960.9507787
14 0 1701885961.9499106
14 1 1701885961.9499106
14 2 1701885961.9499106
15 0 1701885963.3488464
15 1 1701885963.3488464
15 2 1701885963.3488464
15 3 1701885963.3488464
16 0 1701885964.3487842
16 1 1701885964.3487842
16 2 1701885964.3487842
24 0 1701885972.7570822
25 0 1701885973.7569482
26 0 1701885974.3567033
26 1 1701885974.3567033
27 0 1701885975.3551073
28 0 1701885976.3540099
29 0 1701885976.9544752
30 0 1701885978.552708
31 0 1701885979.5525725
32 0 1701885980.5504382
33 0 1701885981.549624
34 0 1701885982.3491535
35 0 1701885983.7482111
36 0 1701885984.9471529
36 1 1701885984.9471529
37 0 1701885985.7466576
37 1 1701885985.7466576
38 0 1701885986.9461734
38 1 1701885986.9461734
39 0 1701885988.146474
40 0 1701885989.346042
41 0 1701885990.34837
42 0 1701885991.3482587
43 0 1701885992.1477637
44 0 1701885993.550678
45 0 1701885994.1516445
46 0 1701885995.9542134
47 0 1701885996.7542682
48 0 1701885998.3533895
48 1 1701885998.3533895
49 0 1701885999.5518773
49 1 1701885999.5518773
49 2 1701885999.5518773
50 0 1701886001.9490948
50 1 1701886001.9490948
50 2 1701886001.9490948
50 3 1701886001.9490948
51 0 1701886003.946922
51 1 1701886003.946922
51 2 1701886003.946922
52 0 1701886005.1455054
53 0 1701886006.345299
53 1 1701886006.345299
54 0 1701886007.1453474
54 1 1701886007.1453474
58 0 1701886011.549431
58 1 1701886011.549431
59 0 1701886012.549438
59 1 1701886012.549438
63 0 1701886026.7499194
64 0 1701886027.7486699
65 0 1701886028.7512293
66 0 1701886029.7524006
70 0 1701886034.7503145
71 0 1701886035.7506778
72 0 1701886036.74969
73 0 1701886037.751382
74 0 1701886039.7486873
77 0 1701886042.745478
78 0 1701886043.7433462
80 0 1701886045.7425637
81 0 1701886046.7445228
89 0 1701886055.1524115
90 0 1701886056.1518624
91 0 1701886057.1528177
92 0 1701886058.1524584
93 0 1701886059.1502964
94 0 1701886060.1481946
95 0 1701886061.145923
96 0 1701886062.144856
97 0 1701886062.9456832
98 0 1701886063.9472575
99 0 1701886065.1463172
100 0 1701886066.3457406
101 0 1701886067.544698
109 0 1701886075.3421457
110 0 1701886076.3416455
111 0 1701886077.3411174
112 0 1701886078.5432804
112 1 1701886078.5432804
113 0 1701886079.5464773
114 0 1701886080.5472279
115 0 1701886081.548173
116 0 1701886082.549901
117 0 1701886083.3512304
117 1 1701886083.3512304
118 0 1701886084.3514233
118 1 1701886084.3514233
119 0 1701886085.3511455
120 0 1701886086.3518233
121 0 1701886087.3507092
121 1 1701886087.3507092
122 0 1701886088.3508286
123 0 1701886089.1497111
124 0 1701886090.147882
125 0 1701886091.1480896
126 0 1701886092.147892
127 0 1701886094.14587
128 0 1701886095.1467912
129 0 1701886096.1469533
130 0 1701886097.1453617
131 0 1701886098.1440578
133 0 1701886100.3431532
134 0 1701886101.3439038
134 1 1701886101.3439038
135 0 1701886102.3440669
135 1 1701886102.3440669
136 0 1701886103.3432395
137 0 1701886104.1426058
138 0 1701886104.942455
140 0 1701886107.9402509
141 0 1701886108.940147
141 1 1701886108.940147
141 2 1701886108.940147
142 0 1701886109.940097
142 1 1701886109.940097
142 2 1701886109.940097
143 0 1701886110.9433098
143 1 1701886110.9433098
143 2 1701886110.9433098
144 0 1701886111.946506
145 0 1701886112.945565
146 0 1701886114.1445034
147 0 1701886114.9438035
148 0 1701886115.9429405
170 0 1701886137.9407895
171 0 1701886138.9403174
172 0 1701886139.9418201
173 0 1701886140.9438705
174 0 1701886141.9452503
176 0 1701886143.9440684
177 0 1701886144.9432678
178 0 1701886145.9436886
179 0 1701886146.743239
180 0 1701886147.9424133
181 0 1701886149.1444013
181 1 1701886149.1444013
182 0 1701886149.945389
182 1 1701886149.945389
183 0 1701886150.9464843
183 1 1701886150.9464843
184 0 1701886151.945624
184 1 1701886151.945624
185 0 1701886153.1436477
185 1 1701886153.1436477
186 0 1701886154.1420093
187 0 1701886155.140637
188 0 1701886156.3396633
189 0 1701886157.339597
190 0 1701886158.339759
191 0 1701886159.7385592
196 0 1701886165.1428483
196 1 1701886165.1428483
198 0 1701886167.14607
199 0 1701886168.1470644
200 0 1701886169.146506
201 0 1701886170.146554
207 0 1701886176.1430554
208 0 1701886177.3432734
209 0 1701886178.344558
210 0 1701886179.3437464
211 0 1701886180.341701
212 0 1701886181.340609
214 0 1701886183.5401196
215 0 1701886184.5397794
216 0 1701886185.540227
219 0 1701886188.5398526
220 0 1701886189.7380447
221 0 1701886190.7378242
222 0 1701886191.7403483
224 0 1701886193.5426607
225 0 1701886195.143004
225 1 1701886195.143004
226 0 1701886196.1413748
227 0 1701886197.1401806
227 1 1701886197.1401806
228 0 1701886197.7408829
