timestamp,data_type
1701886830.3314812,Visual
1701886830.3647928,Visual
1701886830.398103,Visual
1701886830.4314144,Visual
1701886830.4647238,Visual
1701886830.4980345,Visual
1701886830.5313437,Visual
1701886830.5979624,Visual
1701886830.6312726,Visual
1701886830.6645894,Visual
1701886830.697907,Visual
1701886830.731223,Visual
1701886830.7645404,Visual
1701886830.7978563,Visual
1701886830.8311732,Visual
1701886830.8644886,Visual
1701886830.8978045,Visual
1701886830.9311194,Visual
1701886830.9644349,Visual
1701886830.997749,Visual
1701886831.0310645,Visual
1701886831.064378,Visual
1701886831.0976925,Visual
1701886831.1310058,Visual
1701886831.1643198,Visual
1701886831.1976326,Visual
1701886831.230946,Visual
1701886831.264258,Visual
1701886831.297571,Visual
1701886831.3308828,Visual
1701886831.364195,Visual
1701886831.3975062,Visual
1701886831.464129,Visual
1701886831.49744,Visual
1701886831.5307505,Visual
1701886831.5640612,Visual
1701886831.5973709,Visual
1701886831.6306818,Visual
1701886831.6639984,Visual
1701886831.697316,Visual
1701886831.730632,Visual
1701886831.763949,Visual
1701886831.7972646,Visual
1701886831.830581,Visual
1701886831.863896,Visual
1701886838.0376885,Visual
1701886838.071093,Visual
1701886838.104499,Visual
1701886838.1379046,Visual
1701886838.1713111,Visual
1701886838.2047172,Visual
1701886838.2381244,Visual
1701886838.2715309,Visual
1701886838.3049386,Visual
1701886838.3383458,Visual
1701886838.3717542,Visual
1701886838.405162,Visual
1701886838.4385707,Visual
1701886838.4719791,Visual
1701886838.505389,Visual
1701886838.538798,Visual
1701886838.6056175,Visual
1701886838.6390283,Visual
1701886838.6724384,Visual
1701886838.7058463,Visual
1701886838.7392333,Visual
1701886838.7726295,Visual
1701886838.8060255,Visual
1701886838.8394225,Visual
1701886838.8728185,Visual
1701886838.906216,Visual
1701886838.9396126,Visual
1701886838.9730103,Visual
1701886839.0064075,Visual
1701886839.039806,Visual
1701886839.0732036,Visual
1701886839.1066024,Visual
1701886839.1400006,Visual
1701886839.1734,Visual
1701886839.2067983,Visual
1701886839.240198,Visual
1701886839.2735977,Visual
1701886839.3069975,Visual
1701886839.3403971,Visual
1701886839.373798,Visual
1701886839.407198,Visual
1701886839.4405994,Visual
1701886839.4739995,Visual
1701886839.5074017,Visual
1701886839.5408025,Visual
1701886839.574205,Visual
1701886839.6076062,Visual
1701886839.641009,Visual
1701886839.6744108,Visual
1701886839.7078142,Visual
1701886839.7744548,Visual
1701886839.8410711,Visual
1701886839.8743784,Visual
1701886839.9409926,Visual
1701886840.0076058,Visual
1701886840.0409124,Visual
1701886840.0742176,Visual
1701886840.1075234,Visual
1701886840.140828,Visual
1701886840.174133,Visual
1701886840.2074368,Visual
1701886840.2407415,Visual
1701886840.2740448,Visual
1701886840.3073485,Visual
1701886840.3406508,Visual
1701886840.373954,Visual
1701886840.407256,Visual
1701886840.440559,Visual
1701886840.4738595,Visual
1701886840.5071616,Visual
1701886840.5404625,Visual
1701886840.5737631,Visual
1701886840.607063,Visual
1701886840.6403637,Visual
1701886840.673663,Visual
1701886840.7069626,Visual
1701886840.7403188,Visual
1701886840.7737048,Visual
1701886840.8070896,Visual
1701886840.8404758,Visual
1701886840.873861,Visual
1701886840.9072475,Visual
1701886840.940633,Visual
1701886840.9740198,Visual
1701886841.0074058,Visual
1701886841.0407927,Visual
1701886841.074179,Visual
1701886841.107566,Visual
1701886841.1409528,Visual
1701886841.1743402,Visual
1701886841.2077272,Visual
1701886841.241115,Visual
1701886841.2745025,Visual
1701886841.307891,Visual
1701886841.341278,Visual
1701886841.3746667,Visual
1701886841.4080544,Visual
1701886841.4414434,Visual
1701886841.474831,Visual
1701886841.5082204,Visual
1701886841.5416088,Visual
1701886841.5749986,Visual
1701886841.6083872,Visual
1701886841.6417768,Visual
1701886841.675166,Visual
1701886841.7085562,Visual
1701886841.7419353,Visual
1701886841.7753148,Visual
1701886841.8086934,Visual
1701886841.842073,Visual
1701886841.8754518,Visual
1701886841.9088318,Visual
1701886841.942211,Visual
1701886841.9755907,Visual
1701886842.00897,Visual
1701886842.0423503,Visual
1701886842.0757298,Visual
1701886842.10911,Visual
