timestamp,data_type
1701886804.0257926,IMU
1701886804.0307877,IMU
1701886804.0357835,IMU
1701886804.0407784,IMU
1701886804.0457745,IMU
1701886804.0507696,IMU
1701886804.0557644,IMU
1701886804.0607624,IMU
1701886804.0657556,IMU
1701886804.0707505,IMU
1701886804.0757463,IMU
1701886804.0807414,IMU
1701886804.0857365,IMU
1701886804.0907326,IMU
1701886804.0957274,IMU
1701886804.1007226,IMU
1701886804.1057184,IMU
1701886804.1107135,IMU
1701886804.1157086,IMU
1701886804.1207066,IMU
1701886804.1256995,IMU
1701886804.1306956,IMU
1701886804.1356905,IMU
1701886804.1406884,IMU
1701886804.1456814,IMU
1701886804.1506765,IMU
1701886804.1556716,IMU
1701886804.1606665,IMU
1701886804.1656623,IMU
1701886804.1706586,IMU
1701886804.1756537,IMU
1701886804.1806486,IMU
1701886804.1856444,IMU
1701886804.1906395,IMU
1701886804.1956356,IMU
1701886804.2006297,IMU
1701886804.2056255,IMU
1701886804.2106204,IMU
1701886804.2156165,IMU
1701886804.2206116,IMU
1701886804.2256086,IMU
1701886804.2306037,IMU
1701886804.2355976,IMU
1701886804.2405934,IMU
1701886804.2455935,IMU
1701886804.2505834,IMU
1701886804.2555785,IMU
1701886804.2605746,IMU
1701886804.2655694,IMU
1701886804.2705646,IMU
1701886804.2755604,IMU
1701886804.2805555,IMU
1701886804.2855515,IMU
1701886804.2905464,IMU
1701886804.2955415,IMU
1701886804.3005376,IMU
1701886804.3055325,IMU
1701886804.3105276,IMU
1701886804.3155234,IMU
1701886804.3205185,IMU
1701886804.3255136,IMU
1701886804.3305094,IMU
1701886804.3355043,IMU
1701886804.3404994,IMU
1701886804.3454957,IMU
1701886804.3504906,IMU
1701886804.3554864,IMU
1701886804.3604815,IMU
1701886804.3654766,IMU
1701886804.3704724,IMU
1701886804.3754675,IMU
1701886804.3804624,IMU
1701886804.3854585,IMU
1701886804.3904536,IMU
1701886804.3954484,IMU
1701886804.4004445,IMU
1701886804.4054394,IMU
1701886804.4104345,IMU
1701886804.4154303,IMU
1701886804.4204254,IMU
1701886804.4254217,IMU
1701886804.4304166,IMU
1701886804.4354136,IMU
1701886804.4404066,IMU
1701886804.4454024,IMU
1701886804.4503975,IMU
1701886804.4553936,IMU
1701886804.4603884,IMU
1701886804.4653835,IMU
1701886804.4703796,IMU
1701886804.4753745,IMU
1701886804.4803696,IMU
1701886804.4853654,IMU
1701886804.4903624,IMU
1701886804.4953566,IMU
1701886804.5003514,IMU
1701886804.5053463,IMU
1701886804.5103426,IMU
1701886804.5153377,IMU
1701886804.5203326,IMU
1701886804.5253284,IMU
1701886804.5303235,IMU
1701886804.5353184,IMU
1701886804.5403154,IMU
1701886804.5453095,IMU
1701886804.5503044,IMU
1701886804.5553005,IMU
1701886804.5602963,IMU
1701886804.5652905,IMU
1701886804.5702865,IMU
1701886804.5752814,IMU
1701886804.5802765,IMU
1701886804.5852726,IMU
1701886804.5902674,IMU
1701886804.5952635,IMU
1701886804.6002586,IMU
1701886804.6052537,IMU
1701886804.6102495,IMU
1701886804.6152444,IMU
1701886804.6202395,IMU
1701886804.6252356,IMU
1701886804.6302314,IMU
1701886804.6352255,IMU
1701886804.6402216,IMU
1701886804.6452165,IMU
1701886804.6502123,IMU
1701886804.6552074,IMU
1701886804.6602025,IMU
1701886804.6651986,IMU
1701886804.6701934,IMU
1701886804.6751883,IMU
1701886804.6801846,IMU
1701886804.6851797,IMU
1701886804.6901755,IMU
1701886804.6951704,IMU
1701886804.7001655,IMU
1701886804.7051616,IMU
1701886804.7101564,IMU
1701886804.7151515,IMU
1701886804.7201476,IMU
1701886804.7251425,IMU
1701886804.7301376,IMU
1701886804.7351334,IMU
1701886804.7401285,IMU
1701886804.7451234,IMU
1701886804.7501194,IMU
1701886804.7551146,IMU
1701886804.7601094,IMU
1701886804.7651055,IMU
1701886804.7701006,IMU
1701886804.7750957,IMU
1701886804.7800915,IMU
1701886804.7850864,IMU
1701886804.7900815,IMU
1701886804.7950776,IMU
1701886804.8000724,IMU
1701886804.8050685,IMU
1701886804.8100636,IMU
1701886804.8150585,IMU
1701886804.8200543,IMU
1701886804.8250494,IMU
1701886804.8300445,IMU
1701886804.8350406,IMU
1701886804.8400354,IMU
1701886804.8450315,IMU
1701886804.8500266,IMU
1701886804.8550217,IMU
1701886804.8600166,IMU
1701886804.8650124,IMU
1701886804.8700075,IMU
1701886804.8750024,IMU
1701886804.8799984,IMU
1701886804.8849936,IMU
1701886804.8899894,IMU
1701886804.8949845,IMU
1701886804.8999796,IMU
1701886804.9049754,IMU
1701886804.9099703,IMU
1701886804.9149654,IMU
1701886804.9199617,IMU
1701886804.9249566,IMU
1701886804.9299514,IMU
1701886804.9349475,IMU
1701886804.9399426,IMU
1701886804.9449434,IMU
1701886804.9499345,IMU
1701886804.9549284,IMU
1701886804.9599245,IMU
1701886804.9649196,IMU
1701886804.9699144,IMU
1701886804.9749105,IMU
1701886804.9799056,IMU
1701886804.9849005,IMU
1701886804.9898963,IMU
1701886804.9948914,IMU
1701886804.9998865,IMU
1701886805.0048826,IMU
1701886805.0098774,IMU
1701886805.0148797,IMU
1701886805.0198684,IMU
1701886805.0248635,IMU
1701886805.0298595,IMU
1701886805.0348544,IMU
1701886805.0398505,IMU
1701886805.0448456,IMU
1701886805.0498405,IMU
1701886805.0548396,IMU
1701886805.0598314,IMU
1701886805.0648265,IMU
1701886805.0698216,IMU
1701886805.0748174,IMU
1701886805.0798123,IMU
1701886805.0848074,IMU
1701886805.0898044,IMU
1701886805.0947986,IMU
1701886805.0997944,IMU
1701886805.1047926,IMU
1701886805.1097846,IMU
1701886805.1147826,IMU
1701886805.1197755,IMU
1701886805.1247723,IMU
1701886805.1297665,IMU
1701886805.1347623,IMU
1701886805.1397564,IMU
1701886805.1447525,IMU
1701886805.1497476,IMU
1701886805.1547425,IMU
1701886805.1597383,IMU
1701886805.1647334,IMU
1701886805.1697285,IMU
1701886805.1747246,IMU
1701886805.1797194,IMU
1701886805.1847155,IMU
1701886805.1897104,IMU
1701886805.1947055,IMU
1701886805.1997015,IMU
1701886805.2046964,IMU
1701886805.2096915,IMU
1701886805.2146876,IMU
1701886805.2196825,IMU
1701886805.2246776,IMU
1701886805.2296724,IMU
1701886805.2346685,IMU
1701886805.2396636,IMU
1701886805.2446594,IMU
1701886805.2496543,IMU
1701886805.2546506,IMU
1701886805.2596457,IMU
1701886805.2646406,IMU
1701886805.2696364,IMU
1701886805.2746315,IMU
1701886805.2796266,IMU
1701886805.2846224,IMU
1701886805.2896175,IMU
1701886805.2946124,IMU
1701886805.2996085,IMU
1701886805.3046036,IMU
1701886805.3096037,IMU
1701886805.3145945,IMU
1701886805.3195894,IMU
1701886805.3245845,IMU
1701886805.3295803,IMU
1701886805.3345754,IMU
1701886805.3395717,IMU
1701886805.3445666,IMU
1701886805.3495617,IMU
1701886805.3545575,IMU
1701886805.3595524,IMU
1701886805.3645475,IMU
1701886805.3695436,IMU
1701886805.3745415,IMU
1701886805.3795335,IMU
1701886805.3845296,IMU
1701886805.3895245,IMU
1701886805.3945196,IMU
1701886805.3995154,IMU
1701886805.4045105,IMU
1701886805.4095066,IMU
1701886805.4145014,IMU
1701886805.4194963,IMU
1701886805.4244926,IMU
1701886805.4294877,IMU
1701886805.4344826,IMU
1701886805.4394784,IMU
1701886805.4444735,IMU
1701886805.4494684,IMU
1701886805.4544685,IMU
1701886805.4594595,IMU
1701886805.4644544,IMU
1701886805.4694505,IMU
1701886805.4744456,IMU
1701886805.4794414,IMU
1701886805.4844365,IMU
1701886805.4894314,IMU
1701886805.4944274,IMU
1701886805.4994226,IMU
1701886805.5044174,IMU
1701886805.5094137,IMU
1701886805.5144086,IMU
1701886805.5194037,IMU
1701886805.5243995,IMU
1701886805.5293944,IMU
1701886805.5343895,IMU
1701886805.5393856,IMU
1701886805.5443804,IMU
1701886805.5493765,IMU
1701886805.5543716,IMU
1701886805.5593665,IMU
1701886805.5643623,IMU
1701886805.5693574,IMU
1701886805.5743525,IMU
1701886805.5793486,IMU
1701886805.5843475,IMU
1701886805.5893383,IMU
1701886805.5943346,IMU
1701886805.5993297,IMU
1701886805.6043246,IMU
1701886805.6093204,IMU
1701886805.6143155,IMU
1701886805.6193104,IMU
1701886805.6243064,IMU
1701886805.6293015,IMU
1701886805.6342995,IMU
1701886805.6392925,IMU
1701886805.6442876,IMU
1701886805.6492834,IMU
1701886805.6542785,IMU
1701886805.6592734,IMU
1701886805.6642694,IMU
1701886805.6692646,IMU
1701886805.6742594,IMU
1701886805.6792574,IMU
1701886805.6842506,IMU
1701886805.6892464,IMU
1701886805.6942415,IMU
1701886805.6992364,IMU
1701886805.7042315,IMU
1701886805.7092276,IMU
1701886805.7142224,IMU
1701886805.7192185,IMU
1701886805.7242136,IMU
1701886805.7292085,IMU
1701886805.7342043,IMU
1701886805.7391994,IMU
1701886805.7441945,IMU
1701886805.7491906,IMU
1701886805.7541854,IMU
1701886805.7591803,IMU
1701886805.7641766,IMU
1701886805.7691717,IMU
1701886805.7741666,IMU
1701886805.7791624,IMU
1701886805.7841644,IMU
1701886805.7891536,IMU
1701886805.7941484,IMU
1701886805.7991436,IMU
1701886805.8041394,IMU
1701886805.8091345,IMU
1701886805.8141296,IMU
1701886805.8191254,IMU
1701886805.8241203,IMU
1701886805.8291154,IMU
1701886805.8341117,IMU
1701886805.8391066,IMU
1701886805.8441014,IMU
1701886805.8490975,IMU
1701886805.8540926,IMU
1701886805.8590884,IMU
1701886805.8640835,IMU
1701886805.8690784,IMU
1701886805.8740745,IMU
