0 0 1701885211.5483947
1 0 1701885212.5486972
2 0 1701885213.55044
8 0 1701885221.7481
8 1 1701885221.7481
9 0 1701885222.7512755
9 1 1701885222.7512755
9 2 1701885222.7512755
10 0 1701885223.752931
10 1 1701885223.752931
11 0 1701885224.754367
11 1 1701885224.754367
11 2 1701885224.754367
12 0 1701885226.953647
12 1 1701885226.953647
13 0 1701885227.95193
13 1 1701885227.95193
14 0 1701885228.9507797
14 1 1701885228.9507797
15 0 1701885229.9505138
15 1 1701885229.9505138
15 2 1701885229.9505138
16 0 1701885231.948337
16 1 1701885231.948337
16 2 1701885231.948337
17 0 1701885232.7483351
17 1 1701885232.7483351
17 2 1701885232.7483351
18 0 1701885233.7473583
18 1 1701885233.7473583
19 0 1701885234.7463167
19 1 1701885234.7463167
19 2 1701885234.7463167
20 0 1701885236.7442205
20 1 1701885236.7442205
21 0 1701885237.9433842
21 1 1701885237.9433842
21 2 1701885237.9433842
21 3 1701885237.9433842
21 4 1701885237.9433842
22 0 1701885238.943855
22 1 1701885238.943855
23 0 1701885239.9445071
23 1 1701885239.9445071
24 0 1701885241.9465318
24 1 1701885241.9465318
25 0 1701885242.948511
26 0 1701885243.9482393
27 0 1701885244.9479973
28 0 1701885246.9474468
29 0 1701885247.947178
30 0 1701885248.9469056
32 0 1701885251.948669
32 1 1701885251.948669
33 0 1701885252.9506912
33 1 1701885252.9506912
34 0 1701885253.9498842
34 1 1701885253.9498842
35 0 1701885254.9491172
35 1 1701885254.9491172
36 0 1701885256.9476004
36 1 1701885256.9476004
37 0 1701885257.9468927
37 1 1701885257.9468927
39 0 1701885259.9467556
39 1 1701885259.9467556
40 0 1701885261.9456325
41 0 1701885262.9450822
44 0 1701885269.5449934
45 0 1701885271.5448718
46 0 1701885277.5461197
47 0 1701885278.7469037
49 0 1701885281.7460701
50 0 1701885282.745729
51 0 1701885283.7454555
53 0 1701885286.5468974
54 0 1701885287.5478225
54 1 1701885287.5478225
55 0 1701885288.548897
55 1 1701885288.548897
56 0 1701885290.7491274
56 1 1701885290.7491274
56 2 1701885290.7491274
57 0 1701885291.748968
57 1 1701885291.748968
58 0 1701885292.750306
58 1 1701885292.750306
59 0 1701885293.750987
59 1 1701885293.750987
60 0 1701885295.349632
60 1 1701885295.349632
61 0 1701885296.3483374
61 1 1701885296.3483374
62 0 1701885297.3487961
62 1 1701885297.3487961
63 0 1701885298.347756
63 1 1701885298.347756
64 0 1701885300.5444438
64 1 1701885300.5444438
65 0 1701885301.5448287
65 1 1701885301.5448287
66 0 1701885302.5460417
66 1 1701885302.5460417
67 0 1701885303.5459552
68 0 1701885305.7446568
69 0 1701885306.746065
69 1 1701885306.746065
70 0 1701885307.7453718
70 1 1701885307.7453718
71 0 1701885308.7450566
72 0 1701885312.746742
73 0 1701885313.7481909
74 0 1701885314.7475197
75 0 1701885315.945724
75 1 1701885315.945724
76 0 1701885317.9465086
77 0 1701885318.9462733
78 0 1701885319.9449804
79 0 1701885321.143332
82 0 1701885325.144945
83 0 1701885326.1449225
84 0 1701885328.1437902
85 0 1701885329.142984
86 0 1701885330.143209
87 0 1701885330.9425154
88 0 1701885332.7410245
89 0 1701885333.7422462
89 1 1701885333.7422462
90 0 1701885334.7429361
91 0 1701885335.944027
92 0 1701885337.7461286
93 0 1701885338.7464561
94 0 1701885339.7461457
95 0 1701885340.7455406
96 0 1701885342.7454967
97 0 1701885343.747022
97 1 1701885343.747022
98 0 1701885344.7473683
98 1 1701885344.7473683
99 0 1701885345.7469463
100 0 1701885347.945033
100 1 1701885347.945033
101 0 1701885348.9433897
101 1 1701885348.9433897
102 0 1701885349.9422982
103 0 1701885350.9411998
103 1 1701885350.9411998
104 0 1701885353.1431124
105 0 1701885354.142935
106 0 1701885355.1420717
107 0 1701885356.1410563
108 0 1701885358.1411676
109 0 1701885359.1433752
110 0 1701885360.145817
112 0 1701885363.150755
113 0 1701885364.151499
114 0 1701885365.1520355
115 0 1701885366.1512034
116 0 1701885368.1488817
117 0 1701885369.1490276
117 1 1701885369.1490276
118 0 1701885371.1475606
118 1 1701885371.1475606
119 0 1701885372.1464117
119 1 1701885372.1464117
121 0 1701885375.341391
121 1 1701885375.341391
121 2 1701885375.341391
121 3 1701885375.341391
122 0 1701885376.3416266
122 1 1701885376.3416266
122 2 1701885376.3416266
122 3 1701885376.3416266
123 0 1701885377.3426504
